case_order,case_id,case_group,source_case_id,expected_result_or_error,observed_result_or_error,candidate_key_access_count,download_lookup_count,authority_lookup_count,formal_call_count,oracle_call_count,dispatch_handler_call_count,first_twelve_handler_identity_preserved,case_passed
140,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_021_leading_digit,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_021_leading_digit,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
141,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_022_unknown_valid,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_022_unknown_valid,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
142,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_023_unknown_approved_looking,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_023_unknown_approved_looking,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
143,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_024_unknown_manual_review_looking,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_024_unknown_manual_review_looking,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
144,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_025_unknown_other,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_025_unknown_other,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
145,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_026_unknown_unknown,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_026_unknown_unknown,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
146,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_027_context_exact_tuple,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_027_context_exact_tuple,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
147,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_028_context_none,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_028_context_none,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
148,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_029_context_list,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_029_context_list,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
149,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_030_context_set,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_030_context_set,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
150,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_031_context_frozenset,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_031_context_frozenset,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
151,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_032_context_reversed,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_032_context_reversed,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
152,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_033_context_missing,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_033_context_missing,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
153,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_034_context_duplicate,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_034_context_duplicate,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
154,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_035_context_blocked_added,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_035_context_blocked_added,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
155,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_036_context_unknown,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_036_context_unknown,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
156,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_037_context_str_subclass_member,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_037_context_str_subclass_member,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
157,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_038_context_extra,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_EXACT38_038_context_extra,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
158,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_BATCH,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_BATCH,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
159,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_EVALUATION,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_EVALUATION,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
160,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_KEY,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_KEY,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
161,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_DOWNLOAD,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_DOWNLOAD,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
162,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_STAGE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_STAGE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
163,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_MULTI_PRECEDENCE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_MULTI_PRECEDENCE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
164,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_CANDIDATE_BOMB,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CONTEXT_CANDIDATE_BOMB,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
165,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_NON_MAPPING,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_NON_MAPPING,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
166,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_KEY_MISSING,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_KEY_MISSING,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
167,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_NONE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_NONE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
168,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_EMPTY,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_EMPTY,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
169,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_EMPTY_SUBCLASS,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_EMPTY_SUBCLASS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
170,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_WHITESPACE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_WHITESPACE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
171,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_INTEGER,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_INTEGER,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
172,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_UNKNOWN,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_UNKNOWN,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
173,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_PASSED_TEMPLATE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_PASSED_TEMPLATE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
174,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_PASSED_MANUAL,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_PASSED_MANUAL,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
175,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_BLOCKED_MANUAL,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_BLOCKED_MANUAL,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
176,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_BLOCKED_QUARANTINE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_BLOCKED_QUARANTINE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
177,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_MAPPING_SUBCLASS,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_MAPPING_SUBCLASS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
178,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_EXTRA_FIELDS,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_EXTRA_FIELDS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
179,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_NO_MUTATION,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_NO_MUTATION,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
180,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_IDENTITY,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_CANDIDATE_IDENTITY,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
181,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_WRONG_TYPE,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_WRONG_TYPE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
182,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_SUBCLASS,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_SUBCLASS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
183,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_STORAGE_ORDER,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_STORAGE_ORDER,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
184,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_INVARIANT_CONFLICT,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_INVARIANT_CONFLICT,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
185,EXACT12_EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_ORACLE_MISMATCH,predecessor_exact12_all_cases,EXACT11_EXACT10_EXACT9_EXACT8_A008_SOURCE_ORACLE_MISMATCH,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""b8de9acee1789586d5c3f460ca5d238ab8f2de715332311f691f70c58ebe13d6""}",0,0,0,0,0,0,true,true
