case_group,case_id,expected,observed,case_passed
candidate_dispatch_failure_formula,download_execution_permission:i=1:j=5,"(1, 'ADMIT_005', 16, 1)","(1, 'ADMIT_005', 16, 1)",true
candidate_dispatch_failure_formula,download_execution_permission:i=1:j=10,"(1, 'ADMIT_011', 21, 1)","(1, 'ADMIT_011', 21, 1)",true
candidate_aggregator_failure_formula,download_execution_permission:i=1,"(1, '', 21, 2)","(1, '', 21, 2)",true
candidate_dispatch_failure_formula,download_execution_permission:i=2:j=1,"(2, 'ADMIT_001', 22, 2)","(2, 'ADMIT_001', 22, 2)",true
candidate_dispatch_failure_formula,download_execution_permission:i=2:j=5,"(2, 'ADMIT_005', 26, 2)","(2, 'ADMIT_005', 26, 2)",true
candidate_dispatch_failure_formula,download_execution_permission:i=2:j=10,"(2, 'ADMIT_011', 31, 2)","(2, 'ADMIT_011', 31, 2)",true
candidate_aggregator_failure_formula,download_execution_permission:i=2,"(2, '', 31, 3)","(2, '', 31, 3)",true
stage_global_dispatch_failure_formula,post_download_acceptance_permission:k=1:ADMIT_014,"(-1, 'ADMIT_014', 1, 0)","(-1, 'ADMIT_014', 1, 0)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=0:j=1,"(0, 'ADMIT_001', 2, 0)","(0, 'ADMIT_001', 2, 0)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=0:j=6,"(0, 'ADMIT_006', 7, 0)","(0, 'ADMIT_006', 7, 0)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=0:j=12,"(0, 'ADMIT_013', 13, 0)","(0, 'ADMIT_013', 13, 0)",true
candidate_aggregator_failure_formula,post_download_acceptance_permission:i=0,"(0, '', 13, 1)","(0, '', 13, 1)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=1:j=1,"(1, 'ADMIT_001', 14, 1)","(1, 'ADMIT_001', 14, 1)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=1:j=6,"(1, 'ADMIT_006', 19, 1)","(1, 'ADMIT_006', 19, 1)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=1:j=12,"(1, 'ADMIT_013', 25, 1)","(1, 'ADMIT_013', 25, 1)",true
candidate_aggregator_failure_formula,post_download_acceptance_permission:i=1,"(1, '', 25, 2)","(1, '', 25, 2)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=2:j=1,"(2, 'ADMIT_001', 26, 2)","(2, 'ADMIT_001', 26, 2)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=2:j=6,"(2, 'ADMIT_006', 31, 2)","(2, 'ADMIT_006', 31, 2)",true
candidate_dispatch_failure_formula,post_download_acceptance_permission:i=2:j=12,"(2, 'ADMIT_013', 37, 2)","(2, 'ADMIT_013', 37, 2)",true
candidate_aggregator_failure_formula,post_download_acceptance_permission:i=2,"(2, '', 37, 3)","(2, '', 37, 3)",true
stage_global_dispatch_failure_formula,pre_final_split_acceptance_permission:k=1:ADMIT_014,"(-1, 'ADMIT_014', 1, 0)","(-1, 'ADMIT_014', 1, 0)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=0:j=1,"(0, 'ADMIT_001', 2, 0)","(0, 'ADMIT_001', 2, 0)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=0:j=7,"(0, 'ADMIT_007', 8, 0)","(0, 'ADMIT_007', 8, 0)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=0:j=13,"(0, 'ADMIT_013', 14, 0)","(0, 'ADMIT_013', 14, 0)",true
candidate_aggregator_failure_formula,pre_final_split_acceptance_permission:i=0,"(0, '', 14, 1)","(0, '', 14, 1)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=1:j=1,"(1, 'ADMIT_001', 15, 1)","(1, 'ADMIT_001', 15, 1)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=1:j=7,"(1, 'ADMIT_007', 21, 1)","(1, 'ADMIT_007', 21, 1)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=1:j=13,"(1, 'ADMIT_013', 27, 1)","(1, 'ADMIT_013', 27, 1)",true
candidate_aggregator_failure_formula,pre_final_split_acceptance_permission:i=1,"(1, '', 27, 2)","(1, '', 27, 2)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=2:j=1,"(2, 'ADMIT_001', 28, 2)","(2, 'ADMIT_001', 28, 2)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=2:j=7,"(2, 'ADMIT_007', 34, 2)","(2, 'ADMIT_007', 34, 2)",true
candidate_dispatch_failure_formula,pre_final_split_acceptance_permission:i=2:j=13,"(2, 'ADMIT_013', 40, 2)","(2, 'ADMIT_013', 40, 2)",true
candidate_aggregator_failure_formula,pre_final_split_acceptance_permission:i=2,"(2, '', 40, 3)","(2, '', 40, 3)",true
stage_global_dispatch_failure_formula,training_execution_admission_permission:k=1:ADMIT_014,"(-1, 'ADMIT_014', 1, 0)","(-1, 'ADMIT_014', 1, 0)",true
stage_global_dispatch_failure_formula,training_execution_admission_permission:k=2:ADMIT_015,"(-1, 'ADMIT_015', 2, 0)","(-1, 'ADMIT_015', 2, 0)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=0:j=1,"(0, 'ADMIT_001', 3, 0)","(0, 'ADMIT_001', 3, 0)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=0:j=7,"(0, 'ADMIT_007', 9, 0)","(0, 'ADMIT_007', 9, 0)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=0:j=13,"(0, 'ADMIT_013', 15, 0)","(0, 'ADMIT_013', 15, 0)",true
candidate_aggregator_failure_formula,training_execution_admission_permission:i=0,"(0, '', 15, 1)","(0, '', 15, 1)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=1:j=1,"(1, 'ADMIT_001', 16, 1)","(1, 'ADMIT_001', 16, 1)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=1:j=7,"(1, 'ADMIT_007', 22, 1)","(1, 'ADMIT_007', 22, 1)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=1:j=13,"(1, 'ADMIT_013', 28, 1)","(1, 'ADMIT_013', 28, 1)",true
candidate_aggregator_failure_formula,training_execution_admission_permission:i=1,"(1, '', 28, 2)","(1, '', 28, 2)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=2:j=1,"(2, 'ADMIT_001', 29, 2)","(2, 'ADMIT_001', 29, 2)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=2:j=7,"(2, 'ADMIT_007', 35, 2)","(2, 'ADMIT_007', 35, 2)",true
candidate_dispatch_failure_formula,training_execution_admission_permission:i=2:j=13,"(2, 'ADMIT_013', 41, 2)","(2, 'ADMIT_013', 41, 2)",true
candidate_aggregator_failure_formula,training_execution_admission_permission:i=2,"(2, '', 41, 3)","(2, '', 41, 3)",true
exception_delivery_raise_from_cause,stage_global_dispatch,True,True,true
exception_delivery_raise_from_cause,candidate_dispatch,True,True,true
exception_delivery_raise_from_cause,candidate_aggregator,True,True,true
unified_result_validator_valid,ADMIT_001,'valid','valid',true
unified_result_validator_valid,ADMIT_002,'valid','valid',true
unified_result_validator_valid,ADMIT_003,'valid','valid',true
unified_result_validator_valid,ADMIT_004,'valid','valid',true
unified_result_validator_valid,ADMIT_005,'valid','valid',true
unified_result_validator_valid,ADMIT_006,'valid','valid',true
unified_result_validator_valid,ADMIT_007,'valid','valid',true
unified_result_validator_valid,ADMIT_008,'valid','valid',true
unified_result_validator_valid,ADMIT_009,'valid','valid',true
unified_result_validator_valid,ADMIT_010,'valid','valid',true
unified_result_validator_valid,ADMIT_011,'valid','valid',true
unified_result_validator_valid,ADMIT_012,'valid','valid',true
unified_result_validator_valid,ADMIT_013,'valid','valid',true
unified_result_validator_valid,ADMIT_014,'valid','valid',true
unified_result_validator_valid,ADMIT_015,'valid','valid',true
unified_rejected_structurally_valid,ADMIT_001,'valid','valid',true
unified_result_validator_fail_closed,subclass,'STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID',true
unified_result_validator_fail_closed,wrong_rule_identity,'STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID',true
unified_result_validator_fail_closed,wrong_adapter,'STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID',true
unified_result_validator_fail_closed,wrong_name,'STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID',true
unified_result_validator_fail_closed,wrong_schema,'STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID',true
unified_result_validator_fail_closed,wrong_tuple_representation,'STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID',true
unified_result_validator_fail_closed,wrong_top_level_type,'STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID',true
unified_result_validator_fail_closed,wrong_storage_order,'STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID',true
combined_result_validator_valid,download_execution_permission:passed,'valid','valid',true
combined_result_validator_valid,download_execution_permission:blocked,'valid','valid',true
combined_result_validator_valid,download_execution_permission:invalid,'valid','valid',true
combined_result_validator_valid,post_download_acceptance_permission:passed,'valid','valid',true
combined_result_validator_valid,post_download_acceptance_permission:blocked,'valid','valid',true
combined_result_validator_valid,post_download_acceptance_permission:invalid,'valid','valid',true
combined_result_validator_valid,pre_final_split_acceptance_permission:passed,'valid','valid',true
combined_result_validator_valid,pre_final_split_acceptance_permission:blocked,'valid','valid',true
combined_result_validator_valid,pre_final_split_acceptance_permission:invalid,'valid','valid',true
combined_result_validator_valid,training_execution_admission_permission:passed,'valid','valid',true
combined_result_validator_valid,training_execution_admission_permission:blocked,'valid','valid',true
combined_result_validator_valid,training_execution_admission_permission:invalid,'valid','valid',true
rejected_exact4_position_validator_valid,download_execution_permission:position=1,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'download_execution_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'download_execution_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,download_execution_permission:position=6,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'rejected', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'download_execution_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'rejected', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'download_execution_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,download_execution_permission:position=11,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'download_execution_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'download_execution_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_014'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,post_download_acceptance_permission:position=1,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'post_download_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'post_download_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,post_download_acceptance_permission:position=7,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'post_download_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'post_download_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,post_download_acceptance_permission:position=13,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'post_download_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'post_download_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,pre_final_split_acceptance_permission:position=1,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'pre_final_split_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'pre_final_split_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,pre_final_split_acceptance_permission:position=7,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'pre_final_split_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'pre_final_split_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))",true
