case_order,case_id,matrix_group,candidate_representation,contract_state,snapshot_state,outcome,passed,blocks_candidate,reason,canonical,validated_candidate_fields,consumed_candidate_fields,consumed_context_items,evaluator_io_used,expected_precedence,case_passed
70,SNAPSHOT_VALUE,snapshot_reason,'data/raw/a.cif',valid_contract,value_invalid,invalid,false,true,EXISTING_RAW_TARGET_RELATIVE_PATHS_SNAPSHOT_VALUE_INVALID,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""]",false,snapshot_value,true
71,MISMATCH_001,cross_context_mismatch,'data/raw/a.cif',valid_contract,canonical_raw_root_identity,invalid,false,true,RAW_TARGET_CONTEXT_ROOT_IDENTITY_MISMATCH,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""]",false,context_root,true
72,MISMATCH_002,cross_context_mismatch,'data/raw/a.cif',valid_contract,candidate_coordinate_system,invalid,false,true,RAW_TARGET_CONTEXT_COORDINATE_SYSTEM_MISMATCH,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""]",false,context_coordinate,true
73,MISMATCH_003,cross_context_mismatch,'data/raw/a.cif',valid_contract,path_grammar_version,invalid,false,true,RAW_TARGET_CONTEXT_GRAMMAR_MISMATCH,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""]",false,context_grammar,true
74,MISMATCH_004,cross_context_mismatch,'data/raw/a.cif',valid_contract,equality_policy,invalid,false,true,RAW_TARGET_CONTEXT_EQUALITY_POLICY_MISMATCH,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""]",false,context_equality,true
75,MISMATCH_005,cross_context_mismatch,'data/raw/a.cif',valid_contract,snapshot_phase,invalid,false,true,RAW_TARGET_CONTEXT_PHASE_MISMATCH,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""]",false,context_phase,true
76,COLLISION,collision,'data/raw/a.cif',valid_contract,occupied,blocked,false,true,RAW_TARGET_RELATIVE_PATH_ALREADY_OCCUPIED,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""]",false,exact_occupied_collision,true
77,PASSED,passed,'data/raw/a.cif',valid_contract,empty,passed,true,false,,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""]",false,passed,true
78,MULTI_NONASCII_WHITESPACE,multi_invalid,'data/raw/café x',valid_contract,valid_snapshot,invalid,false,true,RAW_TARGET_RELATIVE_PATH_NON_ASCII_FORBIDDEN,,[],"[""raw_target_relative_path""]",[],false,scalar_ascii,true
79,MULTI_ABSOLUTE_DOTDOT,multi_invalid,'/data/raw/../a',valid_contract,valid_snapshot,invalid,false,true,RAW_TARGET_RELATIVE_PATH_ABSOLUTE_FORBIDDEN,,[],"[""raw_target_relative_path""]",[],false,scalar_absolute,true
80,MULTI_WINDOWS_BACKSLASH,multi_invalid,'C:\\data/raw\\a',valid_contract,valid_snapshot,invalid,false,true,RAW_TARGET_RELATIVE_PATH_WINDOWS_DRIVE_FORBIDDEN,,[],"[""raw_target_relative_path""]",[],false,scalar_windows_drive,true
81,MULTI_URI_REPEATED,multi_invalid,'https://x//y',valid_contract,valid_snapshot,invalid,false,true,RAW_TARGET_RELATIVE_PATH_URI_FORBIDDEN,,[],"[""raw_target_relative_path""]",[],false,scalar_uri,true
82,MULTI_PERCENT_TRAVERSAL,multi_invalid,'data/raw/%2e%2e/a',valid_contract,valid_snapshot,invalid,false,true,RAW_TARGET_RELATIVE_PATH_PERCENT_ENCODING_FORBIDDEN,,[],"[""raw_target_relative_path""]",[],false,scalar_percent,true
83,MULTI_SCALAR_CONTRACT,multi_invalid,'docs/a',type_invalid,not_consumed,invalid,false,true,RAW_TARGET_RELATIVE_PATH_NAMESPACE_FORBIDDEN,,[],"[""raw_target_relative_path""]",[],false,scalar_namespace,true
84,MULTI_CONTRACT_SNAPSHOT,multi_invalid,'data/raw/a.cif',type_invalid,type_invalid,invalid,false,true,RAW_TARGET_RELATIVE_PATH_CONTRACT_TYPE_INVALID,data/raw/a.cif,"[[""raw_target_relative_path"",""data/raw/a.cif""]]","[""raw_target_relative_path""]","[""raw_target_relative_path_contract""]",false,contract_type,true
