blocking_row_identity,evidence_item,observed_value,required_value_or_rule,evidence_sufficient,evidence_source,failure_effect,verified
REAL_LOCATOR_BINDING_000006,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000006,contradiction,True
REAL_LOCATOR_BINDING_000007,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,contradiction,True
REAL_LOCATOR_BINDING_000007,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,contradiction,True
REAL_LOCATOR_BINDING_000007,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,auth/label locator consistent,true,auth and label locators identify one residue without conflict,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,quarantine,True
REAL_LOCATOR_BINDING_000007,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000007,contradiction,True
REAL_LOCATOR_BINDING_000008,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,contradiction,True
REAL_LOCATOR_BINDING_000008,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,contradiction,True
REAL_LOCATOR_BINDING_000008,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,auth/label locator consistent,true,auth and label locators identify one residue without conflict,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,quarantine,True
REAL_LOCATOR_BINDING_000008,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000008,contradiction,True
REAL_LOCATOR_BINDING_000009,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,contradiction,True
REAL_LOCATOR_BINDING_000009,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,contradiction,True
REAL_LOCATOR_BINDING_000009,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,auth/label locator consistent,true,auth and label locators identify one residue without conflict,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,quarantine,True
REAL_LOCATOR_BINDING_000009,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000009,contradiction,True
REAL_LOCATOR_BINDING_000010,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,contradiction,True
REAL_LOCATOR_BINDING_000010,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,contradiction,True
REAL_LOCATOR_BINDING_000010,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,auth/label locator consistent,true,auth and label locators identify one residue without conflict,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,quarantine,True
REAL_LOCATOR_BINDING_000010,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000010,contradiction,True
REAL_LOCATOR_BINDING_000011,state field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,code field present,true,field exists in committed header,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,state vocabulary valid,true,absent|present|unknown,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,contradiction,True
REAL_LOCATOR_BINDING_000011,state/code combination valid,true,absent/unknown=>empty; present=>valid nonempty,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,contradiction,True
REAL_LOCATOR_BINDING_000011,provider provenance present,true,nonempty source id and lowercase SHA256,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,candidate identity unique,true,exactly one blocking row,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,residue identity unique,true,exactly one pdb/residue locator,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,auth locator available,true,auth chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,label locator available,true,label chain and sequence available,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,auth/label locator consistent,true,auth and label locators identify one residue without conflict,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,explicit no-insertion evidence available,false,state=absent and code empty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,explicit insertion-code evidence available,false,state=present and code nonempty,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,raw access required,true,false for resolution from committed evidence,False,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,heuristic inference required,false,false,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,quarantine,True
REAL_LOCATOR_BINDING_000011,ADMIT_004 evaluation reproducible,true,blocked with committed reason,True,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv#binding_row_id=REAL_LOCATOR_BINDING_000011,contradiction,True
