canonical_event_id,review_unit_id,raw_priority_rank,current_review_status,ligand_component_id,ccd_component_graph_sha256,ccd_heavy_atom_graph_sha256,ccd_heavy_atom_count,formal_charge_representation_json,formal_charge_representation_authoritative,ligand_reactive_atom,ligand_reactive_element,reactive_center_radius1_sha256,reactive_center_radius2_sha256,ccd_retained_heavy_atom_coverage_complete,explicit_cys_sg_endpoint_semantics,source_atom_id_namespace,positive_reference_event_count,shadow_status,strict_shadow_match,matching_positive_reference_event_ids_json,matching_positive_reference_components_json,shadow_mapping_status,reactive_preserving_isomorphism_count,distinct_role_assignment_count,machine_role_transfer_candidate_only_json,shadow_authoritative,shadow_model_usable,shadow_training_admitted
COVAPIE_CYS_SG_EVENT_V1:2W93:D:CYS:221-:SG:T:PY0:C2,COVAPIE_BULK_REVIEW_UNIT_EA929B6D5C86E86B,37,CURRENTLY_UNREVIEWED,PY0,e1df66372f81b2675695fbaa3b8185e2b7e365dd317aee396e39258f4766f309,ca7b8b085d4e7814e69dc97ec5cd8786a5470110ebb8a348bd41b4d725b7beb9,7,"[[""C1"",0],[""C2"",0],[""C3"",0],[""N"",0],[""O1"",0],[""O2"",-1],[""O3"",0]]",false,C2,C,5798309e205193cdafce08c52ada6271b2d6c4916926f95293aa77032bc48a12,57ce86d06a9b44daa4ff09e6d3b79f16b2966d3a19bd1b5b83140a1324fc81dd,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2Y5Y:A:CYS:122-:SG:D:TGA:S15,COVAPIE_BULK_REVIEW_UNIT_849C00809BE09F89,64,CURRENTLY_UNREVIEWED,TGA,8dcbd15b2447e9100867cb87a6a0c80d3558414b989e7e7e573e6520fc3e203f,b595cce32481e3a880c45f0aaeafa5446fa3abead4830df28b6c9316c38d90d8,15,"[[""C1"",0],[""C13"",0],[""C14"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""O1"",0],[""O2"",0],[""O3"",0],[""O4"",0],[""O5"",0],[""O6"",0],[""S15"",0]]",false,S15,S,e6ca1bc51fe2e6a441cee743e1e8351ac9e24a449cfdb678c4db60c12eec33b8,faffb9025d78c584582ffa19fda6801bc22e0f9e68def174a0a1683f1d7cb5aa,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2Y5Y:B:CYS:122-:SG:F:TGA:S15,COVAPIE_BULK_REVIEW_UNIT_849C00809BE09F89,64,CURRENTLY_UNREVIEWED,TGA,8dcbd15b2447e9100867cb87a6a0c80d3558414b989e7e7e573e6520fc3e203f,b595cce32481e3a880c45f0aaeafa5446fa3abead4830df28b6c9316c38d90d8,15,"[[""C1"",0],[""C13"",0],[""C14"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""O1"",0],[""O2"",0],[""O3"",0],[""O4"",0],[""O5"",0],[""O6"",0],[""S15"",0]]",false,S15,S,e6ca1bc51fe2e6a441cee743e1e8351ac9e24a449cfdb678c4db60c12eec33b8,faffb9025d78c584582ffa19fda6801bc22e0f9e68def174a0a1683f1d7cb5aa,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2Y92:A:CYS:157-:SG:B:DTT:S1,COVAPIE_BULK_REVIEW_UNIT_A3782D89BDEF47C1,117,CURRENTLY_UNREVIEWED,DTT,caf1efccafd3624f5eaf17143e96aa9bdd7df4a4e672f24c261fd9af3eb05520,c815cc841bc3d16fd4c6a48919a47aa79536cef787a5ad5f5dbbcf350a793c54,8,"[[""C1"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""O2"",0],[""O3"",0],[""S1"",0],[""S4"",0]]",false,S1,S,e6ca1bc51fe2e6a441cee743e1e8351ac9e24a449cfdb678c4db60c12eec33b8,faffb9025d78c584582ffa19fda6801bc22e0f9e68def174a0a1683f1d7cb5aa,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2Y92:A:CYS:91-:SG:B:DTT:S4,COVAPIE_BULK_REVIEW_UNIT_2EBCD325E1CD2081,96,CURRENTLY_UNREVIEWED,DTT,caf1efccafd3624f5eaf17143e96aa9bdd7df4a4e672f24c261fd9af3eb05520,c815cc841bc3d16fd4c6a48919a47aa79536cef787a5ad5f5dbbcf350a793c54,8,"[[""C1"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""O2"",0],[""O3"",0],[""S1"",0],[""S4"",0]]",false,S4,S,e6ca1bc51fe2e6a441cee743e1e8351ac9e24a449cfdb678c4db60c12eec33b8,faffb9025d78c584582ffa19fda6801bc22e0f9e68def174a0a1683f1d7cb5aa,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2YNB:B:CYS:148-:SG:E:G85:C63,COVAPIE_BULK_REVIEW_UNIT_A49155DC51E78D3B,118,CURRENTLY_UNREVIEWED,G85,ab0c6cb8159468be99a471d57ef16962bddf55b700560c0289617eb01804b65f,a9adcbe35f29d2df2420b25b5526fccf76bc2774be0b75bde6688b21f84e7edb,47,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C12"",0],[""C13"",0],[""C17"",0],[""C2"",0],[""C23"",0],[""C25"",0],[""C29"",0],[""C3"",0],[""C31"",0],[""C37"",0],[""C39"",0],[""C4"",0],[""C41"",0],[""C43"",0],[""C45"",0],[""C5"",0],[""C51"",0],[""C53"",0],[""C55"",0],[""C57"",0],[""C59"",0],[""C6"",0],[""C61"",0],[""C63"",0],[""C65"",0],[""C7"",0],[""C71"",0],[""C73"",0],[""C8"",0],[""C82"",0],[""C84"",0],[""C9"",0],[""N21"",0],[""N33"",0],[""N49"",0],[""N69"",0],[""O15"",0],[""O19"",0],[""O27"",0],[""O35"",0],[""O47"",0],[""O66"",0],[""O86"",0],[""O88"",0]]",false,C63,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,09d4b725711086163a793e4014f09e3378afc354810e01b093d2bcc013bc2152,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2ZK3:A:CYS:285-:SG:C:OCX:C11,COVAPIE_BULK_REVIEW_UNIT_672DEEDD20BA4AE3,55,CURRENTLY_UNREVIEWED,OCX,47d6224c9ecde3fb3522b204e9bf56ba7619acf29e8c8169cfc4268ecac1762e,966d3fef2754c0f87e0f059536ea5d3dd841f3d9779c36764a748d7e19d2faa2,23,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C13"",0],[""C14"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C19"",0],[""C2"",0],[""C20"",0],[""C21"",0],[""C22"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C7"",0],[""C8"",0],[""C9"",0],[""O15"",0],[""O23"",0],[""O24"",0]]",false,C11,C,4ede7dcc9c2422e87624692d89adfc0711e7dd3cc124658af8fa37184679703d,6c912a7c36cfbc6fa58fe22906fe57192d025a14e4ab1a0ad8f5e2c0cba3be46,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2ZK3:B:CYS:285-:SG:D:OCX:C11,COVAPIE_BULK_REVIEW_UNIT_672DEEDD20BA4AE3,55,CURRENTLY_UNREVIEWED,OCX,47d6224c9ecde3fb3522b204e9bf56ba7619acf29e8c8169cfc4268ecac1762e,966d3fef2754c0f87e0f059536ea5d3dd841f3d9779c36764a748d7e19d2faa2,23,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C13"",0],[""C14"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C19"",0],[""C2"",0],[""C20"",0],[""C21"",0],[""C22"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C7"",0],[""C8"",0],[""C9"",0],[""O15"",0],[""O23"",0],[""O24"",0]]",false,C11,C,4ede7dcc9c2422e87624692d89adfc0711e7dd3cc124658af8fa37184679703d,6c912a7c36cfbc6fa58fe22906fe57192d025a14e4ab1a0ad8f5e2c0cba3be46,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2ZK4:A:CYS:285-:SG:C:OCR:C9,COVAPIE_BULK_REVIEW_UNIT_013E84BB94630904,40,CURRENTLY_UNREVIEWED,OCR,9b41db2f10bb0d2f2b6777ab461c75869c86b828b02a8ad58e30aef3260fb857,370ad9aa16312a06e2bf11860b5853295ed19824e52785b123fc4bc09529e92e,23,"[[""C1"",0],[""C11"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C19"",0],[""C2"",0],[""C20"",0],[""C21"",0],[""C22"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C8"",0],[""C9"",0],[""O23"",0],[""O24"",0],[""O7"",0]]",false,C9,C,4ede7dcc9c2422e87624692d89adfc0711e7dd3cc124658af8fa37184679703d,6c912a7c36cfbc6fa58fe22906fe57192d025a14e4ab1a0ad8f5e2c0cba3be46,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2ZK4:B:CYS:285-:SG:D:OCR:C9,COVAPIE_BULK_REVIEW_UNIT_013E84BB94630904,40,CURRENTLY_UNREVIEWED,OCR,9b41db2f10bb0d2f2b6777ab461c75869c86b828b02a8ad58e30aef3260fb857,370ad9aa16312a06e2bf11860b5853295ed19824e52785b123fc4bc09529e92e,23,"[[""C1"",0],[""C11"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C19"",0],[""C2"",0],[""C20"",0],[""C21"",0],[""C22"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C8"",0],[""C9"",0],[""O23"",0],[""O24"",0],[""O7"",0]]",false,C9,C,4ede7dcc9c2422e87624692d89adfc0711e7dd3cc124658af8fa37184679703d,6c912a7c36cfbc6fa58fe22906fe57192d025a14e4ab1a0ad8f5e2c0cba3be46,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2ZK5:A:CYS:285-:SG:C:NRO:C8,COVAPIE_BULK_REVIEW_UNIT_20296232043E53A1,44,CURRENTLY_UNREVIEWED,NRO,c94848313598e9c02b48f710b3b0c4dbccf46533b13d241fb335460f0431dfae,93b15477c581738c8c36e75da60dda9aecadcc69e121e89055c7715501999f76,22,"[[""C1"",0],[""C10"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C19"",0],[""C2"",0],[""C20"",0],[""C21"",0],[""C3"",0],[""C4"",0],[""C8"",0],[""N5"",1],[""O11"",0],[""O22"",0],[""O23"",0],[""O6"",0],[""O7"",-1]]",false,C8,C,fca989774c2f3f58a079136fb5cd71885a08660e6ba7dcf4f712fe4f7d13add2,b0441ba5ef5d51e87e00e64ef38d3fc54874073c8e052d97282e479e0a457898,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:2ZK5:B:CYS:285-:SG:D:NRO:C8,COVAPIE_BULK_REVIEW_UNIT_20296232043E53A1,44,CURRENTLY_UNREVIEWED,NRO,c94848313598e9c02b48f710b3b0c4dbccf46533b13d241fb335460f0431dfae,93b15477c581738c8c36e75da60dda9aecadcc69e121e89055c7715501999f76,22,"[[""C1"",0],[""C10"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C19"",0],[""C2"",0],[""C20"",0],[""C21"",0],[""C3"",0],[""C4"",0],[""C8"",0],[""N5"",1],[""O11"",0],[""O22"",0],[""O23"",0],[""O6"",0],[""O7"",-1]]",false,C8,C,fca989774c2f3f58a079136fb5cd71885a08660e6ba7dcf4f712fe4f7d13add2,b0441ba5ef5d51e87e00e64ef38d3fc54874073c8e052d97282e479e0a457898,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3A2G:A:CYS:102-:SG:G:LCY:C1,COVAPIE_BULK_REVIEW_UNIT_51445761536A7C56,102,CURRENTLY_UNREVIEWED,LCY,81561cbc0ce5f14a766ff716055778e42e94655a7d59325d5c021958fc2fee6a,00fad4b040b8a8875fd354547225d14b7a5a4e439866fd4353542ae6515b2b6f,8,"[[""C1"",0],[""C2"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""N1"",0],[""O1"",0],[""O2"",0]]",false,C1,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,0f95f50099dfd6703ccedefae393196c7793cf15ca10c350eba3d884b1e71d81,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3ADW:A:CYS:285-:SG:D:OCR:C9,COVAPIE_BULK_REVIEW_UNIT_051699CAC7019ABA,41,CURRENTLY_UNREVIEWED,OCR,9b41db2f10bb0d2f2b6777ab461c75869c86b828b02a8ad58e30aef3260fb857,370ad9aa16312a06e2bf11860b5853295ed19824e52785b123fc4bc09529e92e,23,"[[""C1"",0],[""C11"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C19"",0],[""C2"",0],[""C20"",0],[""C21"",0],[""C22"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C8"",0],[""C9"",0],[""O23"",0],[""O24"",0],[""O7"",0]]",false,C9,C,4ede7dcc9c2422e87624692d89adfc0711e7dd3cc124658af8fa37184679703d,6c912a7c36cfbc6fa58fe22906fe57192d025a14e4ab1a0ad8f5e2c0cba3be46,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3ADW:B:CYS:285-:SG:E:OCR:C9,COVAPIE_BULK_REVIEW_UNIT_051699CAC7019ABA,41,CURRENTLY_UNREVIEWED,OCR,9b41db2f10bb0d2f2b6777ab461c75869c86b828b02a8ad58e30aef3260fb857,370ad9aa16312a06e2bf11860b5853295ed19824e52785b123fc4bc09529e92e,23,"[[""C1"",0],[""C11"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C19"",0],[""C2"",0],[""C20"",0],[""C21"",0],[""C22"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C8"",0],[""C9"",0],[""O23"",0],[""O24"",0],[""O7"",0]]",false,C9,C,4ede7dcc9c2422e87624692d89adfc0711e7dd3cc124658af8fa37184679703d,6c912a7c36cfbc6fa58fe22906fe57192d025a14e4ab1a0ad8f5e2c0cba3be46,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3C9W:A:CYS:164-:SG:C:HMY:C11,COVAPIE_BULK_REVIEW_UNIT_0E4BBC981ADBD5F5,43,CURRENTLY_UNREVIEWED,HMY,79c58aa2d3acc6daf63b2e9b59826e1f3eb86b8d3253a0b4e61782a666fca56e,cf7d47f66d39de323dcfeab96b8aadc80ab72b2ec34e29c3635314cd8fc2471f,27,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C2"",0],[""C22"",0],[""C25"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C7"",0],[""C9"",0],[""O20"",0],[""O21"",0],[""O23"",0],[""O24"",0],[""O28"",0],[""O29"",0],[""O31"",0],[""O8"",0]]",false,C11,C,4e00ae9307adfb73f42afb7c413beb9eba4f615244bf4835cf839d3b7576685e,32dc6468fe36742237f462f4dcc5a245e86b601e5c73bd821a57477607349e73,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3C9W:B:CYS:164-:SG:D:HMY:C11,COVAPIE_BULK_REVIEW_UNIT_0E4BBC981ADBD5F5,43,CURRENTLY_UNREVIEWED,HMY,79c58aa2d3acc6daf63b2e9b59826e1f3eb86b8d3253a0b4e61782a666fca56e,cf7d47f66d39de323dcfeab96b8aadc80ab72b2ec34e29c3635314cd8fc2471f,27,"[[""C1"",0],[""C10"",0],[""C11"",0],[""C12"",0],[""C13"",0],[""C14"",0],[""C15"",0],[""C16"",0],[""C17"",0],[""C18"",0],[""C2"",0],[""C22"",0],[""C25"",0],[""C3"",0],[""C4"",0],[""C5"",0],[""C6"",0],[""C7"",0],[""C9"",0],[""O20"",0],[""O21"",0],[""O23"",0],[""O24"",0],[""O28"",0],[""O29"",0],[""O31"",0],[""O8"",0]]",false,C11,C,4e00ae9307adfb73f42afb7c413beb9eba4f615244bf4835cf839d3b7576685e,32dc6468fe36742237f462f4dcc5a245e86b601e5c73bd821a57477607349e73,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3D1L:A:CYS:179-:SG:C:MPR:S3,COVAPIE_BULK_REVIEW_UNIT_ED9881931B330C2B,82,CURRENTLY_UNREVIEWED,MPR,6464a633e026aa586a9f5dc2c57614c775483cf6bb93658f82f5aadf14b0abd8,e16b087df19dd6ac2f5f7be667dfae14229c6996fbc32ad6cbb4bbadc326910b,5,"[[""C1"",0],[""C2"",0],[""C3"",0],[""O"",0],[""S3"",0]]",false,S3,S,e6ca1bc51fe2e6a441cee743e1e8351ac9e24a449cfdb678c4db60c12eec33b8,faffb9025d78c584582ffa19fda6801bc22e0f9e68def174a0a1683f1d7cb5aa,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3D1L:B:CYS:179-:SG:E:MPR:S3,COVAPIE_BULK_REVIEW_UNIT_ED9881931B330C2B,82,CURRENTLY_UNREVIEWED,MPR,6464a633e026aa586a9f5dc2c57614c775483cf6bb93658f82f5aadf14b0abd8,e16b087df19dd6ac2f5f7be667dfae14229c6996fbc32ad6cbb4bbadc326910b,5,"[[""C1"",0],[""C2"",0],[""C3"",0],[""O"",0],[""S3"",0]]",false,S3,S,e6ca1bc51fe2e6a441cee743e1e8351ac9e24a449cfdb678c4db60c12eec33b8,faffb9025d78c584582ffa19fda6801bc22e0f9e68def174a0a1683f1d7cb5aa,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3KR6:A:CYS:115-:SG:B:FFQ:C1,COVAPIE_BULK_REVIEW_UNIT_5D533E4A6A44172C,53,CURRENTLY_UNREVIEWED,FFQ,46bd28827487d4f4cef6e6eee2a3ebd55480e47733240bb4211bdf29c27fae01,ec94c8e5153543cb7ce1db3ebef2c9d8783a9b862917af1430efa8aed2bab85c,8,"[[""C1"",0],[""C2"",0],[""C3"",0],[""O1"",0],[""O2"",0],[""O3"",0],[""O4"",0],[""P1"",0]]",false,C1,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,966fd61a103f730d039ed699f23927500c1b1753ff24c61404ee26b61ea74bda,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3KW5:A:CYS:90-:SG:C:GVE:CB,COVAPIE_BULK_REVIEW_UNIT_AAB4DCC7D3073222,23,CURRENTLY_UNREVIEWED,GVE,ac67854590c319bced12e9347686bf219dfae9969f39e506abe691fb7e7c8ce5,109f4b41f47d0ee10481c8737159878a31f58976928c1820f2e43ed587a7e478,8,"[[""C"",0],[""C1"",0],[""CB"",0],[""CG"",0],[""CH3"",0],[""N"",0],[""O"",0],[""OXT"",0]]",false,CB,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,167e5cc83a9da354fd48808202f616a2c9a834e528accac00063b5a13b6d1930,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3LLE:A:CYS:84-:SG:E:SGE:CAG,COVAPIE_BULK_REVIEW_UNIT_7C664723B3892EDE,59,CURRENTLY_UNREVIEWED,SGE,8895fabeb25dee40f6a5eb5618da035125d648d689e30e57bf67a98172bbf0cc,489fae57f192a8d9b2924157aea7e4c2449b13f5c39a4c75fe2111fe8fee688d,25,"[[""CAB"",0],[""CAC"",0],[""CAD"",0],[""CAE"",0],[""CAF"",0],[""CAG"",0],[""CAH"",0],[""CAI"",0],[""CAJ"",0],[""CAK"",0],[""CAL"",0],[""CAM"",0],[""CAN"",0],[""CAO"",0],[""CAP"",0],[""CAU"",0],[""CAV"",0],[""CAW"",0],[""CAX"",0],[""CAY"",0],[""NAA"",0],[""OAQ"",0],[""OAR"",0],[""OAS"",0],[""OAT"",0]]",false,CAG,C,3f228a8db80e44f52b6820134f38ddd5426295083fd65be04412a7e74296ced0,070da8ccf81b9642922ed59eb6fa771b3ce4456178a7c261d30061f9010e9a69,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3LLE:B:CYS:84-:SG:H:SGE:CAG,COVAPIE_BULK_REVIEW_UNIT_7C664723B3892EDE,59,CURRENTLY_UNREVIEWED,SGE,8895fabeb25dee40f6a5eb5618da035125d648d689e30e57bf67a98172bbf0cc,489fae57f192a8d9b2924157aea7e4c2449b13f5c39a4c75fe2111fe8fee688d,25,"[[""CAB"",0],[""CAC"",0],[""CAD"",0],[""CAE"",0],[""CAF"",0],[""CAG"",0],[""CAH"",0],[""CAI"",0],[""CAJ"",0],[""CAK"",0],[""CAL"",0],[""CAM"",0],[""CAN"",0],[""CAO"",0],[""CAP"",0],[""CAU"",0],[""CAV"",0],[""CAW"",0],[""CAX"",0],[""CAY"",0],[""NAA"",0],[""OAQ"",0],[""OAR"",0],[""OAS"",0],[""OAT"",0]]",false,CAG,C,3f228a8db80e44f52b6820134f38ddd5426295083fd65be04412a7e74296ced0,070da8ccf81b9642922ed59eb6fa771b3ce4456178a7c261d30061f9010e9a69,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3LTH:A:CYS:115-:SG:B:FFQ:C1,COVAPIE_BULK_REVIEW_UNIT_5D533E4A6A44172C,53,CURRENTLY_UNREVIEWED,FFQ,46bd28827487d4f4cef6e6eee2a3ebd55480e47733240bb4211bdf29c27fae01,ec94c8e5153543cb7ce1db3ebef2c9d8783a9b862917af1430efa8aed2bab85c,8,"[[""C1"",0],[""C2"",0],[""C3"",0],[""O1"",0],[""O2"",0],[""O3"",0],[""O4"",0],[""P1"",0]]",false,C1,C,d2671534b0762c2541e105e7ff6bff1377db0f8f49fb932ad12463c7cf42f909,966fd61a103f730d039ed699f23927500c1b1753ff24c61404ee26b61ea74bda,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
COVAPIE_CYS_SG_EVENT_V1:3ORX:A:CYS:148-:SG:I:1F8:SD,COVAPIE_BULK_REVIEW_UNIT_9723B0F9EC07CC81,8,CURRENTLY_UNREVIEWED,1F8,39530d2538d25f1a29011ee7368e340d31ffd44242aa4351aea5681aeedbd9e7,c994655c10ed258e5f92ea16daebabedfe7c28a25a2b1a8c86de6f065d69d332,16,"[[""C15"",0],[""C16"",0],[""C18"",0],[""C20"",0],[""C21"",0],[""C22"",0],[""C24"",0],[""C25"",0],[""C26"",0],[""C27"",0],[""C28"",0],[""C29"",0],[""N17"",0],[""O19"",0],[""O23"",0],[""SD"",0]]",false,SD,S,e6ca1bc51fe2e6a441cee743e1e8351ac9e24a449cfdb678c4db60c12eec33b8,faffb9025d78c584582ffa19fda6801bc22e0f9e68def174a0a1683f1d7cb5aa,true,true,WWPDB_CCD_ATOM_ID,36,NO_CURRENT_POSITIVE_SHADOW_MATCH,false,[],[],NO_EXACT_OR_ISOMORPHIC_REFERENCE_MATCH,0,0,{},false,false,false
