scaleup_rank,canonical_event_id,selection_priority_pass,pdb_id,protein_label_asym_id,protein_auth_chain,protein_residue_name,protein_residue_number,protein_reactive_atom,ligand_component_id,ligand_instance,ligand_reactive_atom,source_dataset_count,source_record_count,source_datasets_json,source_record_ids_json
558,COVAPIE_CYS_SG_EVENT_V1:3SVV:B:CYS:338-:SG:D:VSP:C18,MULTI_SOURCE_PROVENANCE,3SVV,B,,CYS,338,SG,VSP,D,C18,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001107"",""SOURCE_COVPDB:CovPDB_complexes/3svv/3svv.pdb#LINK00471"",""SOURCE_RCSB_PDB_DIRECT:3SVV:covale2""]"
559,COVAPIE_CYS_SG_EVENT_V1:3SZ9:A:CYS:302-:SG:N:I3E:C11,MULTI_SOURCE_PROVENANCE,3SZ9,A,,CYS,302,SG,I3E,N,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003283"",""SOURCE_COVPDB:CovPDB_complexes/3sz9/3sz9.pdb#LINK01408"",""SOURCE_RCSB_PDB_DIRECT:3SZ9:covale1""]"
560,COVAPIE_CYS_SG_EVENT_V1:3SZ9:B:CYS:302-:SG:S:I3E:C11,MULTI_SOURCE_PROVENANCE,3SZ9,B,,CYS,302,SG,I3E,S,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003284"",""SOURCE_COVPDB:CovPDB_complexes/3sz9/3sz9.pdb#LINK01409"",""SOURCE_RCSB_PDB_DIRECT:3SZ9:covale2""]"
561,COVAPIE_CYS_SG_EVENT_V1:3SZ9:C:CYS:302-:SG:CA:I3E:C11,MULTI_SOURCE_PROVENANCE,3SZ9,C,,CYS,302,SG,I3E,CA,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003285"",""SOURCE_COVPDB:CovPDB_complexes/3sz9/3sz9.pdb#LINK01410"",""SOURCE_RCSB_PDB_DIRECT:3SZ9:covale3""]"
562,COVAPIE_CYS_SG_EVENT_V1:3SZ9:D:CYS:302-:SG:HA:I3E:C11,MULTI_SOURCE_PROVENANCE,3SZ9,D,,CYS,302,SG,I3E,HA,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003286"",""SOURCE_COVPDB:CovPDB_complexes/3sz9/3sz9.pdb#LINK01411"",""SOURCE_RCSB_PDB_DIRECT:3SZ9:covale4""]"
563,COVAPIE_CYS_SG_EVENT_V1:3SZ9:E:CYS:302-:SG:MA:I3E:C11,MULTI_SOURCE_PROVENANCE,3SZ9,E,,CYS,302,SG,I3E,MA,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003287"",""SOURCE_COVPDB:CovPDB_complexes/3sz9/3sz9.pdb#LINK01412"",""SOURCE_RCSB_PDB_DIRECT:3SZ9:covale5""]"
564,COVAPIE_CYS_SG_EVENT_V1:3SZ9:F:CYS:302-:SG:XA:I3E:C11,MULTI_SOURCE_PROVENANCE,3SZ9,F,,CYS,302,SG,I3E,XA,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003288"",""SOURCE_COVPDB:CovPDB_complexes/3sz9/3sz9.pdb#LINK01413"",""SOURCE_RCSB_PDB_DIRECT:3SZ9:covale6""]"
565,COVAPIE_CYS_SG_EVENT_V1:3SZ9:G:CYS:302-:SG:DB:I3E:C11,MULTI_SOURCE_PROVENANCE,3SZ9,G,,CYS,302,SG,I3E,DB,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003289"",""SOURCE_COVPDB:CovPDB_complexes/3sz9/3sz9.pdb#LINK01414"",""SOURCE_RCSB_PDB_DIRECT:3SZ9:covale7""]"
566,COVAPIE_CYS_SG_EVENT_V1:3SZ9:H:CYS:302-:SG:KB:I3E:C11,MULTI_SOURCE_PROVENANCE,3SZ9,H,,CYS,302,SG,I3E,KB,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003290"",""SOURCE_COVPDB:CovPDB_complexes/3sz9/3sz9.pdb#LINK01415"",""SOURCE_RCSB_PDB_DIRECT:3SZ9:covale8""]"
567,COVAPIE_CYS_SG_EVENT_V1:3SZB:A:CYS:243-:SG:F:I1E:C9,MULTI_SOURCE_PROVENANCE,3SZB,A,,CYS,243,SG,I1E,F,C9,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003292"",""SOURCE_COVPDB:CovPDB_complexes/3szb/3szb.pdb#LINK00650"",""SOURCE_RCSB_PDB_DIRECT:3SZB:covale1""]"
568,COVAPIE_CYS_SG_EVENT_V1:3SZB:B:CYS:243-:SG:J:I1E:C9,MULTI_SOURCE_PROVENANCE,3SZB,B,,CYS,243,SG,I1E,J,C9,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003293"",""SOURCE_COVPDB:CovPDB_complexes/3szb/3szb.pdb#LINK00651"",""SOURCE_RCSB_PDB_DIRECT:3SZB:covale2""]"
569,COVAPIE_CYS_SG_EVENT_V1:3SZN:A:CYS:145-:SG:B:G75:C63,MULTI_SOURCE_PROVENANCE,3SZN,A,,CYS,145,SG,G75,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3szn/3szn.pdb#LINK00370"",""SOURCE_RCSB_PDB_DIRECT:3SZN:covale1""]"
570,COVAPIE_CYS_SG_EVENT_V1:3T9T:A:CYS:442-:SG:B:IAQ:C28,MULTI_SOURCE_PROVENANCE,3T9T,A,,CYS,442,SG,IAQ,B,C28,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003815"",""SOURCE_COVPDB:CovPDB_complexes/3t9t/3t9t.pdb#LINK00380"",""SOURCE_RCSB_PDB_DIRECT:3T9T:covale1""]"
571,COVAPIE_CYS_SG_EVENT_V1:3TAX:A:CYS:917-:SG:F:FOR:C,MULTI_SOURCE_PROVENANCE,3TAX,A,,CYS,917,SG,FOR,F,C,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004602"",""SOURCE_RCSB_PDB_DIRECT:3TAX:covale2""]"
572,COVAPIE_CYS_SG_EVENT_V1:3TAX:C:CYS:917-:SG:K:FOR:C,MULTI_SOURCE_PROVENANCE,3TAX,C,,CYS,917,SG,FOR,K,C,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004603"",""SOURCE_RCSB_PDB_DIRECT:3TAX:covale4""]"
573,COVAPIE_CYS_SG_EVENT_V1:3TBE:A:CYS:184-:SG:G:ETM:SD,MULTI_SOURCE_PROVENANCE,3TBE,A,,CYS,184,SG,ETM,G,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002082"",""SOURCE_RCSB_PDB_DIRECT:3TBE:covale1""]"
574,COVAPIE_CYS_SG_EVENT_V1:3TBE:B:CYS:184-:SG:H:ETM:SD,MULTI_SOURCE_PROVENANCE,3TBE,B,,CYS,184,SG,ETM,H,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002083"",""SOURCE_RCSB_PDB_DIRECT:3TBE:covale2""]"
575,COVAPIE_CYS_SG_EVENT_V1:3TBE:C:CYS:184-:SG:L:ETM:SD,MULTI_SOURCE_PROVENANCE,3TBE,C,,CYS,184,SG,ETM,L,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002084"",""SOURCE_RCSB_PDB_DIRECT:3TBE:covale3""]"
576,COVAPIE_CYS_SG_EVENT_V1:3TBE:D:CYS:184-:SG:N:ETM:SD,MULTI_SOURCE_PROVENANCE,3TBE,D,,CYS,184,SG,ETM,N,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002085"",""SOURCE_RCSB_PDB_DIRECT:3TBE:covale4""]"
577,COVAPIE_CYS_SG_EVENT_V1:3TBE:E:CYS:184-:SG:P:ETM:SD,MULTI_SOURCE_PROVENANCE,3TBE,E,,CYS,184,SG,ETM,P,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002086"",""SOURCE_RCSB_PDB_DIRECT:3TBE:covale5""]"
578,COVAPIE_CYS_SG_EVENT_V1:3TBE:F:CYS:184-:SG:Q:ETM:SD,MULTI_SOURCE_PROVENANCE,3TBE,F,,CYS,184,SG,ETM,Q,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002087"",""SOURCE_RCSB_PDB_DIRECT:3TBE:covale6""]"
579,COVAPIE_CYS_SG_EVENT_V1:3TEZ:A:CYS:337-:SG:F:ACN:C2,MULTI_SOURCE_PROVENANCE,3TEZ,A,,CYS,337,SG,ACN,F,C2,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002213"",""SOURCE_RCSB_PDB_DIRECT:3TEZ:covale1""]"
580,COVAPIE_CYS_SG_EVENT_V1:3TEZ:A:CYS:664-:SG:F:ACN:C1,MULTI_SOURCE_PROVENANCE,3TEZ,A,,CYS,664,SG,ACN,F,C1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002212"",""SOURCE_RCSB_PDB_DIRECT:3TEZ:covale2""]"
581,COVAPIE_CYS_SG_EVENT_V1:3TIT:A:CYS:145-:SG:B:G81:C63,MULTI_SOURCE_PROVENANCE,3TIT,A,,CYS,145,SG,G81,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3tit/3tit.pdb#LINK00382"",""SOURCE_RCSB_PDB_DIRECT:3TIT:covale1""]"
582,COVAPIE_CYS_SG_EVENT_V1:3TIU:A:CYS:145-:SG:C:G82:C63,MULTI_SOURCE_PROVENANCE,3TIU,A,,CYS,145,SG,G82,C,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3tiu/3tiu.pdb#LINK00377"",""SOURCE_RCSB_PDB_DIRECT:3TIU:covale1""]"
583,COVAPIE_CYS_SG_EVENT_V1:3TNS:A:CYS:145-:SG:B:G83:C63,MULTI_SOURCE_PROVENANCE,3TNS,A,,CYS,145,SG,G83,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3tns/3tns.pdb#LINK00370"",""SOURCE_RCSB_PDB_DIRECT:3TNS:covale1""]"
584,COVAPIE_CYS_SG_EVENT_V1:3TNT:A:CYS:145-:SG:B:G85:C63,MULTI_SOURCE_PROVENANCE,3TNT,A,,CYS,145,SG,G85,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3tnt/3tnt.pdb#LINK00380"",""SOURCE_RCSB_PDB_DIRECT:3TNT:covale1""]"
585,COVAPIE_CYS_SG_EVENT_V1:3UR9:A:CYS:139-:SG:E:K36:C21,MULTI_SOURCE_PROVENANCE,3UR9,A,,CYS,139,SG,K36,E,C21,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001374"",""SOURCE_COVPDB:CovPDB_complexes/3ur9/3ur9.pdb#LINK00778"",""SOURCE_RCSB_PDB_DIRECT:3UR9:covale1""]"
586,COVAPIE_CYS_SG_EVENT_V1:3UR9:B:CYS:139-:SG:H:K36:C21,MULTI_SOURCE_PROVENANCE,3UR9,B,,CYS,139,SG,K36,H,C21,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001373"",""SOURCE_COVPDB:CovPDB_complexes/3ur9/3ur9.pdb#LINK00777"",""SOURCE_RCSB_PDB_DIRECT:3UR9:covale2""]"
587,COVAPIE_CYS_SG_EVENT_V1:3UXJ:A:CYS:194-:SG:E:PRF:C10,MULTI_SOURCE_PROVENANCE,3UXJ,A,,CYS,194,SG,PRF,E,C10,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3uxj/3uxj.pdb#LINK00841"",""SOURCE_RCSB_PDB_DIRECT:3UXJ:covale3""]"
588,COVAPIE_CYS_SG_EVENT_V1:3UXJ:B:CYS:194-:SG:I:PRF:C10,MULTI_SOURCE_PROVENANCE,3UXJ,B,,CYS,194,SG,PRF,I,C10,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3uxj/3uxj.pdb#LINK00842"",""SOURCE_RCSB_PDB_DIRECT:3UXJ:covale14""]"
589,COVAPIE_CYS_SG_EVENT_V1:3UXJ:C:CYS:194-:SG:O:PRF:C10,MULTI_SOURCE_PROVENANCE,3UXJ,C,,CYS,194,SG,PRF,O,C10,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3uxj/3uxj.pdb#LINK00843"",""SOURCE_RCSB_PDB_DIRECT:3UXJ:covale27""]"
590,COVAPIE_CYS_SG_EVENT_V1:3UXJ:D:CYS:194-:SG:S:PRF:C10,MULTI_SOURCE_PROVENANCE,3UXJ,D,,CYS,194,SG,PRF,S,C10,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3uxj/3uxj.pdb#LINK00840"",""SOURCE_RCSB_PDB_DIRECT:3UXJ:covale38""]"
591,COVAPIE_CYS_SG_EVENT_V1:3V4J:A:CYS:308-:SG:E:PQR:C4,MULTI_SOURCE_PROVENANCE,3V4J,A,,CYS,308,SG,PQR,E,C4,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002068"",""SOURCE_RCSB_PDB_DIRECT:3V4J:covale1""]"
592,COVAPIE_CYS_SG_EVENT_V1:3V4J:B:CYS:308-:SG:H:PQR:C4,MULTI_SOURCE_PROVENANCE,3V4J,B,,CYS,308,SG,PQR,H,C4,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002067"",""SOURCE_RCSB_PDB_DIRECT:3V4J:covale2""]"
593,COVAPIE_CYS_SG_EVENT_V1:3V4X:A:CYS:111-:SG:E:F24:C8,MULTI_SOURCE_PROVENANCE,3V4X,A,,CYS,111,SG,F24,E,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002072"",""SOURCE_COVPDB:CovPDB_complexes/3v4x/3v4x.pdb#LINK00761"",""SOURCE_RCSB_PDB_DIRECT:3V4X:covale1""]"
594,COVAPIE_CYS_SG_EVENT_V1:3V4X:B:CYS:111-:SG:F:F24:C8,MULTI_SOURCE_PROVENANCE,3V4X,B,,CYS,111,SG,F24,F,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002071"",""SOURCE_COVPDB:CovPDB_complexes/3v4x/3v4x.pdb#LINK00760"",""SOURCE_RCSB_PDB_DIRECT:3V4X:covale2""]"
595,COVAPIE_CYS_SG_EVENT_V1:3V4X:C:CYS:111-:SG:G:F24:C8,MULTI_SOURCE_PROVENANCE,3V4X,C,,CYS,111,SG,F24,G,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002073"",""SOURCE_COVPDB:CovPDB_complexes/3v4x/3v4x.pdb#LINK00762"",""SOURCE_RCSB_PDB_DIRECT:3V4X:covale3""]"
596,COVAPIE_CYS_SG_EVENT_V1:3V4X:D:CYS:111-:SG:H:F24:C8,MULTI_SOURCE_PROVENANCE,3V4X,D,,CYS,111,SG,F24,H,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002070"",""SOURCE_COVPDB:CovPDB_complexes/3v4x/3v4x.pdb#LINK00759"",""SOURCE_RCSB_PDB_DIRECT:3V4X:covale4""]"
597,COVAPIE_CYS_SG_EVENT_V1:3V61:B:CYS:22-:SG:P:NEQ:C3,MULTI_SOURCE_PROVENANCE,3V61,B,,CYS,22,SG,NEQ,P,C3,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004813"",""SOURCE_RCSB_PDB_DIRECT:3V61:covale2""]"
598,COVAPIE_CYS_SG_EVENT_V1:3V61:B:CYS:81-:SG:Q:NEQ:C3,MULTI_SOURCE_PROVENANCE,3V61,B,,CYS,81,SG,NEQ,Q,C3,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004812"",""SOURCE_RCSB_PDB_DIRECT:3V61:covale3""]"
599,COVAPIE_CYS_SG_EVENT_V1:3V62:B:CYS:22-:SG:G:NEQ:C3,MULTI_SOURCE_PROVENANCE,3V62,B,,CYS,22,SG,NEQ,G,C3,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004805"",""SOURCE_RCSB_PDB_DIRECT:3V62:covale13""]"
600,COVAPIE_CYS_SG_EVENT_V1:3V62:B:CYS:81-:SG:H:NEQ:C3,MULTI_SOURCE_PROVENANCE,3V62,B,,CYS,81,SG,NEQ,H,C3,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004803"",""SOURCE_RCSB_PDB_DIRECT:3V62:covale14""]"
601,COVAPIE_CYS_SG_EVENT_V1:3V62:E:CYS:22-:SG:K:NEQ:C3,MULTI_SOURCE_PROVENANCE,3V62,E,,CYS,22,SG,NEQ,K,C3,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004806"",""SOURCE_RCSB_PDB_DIRECT:3V62:covale27""]"
602,COVAPIE_CYS_SG_EVENT_V1:3V62:E:CYS:81-:SG:L:NEQ:C3,MULTI_SOURCE_PROVENANCE,3V62,E,,CYS,81,SG,NEQ,L,C3,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004804"",""SOURCE_RCSB_PDB_DIRECT:3V62:covale28""]"
603,COVAPIE_CYS_SG_EVENT_V1:3V6R:A:CYS:154-:SG:C:CQQ:C33,MULTI_SOURCE_PROVENANCE,3V6R,A,,CYS,154,SG,CQQ,C,C33,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004810"",""SOURCE_RCSB_PDB_DIRECT:3V6R:covale1""]"
604,COVAPIE_CYS_SG_EVENT_V1:3V6R:B:CYS:154-:SG:D:CQQ:C33,MULTI_SOURCE_PROVENANCE,3V6R,B,,CYS,154,SG,CQQ,D,C33,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004811"",""SOURCE_RCSB_PDB_DIRECT:3V6R:covale2""]"
605,COVAPIE_CYS_SG_EVENT_V1:3V6S:A:CYS:154-:SG:C:0F0:C33,MULTI_SOURCE_PROVENANCE,3V6S,A,,CYS,154,SG,0F0,C,C33,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004802"",""SOURCE_RCSB_PDB_DIRECT:3V6S:covale1""]"
606,COVAPIE_CYS_SG_EVENT_V1:3V6S:B:CYS:154-:SG:D:0F0:C33,MULTI_SOURCE_PROVENANCE,3V6S,B,,CYS,154,SG,0F0,D,C33,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004801"",""SOURCE_RCSB_PDB_DIRECT:3V6S:covale2""]"
607,COVAPIE_CYS_SG_EVENT_V1:3VCY:A:CYS:116-:SG:E:FFQ:C1,MULTI_SOURCE_PROVENANCE,3VCY,A,,CYS,116,SG,FFQ,E,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3vcy/3vcy.pdb#LINK00905"",""SOURCE_RCSB_PDB_DIRECT:3VCY:covale1""]"
608,COVAPIE_CYS_SG_EVENT_V1:3VCY:B:CYS:116-:SG:J:FFQ:C1,MULTI_SOURCE_PROVENANCE,3VCY,B,,CYS,116,SG,FFQ,J,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3vcy/3vcy.pdb#LINK00904"",""SOURCE_RCSB_PDB_DIRECT:3VCY:covale2""]"
609,COVAPIE_CYS_SG_EVENT_V1:3VCY:C:CYS:116-:SG:O:FFQ:C1,MULTI_SOURCE_PROVENANCE,3VCY,C,,CYS,116,SG,FFQ,O,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3vcy/3vcy.pdb#LINK00902"",""SOURCE_RCSB_PDB_DIRECT:3VCY:covale3""]"
610,COVAPIE_CYS_SG_EVENT_V1:3VCY:D:CYS:116-:SG:T:FFQ:C1,MULTI_SOURCE_PROVENANCE,3VCY,D,,CYS,116,SG,FFQ,T,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3vcy/3vcy.pdb#LINK00903"",""SOURCE_RCSB_PDB_DIRECT:3VCY:covale4""]"
611,COVAPIE_CYS_SG_EVENT_V1:3VYP:A:CYS:354-:SG:D:MXR:C1,MULTI_SOURCE_PROVENANCE,3VYP,A,,CYS,354,SG,MXR,D,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3vyp/3vyp.pdb#LINK00444"",""SOURCE_RCSB_PDB_DIRECT:3VYP:covale1""]"
612,COVAPIE_CYS_SG_EVENT_V1:3VYP:B:CYS:354-:SG:F:MXR:C1,MULTI_SOURCE_PROVENANCE,3VYP,B,,CYS,354,SG,MXR,F,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3vyp/3vyp.pdb#LINK00445"",""SOURCE_RCSB_PDB_DIRECT:3VYP:covale2""]"
613,COVAPIE_CYS_SG_EVENT_V1:3W2P:A:CYS:797-:SG:B:W2P:C35,MULTI_SOURCE_PROVENANCE,3W2P,A,,CYS,797,SG,W2P,B,C35,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3w2p/3w2p.pdb#LINK00502"",""SOURCE_RCSB_PDB_DIRECT:3W2P:covale1""]"
614,COVAPIE_CYS_SG_EVENT_V1:3W2Q:A:CYS:797-:SG:B:HKI:CBT,MULTI_SOURCE_PROVENANCE,3W2Q,A,,CYS,797,SG,HKI,B,CBT,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3w2q/3w2q.pdb#LINK00518"",""SOURCE_RCSB_PDB_DIRECT:3W2Q:covale1""]"
615,COVAPIE_CYS_SG_EVENT_V1:3WJC:A:CYS:96-:SG:C:RMD:C2A,MULTI_SOURCE_PROVENANCE,3WJC,A,,CYS,96,SG,RMD,C,C2A,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3wjc/3wjc.pdb#LINK00789"",""SOURCE_RCSB_PDB_DIRECT:3WJC:covale1""]"
616,COVAPIE_CYS_SG_EVENT_V1:3WJC:B:CYS:96-:SG:F:RMD:C2A,MULTI_SOURCE_PROVENANCE,3WJC,B,,CYS,96,SG,RMD,F,C2A,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3wjc/3wjc.pdb#LINK00790"",""SOURCE_RCSB_PDB_DIRECT:3WJC:covale2""]"
617,COVAPIE_CYS_SG_EVENT_V1:3X1H:A:CYS:285-:SG:C:5OX:C15,MULTI_SOURCE_PROVENANCE,3X1H,A,,CYS,285,SG,5OX,C,C15,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000117"",""SOURCE_COVPDB:CovPDB_complexes/3x1h/3x1h.pdb#LINK00549"",""SOURCE_RCSB_PDB_DIRECT:3X1H:covale1""]"
