source_order,source_relative_path,source_kind,base_tree_sha256,filesystem_sha256,tracked_regular_non_symlink,source_boundary_passed
76,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,committed_schema_or_evidence_csv,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,true,true
77,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,committed_schema_or_evidence_csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,true,true
78,docs/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1_summary.md,tracked_text_source,103bd958cff51563d0d291f1a1c24e9555dd117b3c028030aee31aa7759e1957,103bd958cff51563d0d291f1a1c24e9555dd117b3c028030aee31aa7759e1957,true,true
79,scripts/check_covapie_bulk_download_admission_candidate_record_id_semantics_design_gate_v1.py,python_source,17f3912d078c4b1d8f83e508d0f57c2a47b9f3cb83ac1a880a524d76a3ef82f1,17f3912d078c4b1d8f83e508d0f57c2a47b9f3cb83ac1a880a524d76a3ef82f1,true,true
80,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,python_source,b3f8c591eee19d427486bf3ee8ef0d049194adde11fb786d4c510d304bf7fab5,b3f8c591eee19d427486bf3ee8ef0d049194adde11fb786d4c510d304bf7fab5,true,true
81,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,python_source,ac198c651a1a1cd054f7a5d006919a75c08ec83d002bc13bda525fd0d8261c80,ac198c651a1a1cd054f7a5d006919a75c08ec83d002bc13bda525fd0d8261c80,true,true
82,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,python_source,ce85dd316084e807e74f0aaaf304a1000bfbc36c3557ce0d86ca43fa0c101a81,ce85dd316084e807e74f0aaaf304a1000bfbc36c3557ce0d86ca43fa0c101a81,true,true
83,src/covalent_ext/covapie_bulk_download_admission_candidate_record_id_semantics_design_gate.py,python_source,625b1b5e2e4da30aa0fff80efd8fd3ceaceb1807bd3a376d169f5374bbd6fda7,625b1b5e2e4da30aa0fff80efd8fd3ceaceb1807bd3a376d169f5374bbd6fda7,true,true
84,src/covalent_ext/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate.py,python_source,3246a131a3815aa184338637edef6d8c9020b2dc23f41794e5697812467d269b,3246a131a3815aa184338637edef6d8c9020b2dc23f41794e5697812467d269b,true,true
85,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,python_source,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,true,true
86,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate.py,python_source,fcf3c3ede7db23dd131a8bdc7b06eff8b3936326ebbff6701a270694325c2286,fcf3c3ede7db23dd131a8bdc7b06eff8b3936326ebbff6701a270694325c2286,true,true
87,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,python_source,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,true,true
88,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,python_source,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,true,true
89,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,python_source,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,true,true
90,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,python_source,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,true,true
91,src/covalent_ext/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate.py,python_source,8d616a02b5f87ea98be3029879d55acd3c06c26e7286a46cb293bd6a4a7f6e11,8d616a02b5f87ea98be3029879d55acd3c06c26e7286a46cb293bd6a4a7f6e11,true,true
92,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_design_gate.py,python_source,79ecb3fb1084ddc161d1bec1a7db664ffbeda71952e31e4233317ecd487905d6,79ecb3fb1084ddc161d1bec1a7db664ffbeda71952e31e4233317ecd487905d6,true,true
93,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,python_source,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,true,true
94,tests/test_covapie_bulk_download_admission_candidate_record_id_semantics_design_gate_v1.py,python_source,f8afe54420f3ef1ba1185b8271859453895df9ee980112017ce692e41f74fb62,f8afe54420f3ef1ba1185b8271859453895df9ee980112017ce692e41f74fb62,true,true
95,tests/test_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,python_source,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,true,true
96,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,python_source,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,true,true
97,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,python_source,619034e6fe5f3597e5c733b1e2f29dfc523153513869254397e80f786d5e87f9,619034e6fe5f3597e5c733b1e2f29dfc523153513869254397e80f786d5e87f9,true,true
98,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,python_source,17a4805ff9c97edb90859ae695d443fc7dadfb95ef0a09577324a40b967ed3dd,17a4805ff9c97edb90859ae695d443fc7dadfb95ef0a09577324a40b967ed3dd,true,true
99,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,python_source,693647798127d3c95dbde695b5a96fdcd6c8d4f5c4172ce64cb2908230fd007d,693647798127d3c95dbde695b5a96fdcd6c8d4f5c4172ce64cb2908230fd007d,true,true
