occurrence_order,source_relative_path,source_sha256,source_kind,line_number,occurrence_class,text
48,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_context_matrix.csv,8eac50078260e0567f6a99024d04ac92b512a0be10d2dcb66a4fa6dab52d1ef8,committed_schema_or_evidence_csv,12,schema_or_contract,"existing_raw_target_relative_paths,batch_external_state_snapshot,ADMIT_011,true,false,false,true,true,true,true,,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
49,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_context_matrix.csv,8eac50078260e0567f6a99024d04ac92b512a0be10d2dcb66a4fa6dab52d1ef8,committed_schema_or_evidence_csv,13,open_blocker_evidence,"raw_target_relative_path_contract,evaluation_policy,ADMIT_011,true,false,false,false,true,false,false,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
50,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_field_matrix.csv,53dccd0ff7b20465c9df13f2c9eefc254f39bcb40e30732d1cfdfa4036e888fb,committed_schema_or_evidence_csv,13,open_blocker_evidence,"raw_target_relative_path,pre_download,""future raw destination, no overwrite permitted"",true,candidate_metadata_provider,ADMIT_011,false,raw_target_relative_path_contract,false,false,false,false,step14at_schema_contract_value_contract_only,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,true,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
51,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,c1ae6cf9c2ca5450315ff3e3ed21b0a81d8bfc08c6a07e35d3f2dca1874e0d2f,committed_schema_or_evidence_csv,12,open_blocker_evidence,"ADMIT_011,raw_overwrite_forbidden,pre_download,raw_target_relative_path,,existing_raw_target_relative_paths|raw_target_relative_path_contract,false,false,false,true,true,false,false,true,interface_only_pending_semantics,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
52,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integration_issue_inventory.csv,80954e517a2425c3a5659114d08999b59aed2410be9f1af0f43eef79c22dbedd,committed_schema_or_evidence_csv,10,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged"
53,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1/covapie_covalent_residue_locator_real_parser_provider_pipeline_integration_design_manifest.json,cc3f824bb196847fcb175589e4682e2d39037177eb3564629498ae004ae7816e,committed_manifest,61,schema_or_contract,"    ""raw_target_relative_path"","
54,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1/covapie_covalent_residue_locator_real_parser_provider_pipeline_integration_design_manifest.json,cc3f824bb196847fcb175589e4682e2d39037177eb3564629498ae004ae7816e,committed_manifest,69,schema_or_contract,"    ""raw_target_relative_path"","
55,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1/covapie_covalent_residue_locator_real_sample_binding_matrix.csv,61a1e77c81a8a0d335bbafd454d2926be442c2dd794bce8b75dc8a1451f78e98,committed_schema_or_evidence_csv,1,schema_or_contract,"binding_row_id,source_pipeline,sample_preparation_input_id,sample_execution_id,pdb_id,ligand_comp_id,conn_id,covalent_residue_name,selected_residue_chain_id,selected_residue_index,selected_residue_atom_name,raw_target_relative_path,sample_artifact_root,covalent_event_table_relative_path,ligand_residue_atom_pair_table_relative_path,metadata_join_status,raw_path_persisted,conn_id_persisted,residue_locator_hint_persisted,partner_side_requires_raw_reparse,namespace_evidence_requires_raw_reparse,insertion_evidence_requires_raw_reparse,matched_atom_site_row_requires_raw_reparse,real_export_execution_allowed_current_step,binding_status,blocking_reason"
56,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_execution_evidence_audit.csv,4048efdfe373fe955995ded43639fcbd7baf67560e867662dbd18fe22a4fb1ab,committed_schema_or_evidence_csv,1,source_or_historical_evidence,"execution_evidence_row_id,binding_row_id,smoke_case_id,pdb_id,ligand_comp_id,raw_target_relative_path,expected_raw_sha256,observed_raw_sha256,expected_raw_size_bytes,observed_raw_size_bytes,raw_secure_read_status,strict_decode_status,struct_conn_parse_status,struct_conn_row_count,selected_struct_conn_row_ordinal_1based,selected_struct_conn_match_count,residue_partner_side,locator_namespace,atom_site_parse_status,atom_site_row_count,selected_atom_site_row_ordinal_1based,selected_atom_site_match_count,provider_export_status,provider_export_blocking_reason,evidence_audit_passed"
57,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1/covapie_covalent_residue_locator_real_provider_export_sidecar.csv,066c0beeaa01d31a6d6ea3fae62f3df5177c2d904f6295646ee33a7fcd780ac7,committed_schema_or_evidence_csv,1,source_or_historical_evidence,"binding_row_id,source_pipeline,sample_execution_id,raw_target_relative_path,expected_raw_sha256,observed_raw_sha256,raw_source_precondition_status,raw_source_precondition_blocking_reason,smoke_case_id,sample_preparation_input_id,pdb_id,conn_id,residue_partner_side,locator_namespace,struct_conn_residue_auth_asym_id,struct_conn_residue_auth_seq_id,struct_conn_residue_label_asym_id,struct_conn_residue_label_seq_id,selected_chain_id,selected_residue_index,auth_label_conflict_observed,matched_atom_site_id,matched_residue_atom_name,struct_conn_insertion_source_tag,struct_conn_insertion_raw_value,struct_conn_token_class,atom_site_insertion_source_tag,atom_site_insertion_raw_value,atom_site_token_class,resolved_insertion_state,resolved_insertion_value,insertion_evidence_agreement,insertion_blocks_admit_004,insertion_blocking_reason,covalent_residue_locator_namespace,covalent_residue_insertion_code_state,covalent_residue_insertion_code,covalent_residue_locator_provenance_source_id,covalent_residue_locator_provenance_sha256,provider_export_status,provider_export_blocking_reason"
58,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_issue_inventory.csv,168ebf5213861fdcc85355b17414a1a005753e41b39fd126a35c381f931639f9,committed_schema_or_evidence_csv,10,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged,1"
59,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1/covapie_covalent_residue_locator_real_raw_source_precondition_matrix.csv,ddebe9fd671400bb3508408ba0f5e38b13c83cc1e125f37bc98ac572daa2ed0d,committed_schema_or_evidence_csv,1,schema_or_contract,"precondition_row_id,binding_row_id,source_pipeline,sample_preparation_input_id,pdb_id,ligand_comp_id,raw_target_relative_path,authority_scope,expected_authority_source_relative_path,expected_authority_row_id,authority_join_status,expected_sha256,expected_file_size_bytes,observed_sha256,observed_file_size_bytes,sha256_matches,file_size_matches,raw_path_exists,raw_path_regular_file,raw_path_symlink,raw_path_confined_without_symlink,raw_path_unique,raw_git_tracking_state,raw_git_worktree_clean,raw_git_index_clean,pre_hash_stat_fingerprint,post_hash_stat_fingerprint,stat_stable,raw_source_precondition_status,ready_for_real_provider_export_execution_smoke,blocking_reason"
60,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_context_matrix.csv,8eac50078260e0567f6a99024d04ac92b512a0be10d2dcb66a4fa6dab52d1ef8,committed_schema_or_evidence_csv,12,schema_or_contract,"existing_raw_target_relative_paths,batch_external_state_snapshot,ADMIT_011,true,false,false,true,true,true,true,,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
61,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_context_matrix.csv,8eac50078260e0567f6a99024d04ac92b512a0be10d2dcb66a4fa6dab52d1ef8,committed_schema_or_evidence_csv,13,open_blocker_evidence,"raw_target_relative_path_contract,evaluation_policy,ADMIT_011,true,false,false,false,true,false,false,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
62,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_field_matrix.csv,828b0e2fe3c26e1e81513cbe4fb48e221e604fa90fb1842972c29f3c2a44266f,committed_schema_or_evidence_csv,13,open_blocker_evidence,"raw_target_relative_path,pre_download,""future raw destination, no overwrite permitted"",true,candidate_metadata_provider,ADMIT_011,false,raw_target_relative_path_contract,false,false,false,false,step14at_schema_contract_value_contract_only,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,true,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
63,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,e0b22771761719c6b2796638628eca3d27d417441b92ac231d1610a8b18b2760,committed_schema_or_evidence_csv,12,open_blocker_evidence,"ADMIT_011,raw_overwrite_forbidden,pre_download,raw_target_relative_path,,existing_raw_target_relative_paths|raw_target_relative_path_contract,false,false,false,true,true,false,false,true,interface_only_pending_semantics,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
64,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integration_issue_inventory.csv,80954e517a2425c3a5659114d08999b59aed2410be9f1af0f43eef79c22dbedd,committed_schema_or_evidence_csv,10,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged"
65,data/derived/covalent_small/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004_v1/covapie_minimal_unified_dispatch_shell_issue_inventory.csv,5295ee97d8cc3c81cd376116c4dc87489e1b04a65d700a6d08a927d5c72a9951,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
66,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_context_matrix.csv,dc816f74777a5cdced360048ac1cfdc27f711132868f04204d122c9d8f54c5af,committed_schema_or_evidence_csv,12,schema_or_contract,"existing_raw_target_relative_paths,batch_external_state_snapshot,ADMIT_011,true,false,false,true,true,true,true,,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
67,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_context_matrix.csv,dc816f74777a5cdced360048ac1cfdc27f711132868f04204d122c9d8f54c5af,committed_schema_or_evidence_csv,13,open_blocker_evidence,"raw_target_relative_path_contract,evaluation_policy,ADMIT_011,true,false,false,false,true,false,false,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
68,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_field_matrix.csv,56388107014e0295c3124bac4660280ff41393e8a8cb6ffa1b50e4028be3c8da,committed_schema_or_evidence_csv,13,open_blocker_evidence,"raw_target_relative_path,pre_download,""future raw destination, no overwrite permitted"",true,candidate_metadata_provider,ADMIT_011,false,raw_target_relative_path_contract,false,false,false,false,step14at_schema_contract_value_contract_only,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,true,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
69,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,99e3a4c8c127af4ac900343a90dfd2eebde73a2f75e9c1a3b27782144858e317,committed_schema_or_evidence_csv,12,open_blocker_evidence,"ADMIT_011,raw_overwrite_forbidden,pre_download,raw_target_relative_path,,existing_raw_target_relative_paths|raw_target_relative_path_contract,false,false,false,true,true,false,false,true,interface_only_pending_semantics,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1,,false,"
70,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integration_issue_inventory.csv,8857f22fda3ce281dab13772ee322e9c1af838d7895e410d19084731f9637a21,committed_schema_or_evidence_csv,12,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged"
71,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1/covapie_admit_001_to_004_runtime_issue_inventory.csv,27bed0fd2250e0c64c704771fdb2bca8f5e50554d99f53694dc579f85f578d1f,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
72,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_005_v1/covapie_admit_001_to_005_runtime_issue_inventory.csv,7f815f3358ae3e53d296bc3ec0a129cd459184a76aa5169649b73fb1440e28bc,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
73,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,e63c1b83fe245031ecdefa6b3387086b2aba8d72ef50189be17b9874e8f18196,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
74,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_007_v1/covapie_admit_001_to_007_runtime_issue_inventory.csv,47de07417697808b044d30260f153ec7e5d46fb7c5b0e2c1f41187bcb09b89a0,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
75,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008_v1/covapie_admit_001_to_008_runtime_issue_inventory.csv,1c11f931b103fe8d523115b00f85d095956042ea1168741b8ec42bbf24a38128,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
76,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_runtime_issue_inventory.csv,bb159a201f103a4cc04087978a7ca2a7bec7574fb9fc55d3cc0b059415f679e6,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
77,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_010_v1/covapie_admit_001_to_010_runtime_issue_inventory.csv,f59eecc7136ebdd148f2c6c6422b7a2bc0637e340322e09bc005eb00355db03c,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
78,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_engine_issue_inventory.csv,5295ee97d8cc3c81cd376116c4dc87489e1b04a65d700a6d08a927d5c72a9951,committed_schema_or_evidence_csv,8,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,step14au_a_remaining_semantics_blocker,unchanged_open,1"
79,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,committed_schema_or_evidence_csv,12,open_blocker_evidence,"ADMIT_011,raw_overwrite_forbidden,pre_download,raw_target_relative_path,,existing_raw_target_relative_paths|raw_target_relative_path_contract,,,,,false,,not_available,unsupported,unresolved,known_unsupported_fail_closed,UNIFIED_ADMISSION_RULE_COVERAGE_INCOMPLETE"
80,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,committed_schema_or_evidence_csv,13,schema_or_contract,"raw_target_relative_path,pre_download,true,""future raw destination, no overwrite permitted"",blocking,true,"
81,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_schema_or_evidence_csv,12,schema_or_contract,"existing_raw_target_relative_paths,batch_external_state_snapshot,ADMIT_011,true,false,false,true,true,true,true,"
82,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,committed_schema_or_evidence_csv,13,open_blocker_evidence,"raw_target_relative_path_contract,evaluation_policy,ADMIT_011,true,false,false,false,true,false,false,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED"
83,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,committed_schema_or_evidence_csv,13,open_blocker_evidence,"raw_target_relative_path,pre_download,""future raw destination, no overwrite permitted"",true,candidate_metadata_provider,ADMIT_011,false,raw_target_relative_path_contract,false,false,false,false,step14at_schema_contract_value_contract_only,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,true"
84,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,committed_schema_or_evidence_csv,13,open_blocker_evidence,"RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED,implementation_semantics_gap,raw_target_relative_path,ADMIT_011,blocking,open,admission_evaluator_rule_logic,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED"
85,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,committed_schema_or_evidence_csv,12,open_blocker_evidence,"ADMIT_011,raw_overwrite_forbidden,pre_download,raw_target_relative_path,,existing_raw_target_relative_paths|raw_target_relative_path_contract,false,false,false,true,true,false,false,true,interface_only_pending_semantics,RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED"
86,docs/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1_summary.md,103bd958cff51563d0d291f1a1c24e9555dd117b3c028030aee31aa7759e1957,tracked_text_source,121,source_or_historical_evidence,4. `raw_target_relative_path`
87,scripts/check_covapie_bulk_download_admission_candidate_record_id_semantics_design_gate_v1.py,17f3912d078c4b1d8f83e508d0f57c2a47b9f3cb83ac1a880a524d76a3ef82f1,python_source,73,source_or_historical_evidence,"    forbidden_helper_symbols = {""pdb_id"", ""ligand_comp_id"", ""raw_target_relative_path"", ""duplicate_identity_key"", ""batch_index""}"
88,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,b3f8c591eee19d427486bf3ee8ef0d049194adde11fb786d4c510d304bf7fab5,python_source,136,source_or_historical_evidence,"            row[""pdb_id""], row[""raw_target_relative_path""]"
89,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,ac198c651a1a1cd054f7a5d006919a75c08ec83d002bc13bda525fd0d8261c80,python_source,110,source_or_historical_evidence,"        assert gate._safe_raw_target_relative_path(row[""raw_target_relative_path""])"
90,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,ac198c651a1a1cd054f7a5d006919a75c08ec83d002bc13bda525fd0d8261c80,python_source,111,source_or_historical_evidence,"        assert not Path(row[""raw_target_relative_path""]).is_absolute()"
91,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,ac198c651a1a1cd054f7a5d006919a75c08ec83d002bc13bda525fd0d8261c80,python_source,112,source_or_historical_evidence,"        assert "".."" not in Path(row[""raw_target_relative_path""]).parts"
92,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,ce85dd316084e807e74f0aaaf304a1000bfbc36c3557ce0d86ca43fa0c101a81,python_source,56,source_or_historical_evidence,"    return {row[""raw_target_relative_path""]: row[""observed_sha256""] for row in matrix}"
93,src/covalent_ext/covapie_bulk_download_admission_candidate_record_id_semantics_design_gate.py,625b1b5e2e4da30aa0fff80efd8fd3ceaceb1807bd3a376d169f5374bbd6fda7,python_source,261,source_or_historical_evidence,"        ""raw_target_relative_path"", ""download_result_status"", ""observed_sha256"", ""batch_index"","
94,src/covalent_ext/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate.py,3246a131a3815aa184338637edef6d8c9020b2dc23f41794e5697812467d269b,python_source,154,source_or_historical_evidence,"    ""pdb_id_format_contract"", ""existing_raw_target_relative_paths"","
95,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,python_source,167,source_or_historical_evidence,"    ""raw_target_relative_path"", ""sample_artifact_root"","
96,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,python_source,184,source_or_historical_evidence,"    ""ligand_comp_id"", ""raw_target_relative_path"", ""availability_source_row_id"","
97,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,python_source,354,source_or_historical_evidence,def _safe_raw_target_relative_path(value: object) -> bool:
98,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,python_source,514,source_or_historical_evidence,"        ""historical_raw_paths"": [row.get(""raw_target_relative_path"") for row in first_three] == list(HISTORICAL_RAW_PATHS),"
99,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,python_source,569,source_or_historical_evidence,"        raw_path = binding.get(""raw_target_relative_path"", """")"
100,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,python_source,604,source_or_historical_evidence,        raw_path_safe = _safe_raw_target_relative_path(raw_path)
101,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,python_source,632,source_or_historical_evidence,"            ""raw_target_relative_path"": raw_path,"
102,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,python_source,712,source_or_historical_evidence,"        ""unsafe_path_rejected"": all(not _safe_raw_target_relative_path(value) for value in (None, StringSubclass(HISTORICAL_RAW_PATHS[0]), "" data/raw/covalent_sources/a.cif"", ""data\\raw\\a.cif"", ""data/raw/../a.cif"", ""https://example/a.cif"", ""C:/a.cif"", ""data/raw/covalent_sources/a.CIF"")),"
103,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate.py,fcf3c3ede7db23dd131a8bdc7b06eff8b3936326ebbff6701a270694325c2286,python_source,188,schema_or_contract,"    ""pdb_id_format_contract"", ""ligand_comp_id_contract"", ""existing_raw_target_relative_paths"","
