case_id,case_group,admission_rule_id,behavior,expected_result_or_error,observed_result_or_error,expected_reason,observed_reason,formal_call_count,oracle_call_count,candidate_access_status,predecessor_handler_identity_status,case_passed
UNSUPPORTED_ADMIT_008,unsupported_boundary,ADMIT_008,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_009,unsupported_boundary,ADMIT_009,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_010,unsupported_boundary,ADMIT_010,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_011,unsupported_boundary,ADMIT_011,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_012,unsupported_boundary,ADMIT_012,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_013,unsupported_boundary,ADMIT_013,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_014,unsupported_boundary,ADMIT_014,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_015,unsupported_boundary,ADMIT_015,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_NO_EVALUATE_ALL,unsupported_boundary,,public_boundary_absent,absent,absent,,,0,0,not_applicable,not_applicable,true
UNSUPPORTED_NO_COMBINED_VERDICT,unsupported_boundary,,public_boundary_absent,absent,absent,,,0,0,not_applicable,not_applicable,true
