ligand_atom_topology_row_id,review_row_id,pdb_id,expected_step8_sample_name,source_step13q_atom_topology_row_id,source_pre_reaction_sdf_path,source_pre_reaction_sdf_sha256,rdkit_atom_idx,atom_map_or_original_atom_id,atom_symbol,formal_charge,aromatic,hybridization,degree,explicit_valence,implicit_valence,is_covalent_ligand_endpoint_atom,warhead_group_status,linker_group_status,scaffold_group_status,topology_source_stage,topology_source_artifact,topology_smoke_status,training_use_status
LTOP_ATOM_000045,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0011,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,11,11,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000046,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0012,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,12,12,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000047,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0013,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,13,13,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000048,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0014,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,14,14,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000049,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0015,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,15,15,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000050,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0016,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,16,16,Cl,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000051,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0017,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,17,17,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000052,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0018,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,18,18,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000053,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0019,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,19,19,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000054,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0020,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,20,20,N,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000055,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0021,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,21,21,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000056,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0022,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,22,22,N,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000057,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0023,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,23,23,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000058,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0024,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,24,24,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000059,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0025,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,25,25,N,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000060,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0026,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,26,26,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000061,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0027,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,27,27,C,0,False,UNSPECIFIED,3,4,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000062,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0028,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,28,28,O,0,False,UNSPECIFIED,1,2,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000063,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_ATOM_0029,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,29,29,C,0,False,UNSPECIFIED,1,2,0,True,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000064,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0000,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,0,0,C,0,False,UNSPECIFIED,1,1,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000065,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0001,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,1,1,C,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000066,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0002,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,2,2,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000067,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0003,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,3,3,N,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000068,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0004,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,4,4,C,0,False,UNSPECIFIED,3,4,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000069,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0005,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,5,5,O,0,False,UNSPECIFIED,1,2,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000070,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0006,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,6,6,C,0,False,UNSPECIFIED,2,3,0,False,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000071,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0007,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,7,7,C,0,False,UNSPECIFIED,1,2,0,True,true,false,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000072,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0008,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,8,8,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000073,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0009,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,9,9,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000074,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0010,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,10,10,N,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000075,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0011,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,11,11,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000076,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0012,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,12,12,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000077,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0013,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,13,13,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000078,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0014,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,14,14,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000079,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0015,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,15,15,N,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000080,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0016,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,16,16,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000081,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0017,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,17,17,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000082,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0018,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,18,18,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000083,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0019,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,19,19,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000084,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0020,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,20,20,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000085,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0021,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,21,21,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000086,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0022,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,22,22,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000087,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0023,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,23,23,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000088,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0024,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,24,24,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
