ligand_bond_topology_row_id,review_row_id,pdb_id,expected_step8_sample_name,source_step13q_bond_topology_row_id,source_pre_reaction_sdf_path,source_pre_reaction_sdf_sha256,rdkit_bond_idx,begin_rdkit_atom_idx,end_rdkit_atom_idx,begin_atom_symbol,end_atom_symbol,bond_type,bond_order_numeric,is_aromatic,is_conjugated,is_in_ring,stereo,touches_covalent_ligand_endpoint,is_warhead_bond,is_linker_bond,is_scaffold_bond,topology_source_stage,topology_source_artifact,topology_smoke_status,training_use_status
LTOP_BOND_000044,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0008,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,8,3,4,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000045,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0009,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,9,4,5,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000046,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0010,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,10,4,15,C,O,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000047,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0011,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,11,5,14,C,N,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000048,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0012,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,12,5,17,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000049,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0013,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,13,6,22,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000050,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0014,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,14,6,23,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000051,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0015,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,15,7,22,C,N,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000052,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0016,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,16,7,24,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000053,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0017,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,17,7,26,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000054,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0018,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,18,8,27,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,True,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000055,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0019,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,19,8,29,C,C,DOUBLE,2.0,False,False,False,STEREONONE,True,True,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000056,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0020,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,20,9,20,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000057,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0021,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,21,9,21,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000058,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0022,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,22,10,18,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000059,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0023,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,23,11,12,O,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000060,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0024,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,24,12,13,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000061,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0025,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,25,12,20,C,N,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000062,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0026,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,26,13,14,C,N,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000063,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0027,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,27,20,23,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000064,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0028,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,28,21,22,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000065,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0029,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,29,24,25,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000066,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0030,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,30,25,26,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000067,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0031,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,31,25,27,N,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000068,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,HR_0003_BOND_0032,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,32,27,28,C,O,DOUBLE,2.0,False,False,False,STEREONONE,False,True,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000069,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0000,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,0,0,1,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000070,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0001,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,1,1,2,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000071,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0002,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,2,1,10,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000072,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0003,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,3,2,3,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000073,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0004,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,4,3,4,N,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000074,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0005,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,5,3,8,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000075,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0006,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,6,4,5,C,O,DOUBLE,2.0,False,False,False,STEREONONE,False,True,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000076,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0007,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,7,4,6,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,True,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000077,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0008,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,8,6,7,C,C,DOUBLE,2.0,False,False,False,STEREONONE,True,True,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000078,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0009,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,9,8,9,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000079,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0010,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,10,9,10,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000080,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0011,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,11,10,11,N,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,False,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000081,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0012,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,12,11,12,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000082,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0013,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,13,11,28,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000083,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0014,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,14,12,13,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000084,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0015,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,15,13,14,C,O,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000085,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0016,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,16,13,15,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000086,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0017,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,17,15,16,N,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
