source_order,source_relative_path,source_kind,base_tree_mode,base_tree_sha256,filesystem_sha256,tracked_regular_non_symlink,parent_chain_verified,pinned_fd_read,triple_sha256_passed,source_boundary_passed
76,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_v1/covapie_admit_011_raw_target_contract_source_boundary_audit.csv,committed_csv,100644,e0747e6b3be3a51d1884a76a85f70b05d34d4f687b20e2604f56783db985840f,e0747e6b3be3a51d1884a76a85f70b05d34d4f687b20e2604f56783db985840f,true,true,true,true,true
77,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_v1/covapie_admit_011_raw_target_issue_readiness_inventory.csv,committed_csv,100644,eb36931b833800c4a7c9dffa33a690c4197ba0bb161cfbda742b90c3b3d8d1c0,eb36931b833800c4a7c9dffa33a690c4197ba0bb161cfbda742b90c3b3d8d1c0,true,true,true,true,true
78,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_raw_target_relative_path_contract_v1/covapie_admit_011_raw_target_relative_path_contract_manifest.json,committed_manifest,100644,9718090b212e3338bddef1fb7d6fb62e39d95e1911fe5bdd0ff6613b364e8bf4,9718090b212e3338bddef1fb7d6fb62e39d95e1911fe5bdd0ff6613b364e8bf4,true,true,true,true,true
79,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_rule_logic_interface_v1/covapie_admit_011_rule_logic_interface_issue_readiness_inventory.csv,committed_csv,100644,eb36931b833800c4a7c9dffa33a690c4197ba0bb161cfbda742b90c3b3d8d1c0,eb36931b833800c4a7c9dffa33a690c4197ba0bb161cfbda742b90c3b3d8d1c0,true,true,true,true,true
80,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_rule_logic_interface_v1/covapie_admit_011_rule_logic_interface_source_boundary_audit.csv,committed_csv,100644,096f0016610a428a39aa63c071e145c8f78051a8cf500510057a0712638904b6,096f0016610a428a39aa63c071e145c8f78051a8cf500510057a0712638904b6,true,true,true,true,true
81,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_contract.csv,committed_csv,100644,4b4b41295364fcb83f807c054e2e561ca2c4a31fbf27fd55d04607f3c127c2cc,4b4b41295364fcb83f807c054e2e561ca2c4a31fbf27fd55d04607f3c127c2cc,true,true,true,true,true
82,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_contract_manifest.json,committed_manifest,100644,d5ad2622b5182898c418d774e4c0deb33fc2fb643caaa5da0507cabb3824f884,d5ad2622b5182898c418d774e4c0deb33fc2fb643caaa5da0507cabb3824f884,true,true,true,true,true
83,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_issue_readiness_inventory.csv,committed_csv,100644,eb36931b833800c4a7c9dffa33a690c4197ba0bb161cfbda742b90c3b3d8d1c0,eb36931b833800c4a7c9dffa33a690c4197ba0bb161cfbda742b90c3b3d8d1c0,true,true,true,true,true
84,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1/covapie_admit_012_download_integrity_contract_issue_readiness_inventory.csv,committed_csv,100644,dfe8e16d741548323cddfcdf3db86bdf0c098d6bb2a86fcb8ec0914ebe924855,dfe8e16d741548323cddfcdf3db86bdf0c098d6bb2a86fcb8ec0914ebe924855,true,true,true,true,true
85,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1/covapie_admit_012_download_integrity_contract_source_boundary_audit.csv,committed_csv,100644,73393c6c540cb00d040fa8154948f544e445bbcb63323d9f463709c7ee8b16ed,73393c6c540cb00d040fa8154948f544e445bbcb63323d9f463709c7ee8b16ed,true,true,true,true,true
86,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1/covapie_admit_012_download_integrity_field_contract.csv,committed_csv,100644,03aef0a14257d9a2c028fcc3dd84c161c29b09bca1a1c71456edc66e2e73c9ce,03aef0a14257d9a2c028fcc3dd84c161c29b09bca1a1c71456edc66e2e73c9ce,true,true,true,true,true
87,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1/covapie_admit_012_download_integrity_field_contract_manifest.json,committed_manifest,100644,9fadff44ae15474783df2a3997c45f2c4d57a41ca2adbab0b40f1d890f51039f,9fadff44ae15474783df2a3997c45f2c4d57a41ca2adbab0b40f1d890f51039f,true,true,true,true,true
88,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1/covapie_admit_012_download_integrity_validation_truth_matrix.csv,committed_csv,100644,766506f8c0bf2d7734b9c379c9437e1a48a2117873f7e974325b00ab685a39e1,766506f8c0bf2d7734b9c379c9437e1a48a2117873f7e974325b00ab685a39e1,true,true,true,true,true
89,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_download_integrity_field_contract_v1/covapie_admit_012_download_result_status_enum.csv,committed_csv,100644,4c016e8c325ce6a422dff618ae166ec4f42243cc0d1fbf8f6a722c13f63139f6,4c016e8c325ce6a422dff618ae166ec4f42243cc0d1fbf8f6a722c13f63139f6,true,true,true,true,true
90,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_and_result_contract.csv,committed_csv,100644,682192b492979d9b6114381cbfc02d57c349e3cd8db2541a01177235d34c04e6,682192b492979d9b6114381cbfc02d57c349e3cd8db2541a01177235d34c04e6,true,true,true,true,true
91,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_contract_manifest.json,committed_manifest,100644,2845c2623a01087af8842177f4502402d0a8875a77ce12c6a49e2f77c60dae01,2845c2623a01087af8842177f4502402d0a8875a77ce12c6a49e2f77c60dae01,true,true,true,true,true
92,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_issue_readiness_inventory.csv,committed_csv,100644,bac586f54afac5a860a32ed161b6b8f41210b6ae06eb29f368045f10b3ac81e5,bac586f54afac5a860a32ed161b6b8f41210b6ae06eb29f368045f10b3ac81e5,true,true,true,true,true
93,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_source_boundary_audit.csv,committed_csv,100644,4ba05848ba8fe437603d71f06d4b1161447c82c5ab14d838ff62470872c25d82,4ba05848ba8fe437603d71f06d4b1161447c82c5ab14d838ff62470872c25d82,true,true,true,true,true
94,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_interface_truth_matrix.csv,committed_csv,100644,cc848914ea24b376e29c477c4c0b5e8d32d6fc7caee11873f7a73c4bd207d6db,cc848914ea24b376e29c477c4c0b5e8d32d6fc7caee11873f7a73c4bd207d6db,true,true,true,true,true
95,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_formal_evaluator_interface_contract_v1/covapie_admit_012_formal_evaluator_routing_and_consumption_contract.csv,committed_csv,100644,44709c3a679368476c87bcd97dafa2f9cf9bddb4af534c6eb950c565d0919aec,44709c3a679368476c87bcd97dafa2f9cf9bddb4af534c6eb950c565d0919aec,true,true,true,true,true
96,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_preconditions_audit_v1/covapie_admit_012_field_occurrence_inventory.csv,committed_csv,100644,12f09454bc19f37c57101da32c9a349a7fa1deb72b6cc98bbb1199fce5c2712f,12f09454bc19f37c57101da32c9a349a7fa1deb72b6cc98bbb1199fce5c2712f,true,true,true,true,true
97,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_preconditions_audit_v1/covapie_admit_012_formal_evaluator_precondition_matrix.csv,committed_csv,100644,c667c5f195a1d834672564835380896553339833041d17cc2f689db23f9d319f,c667c5f195a1d834672564835380896553339833041d17cc2f689db23f9d319f,true,true,true,true,true
98,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_preconditions_audit_v1/covapie_admit_012_formal_evaluator_preconditions_manifest.json,committed_manifest,100644,712caa27add06784db5cfe2e59a65952ae4b1c5a369ff43772d8e4f95b18c4de,712caa27add06784db5cfe2e59a65952ae4b1c5a369ff43772d8e4f95b18c4de,true,true,true,true,true
99,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_preconditions_audit_v1/covapie_admit_012_issue_readiness_inventory.csv,committed_csv,100644,5ebe9332137bfa9c7804c82041ff695b3379ba505a5eb006fa5c7798510e8529,5ebe9332137bfa9c7804c82041ff695b3379ba505a5eb006fa5c7798510e8529,true,true,true,true,true
100,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_preconditions_audit_v1/covapie_admit_012_observed_value_inventory.csv,committed_csv,100644,dc47865f2f176b9e37aac0caf71fdacee1275eece19351cb69d31f64ad14104f,dc47865f2f176b9e37aac0caf71fdacee1275eece19351cb69d31f64ad14104f,true,true,true,true,true
101,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_preconditions_audit_v1/covapie_admit_012_source_boundary_audit.csv,committed_csv,100644,4272d31320a9b32e503d4fda49df5c21778238b46e5f2b51bb1dbbb1a3d5ce5e,4272d31320a9b32e503d4fda49df5c21778238b46e5f2b51bb1dbbb1a3d5ce5e,true,true,true,true,true
102,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_v1/covapie_admit_012_rule_logic_interface_contract.csv,committed_csv,100644,c5c383e9a9e17c5eb5a4b2c92455da89a78e66f75df7ff31ce0494f08281433e,c5c383e9a9e17c5eb5a4b2c92455da89a78e66f75df7ff31ce0494f08281433e,true,true,true,true,true
103,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_v1/covapie_admit_012_rule_logic_interface_issue_readiness_inventory.csv,committed_csv,100644,bac586f54afac5a860a32ed161b6b8f41210b6ae06eb29f368045f10b3ac81e5,bac586f54afac5a860a32ed161b6b8f41210b6ae06eb29f368045f10b3ac81e5,true,true,true,true,true
104,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_v1/covapie_admit_012_rule_logic_interface_manifest.json,committed_manifest,100644,ad131895c0acfdaf5b350105031647bdcac9667370fb6cd43baf8826bea995c8,ad131895c0acfdaf5b350105031647bdcac9667370fb6cd43baf8826bea995c8,true,true,true,true,true
105,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_v1/covapie_admit_012_rule_logic_interface_purity_audit.csv,committed_csv,100644,c0773686a1a9d2d4406e09ff33bf3e217eb9d3135e8556d7461b208ec12990e9,c0773686a1a9d2d4406e09ff33bf3e217eb9d3135e8556d7461b208ec12990e9,true,true,true,true,true
106,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_v1/covapie_admit_012_rule_logic_interface_source_boundary_audit.csv,committed_csv,100644,038f742be4be15d5d064580f55f59243b864708bc6bd9d4c9c7d1a3cab38f866,038f742be4be15d5d064580f55f59243b864708bc6bd9d4c9c7d1a3cab38f866,true,true,true,true,true
107,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_rule_logic_interface_v1/covapie_admit_012_rule_logic_interface_truth_matrix.csv,committed_csv,100644,dc97cd08eabad03315a1533332e2b243122696b605c701051f3024f6189cb5d8,dc97cd08eabad03315a1533332e2b243122696b605c701051f3024f6189cb5d8,true,true,true,true,true
108,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_download_result_projection_and_context_routing_matrix.csv,committed_csv,100644,50d0e3d8ba7352d139d35a6cda35afad7f40ef4ea111bbea7b3cd31200ec9839,50d0e3d8ba7352d139d35a6cda35afad7f40ef4ea111bbea7b3cd31200ec9839,true,true,true,true,true
109,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_adapter_contract.csv,committed_csv,100644,12228051428134223dc4db4ec418ced573637047189056f1fb8df908ca2fe6c8,12228051428134223dc4db4ec418ced573637047189056f1fb8df908ca2fe6c8,true,true,true,true,true
110,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_adapter_contract_manifest.json,committed_manifest,100644,1df0e2a09817b7763ec4eb767663db169d3239385094da151af28150c2c55d25,1df0e2a09817b7763ec4eb767663db169d3239385094da151af28150c2c55d25,true,true,true,true,true
111,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_adapter_issue_readiness_inventory.csv,committed_csv,100644,bac586f54afac5a860a32ed161b6b8f41210b6ae06eb29f368045f10b3ac81e5,bac586f54afac5a860a32ed161b6b8f41210b6ae06eb29f368045f10b3ac81e5,true,true,true,true,true
112,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_adapter_safety_audit.csv,committed_csv,100644,736066e78df6e0acf28c539c8432b539855212ef1ff76693feae94d4725cc499,736066e78df6e0acf28c539c8432b539855212ef1ff76693feae94d4725cc499,true,true,true,true,true
113,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,committed_csv,100644,843754e8e8c4246f156ac27079fe0b890e62ed1df0703398e21af9b5bdb94fe7,843754e8e8c4246f156ac27079fe0b890e62ed1df0703398e21af9b5bdb94fe7,true,true,true,true,true
114,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_context_matrix.csv,committed_csv,100644,e230c0b7facc41616f6f129b418fdfa5da629bc607ed85881c43a67b5e0eb630,e230c0b7facc41616f6f129b418fdfa5da629bc607ed85881c43a67b5e0eb630,true,true,true,true,true
115,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,committed_csv,100644,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,d7a198a9eb2bb5acd9887242eab3f81808db78b2fddd93720509897ea1578d7f,true,true,true,true,true
116,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,committed_csv,100644,3d410d8e329d6b26e83936ac1fd6d42d251d76b785fe412006bfcf53ae5b27e8,3d410d8e329d6b26e83936ac1fd6d42d251d76b785fe412006bfcf53ae5b27e8,true,true,true,true,true
117,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integration_issue_inventory.csv,committed_csv,100644,90bbbcfd70ae4b44879c5248299718519ae6a875a516343d8ed871dba9ede1fb,90bbbcfd70ae4b44879c5248299718519ae6a875a516343d8ed871dba9ede1fb,true,true,true,true,true
118,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_issue_readiness_inventory.csv,committed_csv,100644,d3333fd74af79b065eb136d830e730c3a636e0d632bcb735b3e841a29d548c79,d3333fd74af79b065eb136d830e730c3a636e0d632bcb735b3e841a29d548c79,true,true,true,true,true
119,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_source_boundary_audit.csv,committed_csv,100644,0b3098ceccb954fb0fb3f3d562011ff19a3fbb3f20dd3078a8b76200dff96da2,0b3098ceccb954fb0fb3f3d562011ff19a3fbb3f20dd3078a8b76200dff96da2,true,true,true,true,true
120,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_issue_transition_inventory.csv,committed_csv,100644,f28b7cfa0f2faf9b85ffafd7fe8a15abcb6fa3023896439b40a9b2c57c2e2c05,f28b7cfa0f2faf9b85ffafd7fe8a15abcb6fa3023896439b40a9b2c57c2e2c05,true,true,true,true,true
121,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_context_matrix.csv,committed_csv,100644,106f0080ef01c76983d594a039d12741dd29fd52cddb7fd2b205dcd75bd7e83b,106f0080ef01c76983d594a039d12741dd29fd52cddb7fd2b205dcd75bd7e83b,true,true,true,true,true
122,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_field_matrix.csv,committed_csv,100644,bd319bd2e5931b316c8579259729a94029d117844b2ceabda717604dc1d4483b,bd319bd2e5931b316c8579259729a94029d117844b2ceabda717604dc1d4483b,true,true,true,true,true
123,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,committed_csv,100644,98e368781fe0c2bac6cd9123b0cbc49ffeecc8c1de577607ce9b4866c2b310d0,98e368781fe0c2bac6cd9123b0cbc49ffeecc8c1de577607ce9b4866c2b310d0,true,true,true,true,true
124,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integration_issue_inventory.csv,committed_csv,100644,7cf0a9ff421ba987655c4dac4564c04dbaa854cd4f725b18136642f223762d30,7cf0a9ff421ba987655c4dac4564c04dbaa854cd4f725b18136642f223762d30,true,true,true,true,true
125,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integration_manifest.json,committed_manifest,100644,3b2a9a4c83d1dca999bc805ead8f3298fb75687034c4eae7595e2a5e22e26fa2,3b2a9a4c83d1dca999bc805ead8f3298fb75687034c4eae7595e2a5e22e26fa2,true,true,true,true,true
126,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1/covapie_covalent_residue_locator_historical_raw_fingerprint_authority.csv,committed_csv,100644,71cc0a46100e42318367514c86154493592eb0e82868178b2184d858c2cf2eaa,71cc0a46100e42318367514c86154493592eb0e82868178b2184d858c2cf2eaa,true,true,true,true,true
127,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1/covapie_covalent_residue_locator_historical_raw_fingerprint_authority_contract.csv,committed_csv,100644,7b26119e9eafaba15d547b955e9faa839e0a283c9bf61f714e7bc02d2594af20,7b26119e9eafaba15d547b955e9faa839e0a283c9bf61f714e7bc02d2594af20,true,true,true,true,true
128,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1/covapie_covalent_residue_locator_historical_raw_fingerprint_authority_manifest.json,committed_manifest,100644,4712bddaa9d41e5b83dc84ed82e4286fe1d08f1a5835aa6749f6f003f193387c,4712bddaa9d41e5b83dc84ed82e4286fe1d08f1a5835aa6749f6f003f193387c,true,true,true,true,true
129,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1/covapie_covalent_residue_locator_historical_raw_fingerprint_source_boundary_audit.csv,committed_csv,100644,40baae4a74fa8e530ef65bf401562b26bc06b0ea18649f78a2344ca09db26e0b,40baae4a74fa8e530ef65bf401562b26bc06b0ea18649f78a2344ca09db26e0b,true,true,true,true,true
130,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_context_matrix.csv,committed_csv,100644,8eac50078260e0567f6a99024d04ac92b512a0be10d2dcb66a4fa6dab52d1ef8,8eac50078260e0567f6a99024d04ac92b512a0be10d2dcb66a4fa6dab52d1ef8,true,true,true,true,true
131,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_field_matrix.csv,committed_csv,100644,53dccd0ff7b20465c9df13f2c9eefc254f39bcb40e30732d1cfdfa4036e888fb,53dccd0ff7b20465c9df13f2c9eefc254f39bcb40e30732d1cfdfa4036e888fb,true,true,true,true,true
132,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,committed_csv,100644,c1ae6cf9c2ca5450315ff3e3ed21b0a81d8bfc08c6a07e35d3f2dca1874e0d2f,c1ae6cf9c2ca5450315ff3e3ed21b0a81d8bfc08c6a07e35d3f2dca1874e0d2f,true,true,true,true,true
133,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integration_issue_inventory.csv,committed_csv,100644,80954e517a2425c3a5659114d08999b59aed2410be9f1af0f43eef79c22dbedd,80954e517a2425c3a5659114d08999b59aed2410be9f1af0f43eef79c22dbedd,true,true,true,true,true
134,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_issue_inventory.csv,committed_csv,100644,168ebf5213861fdcc85355b17414a1a005753e41b39fd126a35c381f931639f9,168ebf5213861fdcc85355b17414a1a005753e41b39fd126a35c381f931639f9,true,true,true,true,true
135,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1/covapie_covalent_residue_locator_real_raw_source_precondition_matrix.csv,committed_csv,100644,ddebe9fd671400bb3508408ba0f5e38b13c83cc1e125f37bc98ac572daa2ed0d,ddebe9fd671400bb3508408ba0f5e38b13c83cc1e125f37bc98ac572daa2ed0d,true,true,true,true,true
136,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_context_matrix.csv,committed_csv,100644,8eac50078260e0567f6a99024d04ac92b512a0be10d2dcb66a4fa6dab52d1ef8,8eac50078260e0567f6a99024d04ac92b512a0be10d2dcb66a4fa6dab52d1ef8,true,true,true,true,true
137,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_field_matrix.csv,committed_csv,100644,828b0e2fe3c26e1e81513cbe4fb48e221e604fa90fb1842972c29f3c2a44266f,828b0e2fe3c26e1e81513cbe4fb48e221e604fa90fb1842972c29f3c2a44266f,true,true,true,true,true
138,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,committed_csv,100644,e0b22771761719c6b2796638628eca3d27d417441b92ac231d1610a8b18b2760,e0b22771761719c6b2796638628eca3d27d417441b92ac231d1610a8b18b2760,true,true,true,true,true
139,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integration_issue_inventory.csv,committed_csv,100644,80954e517a2425c3a5659114d08999b59aed2410be9f1af0f43eef79c22dbedd,80954e517a2425c3a5659114d08999b59aed2410be9f1af0f43eef79c22dbedd,true,true,true,true,true
140,data/derived/covalent_small/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004_v1/covapie_minimal_unified_dispatch_registry_and_routing_audit.csv,committed_csv,100644,74945a7d26507d17442a5eb7af925c0ae231be2ba8baacd4a408fffbba4d1c07,74945a7d26507d17442a5eb7af925c0ae231be2ba8baacd4a408fffbba4d1c07,true,true,true,true,true
141,data/derived/covalent_small/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004_v1/covapie_minimal_unified_dispatch_shell_issue_inventory.csv,committed_csv,100644,5295ee97d8cc3c81cd376116c4dc87489e1b04a65d700a6d08a927d5c72a9951,5295ee97d8cc3c81cd376116c4dc87489e1b04a65d700a6d08a927d5c72a9951,true,true,true,true,true
142,data/derived/covalent_small/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004_v1/covapie_minimal_unified_dispatch_shell_manifest.json,committed_manifest,100644,702492ff08760f3cddcdedd724f8078795d998a736958c87bb39642fa793c097,702492ff08760f3cddcdedd724f8078795d998a736958c87bb39642fa793c097,true,true,true,true,true
143,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_context_matrix.csv,committed_csv,100644,dc816f74777a5cdced360048ac1cfdc27f711132868f04204d122c9d8f54c5af,dc816f74777a5cdced360048ac1cfdc27f711132868f04204d122c9d8f54c5af,true,true,true,true,true
144,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_field_matrix.csv,committed_csv,100644,56388107014e0295c3124bac4660280ff41393e8a8cb6ffa1b50e4028be3c8da,56388107014e0295c3124bac4660280ff41393e8a8cb6ffa1b50e4028be3c8da,true,true,true,true,true
145,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,committed_csv,100644,99e3a4c8c127af4ac900343a90dfd2eebde73a2f75e9c1a3b27782144858e317,99e3a4c8c127af4ac900343a90dfd2eebde73a2f75e9c1a3b27782144858e317,true,true,true,true,true
146,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integration_issue_inventory.csv,committed_csv,100644,8857f22fda3ce281dab13772ee322e9c1af838d7895e410d19084731f9637a21,8857f22fda3ce281dab13772ee322e9c1af838d7895e410d19084731f9637a21,true,true,true,true,true
147,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1/covapie_admit_001_to_004_registry_routing_and_oracle_audit.csv,committed_csv,100644,23b440c51d4cb4a924124d8bed9bbac21328c1fcab62aee115134901f49a3e1f,23b440c51d4cb4a924124d8bed9bbac21328c1fcab62aee115134901f49a3e1f,true,true,true,true,true
148,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1/covapie_admit_001_to_004_runtime_issue_inventory.csv,committed_csv,100644,27bed0fd2250e0c64c704771fdb2bca8f5e50554d99f53694dc579f85f578d1f,27bed0fd2250e0c64c704771fdb2bca8f5e50554d99f53694dc579f85f578d1f,true,true,true,true,true
149,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1/covapie_admit_001_to_004_runtime_manifest.json,committed_manifest,100644,9cf7e902566a4aef9aa098e9a9a966f925666df581f8c0ce408d8c9598905149,9cf7e902566a4aef9aa098e9a9a966f925666df581f8c0ce408d8c9598905149,true,true,true,true,true
150,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_005_v1/covapie_admit_001_to_005_registry_routing_and_oracle_audit.csv,committed_csv,100644,b7302fd4b0776711cec62283a15ade588d1822e68c39ddc7251c7512e0d650ad,b7302fd4b0776711cec62283a15ade588d1822e68c39ddc7251c7512e0d650ad,true,true,true,true,true
151,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_005_v1/covapie_admit_001_to_005_runtime_issue_inventory.csv,committed_csv,100644,7f815f3358ae3e53d296bc3ec0a129cd459184a76aa5169649b73fb1440e28bc,7f815f3358ae3e53d296bc3ec0a129cd459184a76aa5169649b73fb1440e28bc,true,true,true,true,true
