invariant_area,invariant_item,evidence_case_id,mutation_or_positive_probe,expected_outcome,expected_reason,observed_outcome,observed_reason,expected_projection,observed_projection,verified
orchestration_error_exact8,storage_and_types,error_reversed_storage,reverse Exact8 storage,invalid,BULK_DOWNLOAD_ORCHESTRATION_ERROR_INVARIANT_INVALID,invalid,BULK_DOWNLOAD_ORCHESTRATION_ERROR_INVARIANT_INVALID,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""0"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ORCHESTRATION_ERROR_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_error"",""source_scope_id"":""""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""0"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ORCHESTRATION_ERROR_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_error"",""source_scope_id"":""""}",true
orchestration_error_exact8,code_membership,error_code,mutate error code,invalid,BULK_DOWNLOAD_ORCHESTRATION_ERROR_INVARIANT_INVALID,invalid,BULK_DOWNLOAD_ORCHESTRATION_ERROR_INVARIANT_INVALID,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""0"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ORCHESTRATION_ERROR_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_error"",""source_scope_id"":""""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""0"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ORCHESTRATION_ERROR_INVARIANT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_error"",""source_scope_id"":""""}",true
orchestration_error_exact8,legal_projection,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,actual legal Exact8 error,invalid,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,invalid,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""0"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":""STAGE_ORCHESTRATION_SCOPE_ID_INVALID"",""source_kind"":""orchestration_error"",""source_scope_id"":""download_execution_permission""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""0"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":""STAGE_ORCHESTRATION_SCOPE_ID_INVALID"",""source_kind"":""orchestration_error"",""source_scope_id"":""download_execution_permission""}",true
action_permission,true_is_unauthorized_transition,action_true_precedes_invalid_and_blocked,set permission true,invalid,BULK_DOWNLOAD_ACTION_PERMISSION_TRANSITION_UNAUTHORIZED,invalid,BULK_DOWNLOAD_ACTION_PERMISSION_TRANSITION_UNAUTHORIZED,"{""action_permission_granted"":""true"",""blocked_candidate_indexes"":""[0]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""2"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[0,1]"",""invalid_candidate_indexes"":""[1]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ACTION_PERMISSION_TRANSITION_UNAUTHORIZED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}","{""action_permission_granted"":""true"",""blocked_candidate_indexes"":""[0]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""2"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[0,1]"",""invalid_candidate_indexes"":""[1]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ACTION_PERMISSION_TRANSITION_UNAUTHORIZED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}",true
action_permission,false_does_not_authorize,all_passed_permission_false,all candidates passed,blocked,BULK_DOWNLOAD_ACTION_PERMISSION_NOT_GRANTED,blocked,BULK_DOWNLOAD_ACTION_PERMISSION_NOT_GRANTED,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""1"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""blocked"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ACTION_PERMISSION_NOT_GRANTED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""1"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""blocked"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ACTION_PERMISSION_NOT_GRANTED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}",true
diagnostics,invalid_indexes_ordered,invalid_middle,invalid candidate in middle,invalid,BULK_DOWNLOAD_CANDIDATE_VERDICT_INVALID,invalid,BULK_DOWNLOAD_CANDIDATE_VERDICT_INVALID,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""3"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[1]"",""invalid_candidate_indexes"":""[1]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_CANDIDATE_VERDICT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""3"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[1]"",""invalid_candidate_indexes"":""[1]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_CANDIDATE_VERDICT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}",true
diagnostics,blocked_indexes_ordered,blocked_last,blocked candidate last,blocked,BULK_DOWNLOAD_CANDIDATE_VERDICT_BLOCKED,blocked,BULK_DOWNLOAD_CANDIDATE_VERDICT_BLOCKED,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[2]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""3"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[2]"",""invalid_candidate_indexes"":""[]"",""outcome"":""blocked"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_CANDIDATE_VERDICT_BLOCKED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[2]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""3"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[2]"",""invalid_candidate_indexes"":""[]"",""outcome"":""blocked"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_CANDIDATE_VERDICT_BLOCKED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}",true
diagnostics,failing_ordered_union,blocked_and_invalid,mixed blocked and invalid,invalid,BULK_DOWNLOAD_CANDIDATE_VERDICT_INVALID,invalid,BULK_DOWNLOAD_CANDIDATE_VERDICT_INVALID,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[0]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""2"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[0,1]"",""invalid_candidate_indexes"":""[1]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_CANDIDATE_VERDICT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[0]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""2"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[0,1]"",""invalid_candidate_indexes"":""[1]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_CANDIDATE_VERDICT_INVALID"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}",true
side_effect,zero_download_action,committed_orchestrator_download_scope,actual current path,blocked,BULK_DOWNLOAD_CANDIDATE_VERDICT_BLOCKED,blocked,BULK_DOWNLOAD_CANDIDATE_VERDICT_BLOCKED,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[0]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""1"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[0]"",""invalid_candidate_indexes"":""[]"",""outcome"":""blocked"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_CANDIDATE_VERDICT_BLOCKED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[0]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""1"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[0]"",""invalid_candidate_indexes"":""[]"",""outcome"":""blocked"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_CANDIDATE_VERDICT_BLOCKED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":"""",""source_kind"":""orchestration_result"",""source_scope_id"":""download_execution_permission""}",true
side_effect,zero_call_site_io,legal_error_precedes_success_shaped_coordinates,legal error path,invalid,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,invalid,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,"{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""0"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":""STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID"",""source_kind"":""orchestration_error"",""source_scope_id"":""download_execution_permission""}","{""action_permission_granted"":""false"",""blocked_candidate_indexes"":""[]"",""blocks_download"":""true"",""call_site_io_used"":""false"",""candidate_count"":""0"",""download_action_invoked"":""false"",""failing_candidate_indexes"":""[]"",""invalid_candidate_indexes"":""[]"",""outcome"":""invalid"",""passed"":""false"",""reason"":""BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED"",""schema_version"":""covapie_bulk_download_stage_orchestration_call_site_decision_v1"",""source_error_code"":""STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID"",""source_kind"":""orchestration_error"",""source_scope_id"":""download_execution_permission""}",true
