source_order,source_relative_path,source_kind,base_tree_mode,base_tree_sha256,filesystem_sha256,tracked_regular_non_symlink,parent_chain_verified,pinned_fd_read,triple_sha256_passed,source_boundary_passed
75,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,committed_csv,100644,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,true,true,true,true,true
76,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,committed_csv,100644,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,true,true,true,true,true
77,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,committed_csv,100644,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,44ca53db60e210ffe1200d32f449c1fd94107f2775ed19b9c14f3a1e982e9710,true,true,true,true,true
78,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,committed_csv,100644,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,1146ba9f7dce648726b54401ece8e7f5e94e9feea8057ab29d4fea8a8bf6f8b0,true,true,true,true,true
79,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,committed_csv,100644,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,a64a746cd13eb8f8421fcab1298f5657147e7882b8c786cf956f8096187966a1,true,true,true,true,true
80,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,committed_csv,100644,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,7c7707f5261461083bda7ab2177a423b608c725c070dafaff558bdf39256211e,true,true,true,true,true
81,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,committed_csv,100644,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,a7782e48cac282b047a392ee20b5b26a72fa1b2208a3889edf8b1c8af923921b,true,true,true,true,true
82,data/derived/covalent_small/covapie_final_dataset_qa_gate_v1/covapie_final_dataset_qa_v1_artifact_inventory_audit.csv,committed_csv,100644,0f01215310ae296355bb08348e9a9a0b9dbcef3a2e73a1e2c7ac63c25d4428e1,0f01215310ae296355bb08348e9a9a0b9dbcef3a2e73a1e2c7ac63c25d4428e1,true,true,true,true,true
83,data/derived/covalent_small/covapie_independent_group_expansion_struct_conn_crosscheck_smoke_v0/covapie_struct_conn_raw_fingerprint_audit.csv,committed_csv,100644,7533c44a7867b6aa11f3766a02ce5d9a93c3099a247dbd95ad5a7f241d81c231,7533c44a7867b6aa11f3766a02ce5d9a93c3099a247dbd95ad5a7f241d81c231,true,true,true,true,true
84,data/derived/covalent_small/covapie_metadata_source_inventory_gate_v0/covapie_metadata_inventory_scanned_artifact_audit.csv,committed_csv,100644,d8cd990856d17e31325b354343c172e851065a9b377a985f3c30deeae15fe7e3,d8cd990856d17e31325b354343c172e851065a9b377a985f3c30deeae15fe7e3,true,true,true,true,true
85,data/derived/covalent_small/real_covalent_pilot_download_integrity_gate_v0/real_covalent_raw_file_integrity_table.csv,committed_csv,100644,4f145847a68772487ebf8f30baf06c40263c2c8a9df62e57e393b29af27e2f63,4f145847a68772487ebf8f30baf06c40263c2c8a9df62e57e393b29af27e2f63,true,true,true,true,true
86,docs/covapie_bulk_download_admission_admit_010_formal_evaluator_interface_preconditions_audit_v1_summary.md,tracked_text,100644,2a06788205e3da1b1a99f81dd6dbd80488cf4169bec75c89c01684876768781f,2a06788205e3da1b1a99f81dd6dbd80488cf4169bec75c89c01684876768781f,true,true,true,true,true
87,docs/covapie_bulk_download_admission_admit_011_formal_evaluator_interface_preconditions_audit_v1_summary.md,tracked_text,100644,7a6c9d4581af1641242eea2e75955c560fad1a325f41451c6b990af36c9cb235,7a6c9d4581af1641242eea2e75955c560fad1a325f41451c6b990af36c9cb235,true,true,true,true,true
88,docs/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1_summary.md,tracked_text,100644,c80088179bda95244988807332776b0cad57fd00ed192e2f98a3bd0c97cb91ba,c80088179bda95244988807332776b0cad57fd00ed192e2f98a3bd0c97cb91ba,true,true,true,true,true
89,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,tracked_text,100644,0d401479128fe71a4ecf4ce1bc2169b3a8ef498bdbf77b664d7c781f23438433,0d401479128fe71a4ecf4ce1bc2169b3a8ef498bdbf77b664d7c781f23438433,true,true,true,true,true
90,docs/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1_summary.md,tracked_text,100644,e33f7deab5b7906b587fe7d9808398d35b8da87afba7121a9132388983357b24,e33f7deab5b7906b587fe7d9808398d35b8da87afba7121a9132388983357b24,true,true,true,true,true
91,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,python_source,100644,05da8d5826366717aaf54156f8162505f194c7d4dfbe74619365246b278bf993,05da8d5826366717aaf54156f8162505f194c7d4dfbe74619365246b278bf993,true,true,true,true,true
92,scripts/check_covapie_bulk_download_admission_admit_010_formal_evaluator_interface_preconditions_audit_v1.py,python_source,100644,f150864c78dc4b2bba97a528d55a5723100863100a5b9c3a5ef21f65608641c8,f150864c78dc4b2bba97a528d55a5723100863100a5b9c3a5ef21f65608641c8,true,true,true,true,true
93,scripts/check_covapie_bulk_download_admission_admit_011_formal_evaluator_interface_preconditions_audit_v1.py,python_source,100644,ef03227d97ec6234c589f1c226e1d641af87e0bf7e1719f3b637357c63c20519,ef03227d97ec6234c589f1c226e1d641af87e0bf7e1719f3b637357c63c20519,true,true,true,true,true
94,scripts/check_covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1.py,python_source,100644,c4217ee5448594546ca9efedf0cd84313c4f2105bcf31f3cd7f332d864a8f05f,c4217ee5448594546ca9efedf0cd84313c4f2105bcf31f3cd7f332d864a8f05f,true,true,true,true,true
95,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,python_source,100644,b3f8c591eee19d427486bf3ee8ef0d049194adde11fb786d4c510d304bf7fab5,b3f8c591eee19d427486bf3ee8ef0d049194adde11fb786d4c510d304bf7fab5,true,true,true,true,true
96,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,python_source,100644,aaf480ae038f069fdb47e1811ac6b653ca252ae353292890b0f62b8893f6d51c,aaf480ae038f069fdb47e1811ac6b653ca252ae353292890b0f62b8893f6d51c,true,true,true,true,true
97,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,python_source,100644,ce85dd316084e807e74f0aaaf304a1000bfbc36c3557ce0d86ca43fa0c101a81,ce85dd316084e807e74f0aaaf304a1000bfbc36c3557ce0d86ca43fa0c101a81,true,true,true,true,true
98,scripts/check_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1.py,python_source,100644,2943088bd96de7299f265218ae0ba87d7c3e668803f316f03bef970ddccb8b6a,2943088bd96de7299f265218ae0ba87d7c3e668803f316f03bef970ddccb8b6a,true,true,true,true,true
99,scripts/check_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,python_source,100644,be2bb738dfa85138e13502efe1daebb7e5b4958fb7b03d745f0bad04e238689d,be2bb738dfa85138e13502efe1daebb7e5b4958fb7b03d745f0bad04e238689d,true,true,true,true,true
100,scripts/check_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,python_source,100644,3dfad3004184f1b561fdacbe7c9fd796fea06c222cecb1f78f957c666a469ec0,3dfad3004184f1b561fdacbe7c9fd796fea06c222cecb1f78f957c666a469ec0,true,true,true,true,true
101,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate.py,python_source,100644,8f86c22cb5f9154ddf3481f7976bfa964573f68427e63916c503ed9c68d71d98,8f86c22cb5f9154ddf3481f7976bfa964573f68427e63916c503ed9c68d71d98,true,true,true,true,true
102,src/covalent_ext/covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_integration_gate.py,python_source,100644,75bf99f2e45bc512e4a4c5195b472d43d219800297983f3f5b56c0b73094b368,75bf99f2e45bc512e4a4c5195b472d43d219800297983f3f5b56c0b73094b368,true,true,true,true,true
103,src/covalent_ext/covapie_bulk_download_admission_admit_010_formal_evaluator_interface_preconditions_audit.py,python_source,100644,229945a3edad28ee7770172cb931e05ac463db56b0dd1abe57a8053bb4d7e5b1,229945a3edad28ee7770172cb931e05ac463db56b0dd1abe57a8053bb4d7e5b1,true,true,true,true,true
104,src/covalent_ext/covapie_bulk_download_admission_admit_011_formal_evaluator_interface_preconditions_audit.py,python_source,100644,999a126cab9e189adf5206b1972cd8db0a7ea5de4aefb7182744c5cec108b99a,999a126cab9e189adf5206b1972cd8db0a7ea5de4aefb7182744c5cec108b99a,true,true,true,true,true
105,src/covalent_ext/covapie_bulk_download_admission_candidate_record_id_semantics_design_gate.py,python_source,100644,625b1b5e2e4da30aa0fff80efd8fd3ceaceb1807bd3a376d169f5374bbd6fda7,625b1b5e2e4da30aa0fff80efd8fd3ceaceb1807bd3a376d169f5374bbd6fda7,true,true,true,true,true
106,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate.py,python_source,100644,5cf0b0ecad6e374c84b35ef3558c2021bc17c4fd6ad4affd0a8c908c67c28396,5cf0b0ecad6e374c84b35ef3558c2021bc17c4fd6ad4affd0a8c908c67c28396,true,true,true,true,true
107,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate.py,python_source,100644,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,672509b4a276087397499fcf956589375804230aae525b748d8ca4354ddb0e21,true,true,true,true,true
108,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,python_source,100644,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,true,true,true,true,true
109,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,python_source,100644,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,true,true,true,true,true
110,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,python_source,100644,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,true,true,true,true,true
111,src/covalent_ext/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011.py,python_source,100644,ca8e64897b30f961d999d37ce8af5eb985ddf34f332af40c29bf2142bad6e2c8,ca8e64897b30f961d999d37ce8af5eb985ddf34f332af40c29bf2142bad6e2c8,true,true,true,true,true
112,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_design_gate.py,python_source,100644,79ecb3fb1084ddc161d1bec1a7db664ffbeda71952e31e4233317ecd487905d6,79ecb3fb1084ddc161d1bec1a7db664ffbeda71952e31e4233317ecd487905d6,true,true,true,true,true
113,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,python_source,100644,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,true,true,true,true,true
114,src/covalent_ext/covapie_final_dataset_qa_gate_v1.py,python_source,100644,90a7166a43e43dced7aa6b00c5c056ce1e11deb02f75c3ff4dfe0df15c4cc59e,90a7166a43e43dced7aa6b00c5c056ce1e11deb02f75c3ff4dfe0df15c4cc59e,true,true,true,true,true
115,src/covalent_ext/covapie_independent_group_expansion_struct_conn_crosscheck_smoke.py,python_source,100644,8b2b9f70b35c239a473848320a27f393070eac3633fe0c460a8bcedf104ecd0a,8b2b9f70b35c239a473848320a27f393070eac3633fe0c460a8bcedf104ecd0a,true,true,true,true,true
116,src/covalent_ext/real_covalent_pilot_download_integrity_gate.py,python_source,100644,df5a8bfe9935db416a934535ffa33285d6b0aea466617c1ae1a89a934e1dd20c,df5a8bfe9935db416a934535ffa33285d6b0aea466617c1ae1a89a934e1dd20c,true,true,true,true,true
117,tests/test_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,python_source,100644,fe3e41a6dd5f3b7ae00cf41e5d8cb077ea934f96a17c3a2f3ea4d89918572476,fe3e41a6dd5f3b7ae00cf41e5d8cb077ea934f96a17c3a2f3ea4d89918572476,true,true,true,true,true
118,tests/test_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_integration_gate_v1.py,python_source,100644,2d423d617a8cbb197877995616eb5f46efecae8fe953ea7b555fdf4507057fbe,2d423d617a8cbb197877995616eb5f46efecae8fe953ea7b555fdf4507057fbe,true,true,true,true,true
119,tests/test_covapie_bulk_download_admission_admit_010_formal_evaluator_interface_preconditions_audit_v1.py,python_source,100644,c5743dc12169ec2c0eae3315b6f3d477cd581c81f3b3b2124c3cf3e722907801,c5743dc12169ec2c0eae3315b6f3d477cd581c81f3b3b2124c3cf3e722907801,true,true,true,true,true
120,tests/test_covapie_bulk_download_admission_admit_011_formal_evaluator_interface_preconditions_audit_v1.py,python_source,100644,4b947b85228863d59bc8f88eb593762b535a84a7d207e648c9c912ec608e371f,4b947b85228863d59bc8f88eb593762b535a84a7d207e648c9c912ec608e371f,true,true,true,true,true
121,tests/test_covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1.py,python_source,100644,7a4eeba2da603e22e9053477249d3797d5eff5e76c26c67c0b336fe86ff8ccbf,7a4eeba2da603e22e9053477249d3797d5eff5e76c26c67c0b336fe86ff8ccbf,true,true,true,true,true
122,tests/test_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,python_source,100644,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,true,true,true,true,true
123,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,python_source,100644,619034e6fe5f3597e5c733b1e2f29dfc523153513869254397e80f786d5e87f9,619034e6fe5f3597e5c733b1e2f29dfc523153513869254397e80f786d5e87f9,true,true,true,true,true
124,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,python_source,100644,17a4805ff9c97edb90859ae695d443fc7dadfb95ef0a09577324a40b967ed3dd,17a4805ff9c97edb90859ae695d443fc7dadfb95ef0a09577324a40b967ed3dd,true,true,true,true,true
125,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,python_source,100644,693647798127d3c95dbde695b5a96fdcd6c8d4f5c4172ce64cb2908230fd007d,693647798127d3c95dbde695b5a96fdcd6c8d4f5c4172ce64cb2908230fd007d,true,true,true,true,true
126,tests/test_covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1.py,python_source,100644,e3dd4d9fd7cc59a10ecab4abc5efb13034265b8f013d6452385e1a2a7fddc924,e3dd4d9fd7cc59a10ecab4abc5efb13034265b8f013d6452385e1a2a7fddc924,true,true,true,true,true
127,tests/test_covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1.py,python_source,100644,4df0eda435f54f1ff42adf177d89668a3a1e46a58e64d70904e9b1471abeae6b,4df0eda435f54f1ff42adf177d89668a3a1e46a58e64d70904e9b1471abeae6b,true,true,true,true,true
128,tests/test_covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1.py,python_source,100644,7ae79e16a2426d0b0692b1ef33963f6e3002f57ebb778d098bbeaca8a3415bbd,7ae79e16a2426d0b0692b1ef33963f6e3002f57ebb778d098bbeaca8a3415bbd,true,true,true,true,true
129,tests/test_real_covalent_pilot_download_integrity_gate_v0.py,python_source,100644,29a341fb066d170bc2b2a10fa3d58d7cb899e225af94b6a7267cec6fc497e708,29a341fb066d170bc2b2a10fa3d58d7cb899e225af94b6a7267cec6fc497e708,true,true,true,true,true
