canonical_event_id,review_unit_id,source_template_sha256,published_event_inventory_sha256,canonical_five_mask_contract_sha256,completed_lane,task_domain_relevance_label_available,task_domain_relevance_label,positive_generative_supervision_eligible,reactive_atom_pair_label_available,protein_reactive_atom,ligand_reactive_atom,warhead_atom_set_label_available,warhead_atom_ids_json,role_partition_label_available,scaffold_atom_ids_json,linker_atom_ids_json,role_warhead_atom_ids_json,post_geometry_usability_label_available,post_geometry_training_usable,post_geometry_supervision_available,event_training_use_label_available,event_training_use_decision,approved_canonical_reaction_family_target_available,canonical_reaction_family_id,proposed_family_label_non_authoritative,proposed_family_label_is_training_class_target,warhead_type_classification_target_available,warhead_type_classification_target_id,warhead_type_classification_availability_status,production_family_authority_created,experimental_pre_geometry_target_available,experimental_pre_geometry_target,experimental_pre_geometry_availability_status,mask_A_warhead_only_available,mask_A_warhead_only_target_atom_ids_json,mask_B_linker_plus_warhead_available,mask_B_linker_plus_warhead_target_atom_ids_json,mask_B2_scaffold_plus_warhead_available,mask_B2_scaffold_plus_warhead_target_atom_ids_json,mask_B3_scaffold_only_available,mask_B3_scaffold_only_target_atom_ids_json,mask_C_scaffold_plus_linker_plus_warhead_available,mask_C_scaffold_plus_linker_plus_warhead_target_atom_ids_json,five_mask_derivation_status,label_availability_status
COVAPIE_CYS_SG_EVENT_V1:3B9H:A:CYS:146-:SG:D:NDU:C6,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,d99bfb48d54432dd64f62ebf4b9619af76f9b6a9791ff1bb577a1f4ee62e6c47,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C6,true,"[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P""]","[""C1'""]","[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MECHANISM_BASED_ADDITION_TO_5_NITRO_DUMP_PYRIMIDINE_C6_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C1'"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P"",""C1'"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3BHL:A:CYS:146-:SG:C:NDU:C6,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,d99bfb48d54432dd64f62ebf4b9619af76f9b6a9791ff1bb577a1f4ee62e6c47,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C6,true,"[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P""]","[""C1'""]","[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MECHANISM_BASED_ADDITION_TO_5_NITRO_DUMP_PYRIMIDINE_C6_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C1'"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P"",""C1'"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3BHL:B:CYS:146-:SG:G:NDU:C6,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,d99bfb48d54432dd64f62ebf4b9619af76f9b6a9791ff1bb577a1f4ee62e6c47,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C6,true,"[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P""]","[""C1'""]","[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MECHANISM_BASED_ADDITION_TO_5_NITRO_DUMP_PYRIMIDINE_C6_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C1'"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P"",""C1'"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:3BHR:A:CYS:146-:SG:E:NDU:C6,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,d99bfb48d54432dd64f62ebf4b9619af76f9b6a9791ff1bb577a1f4ee62e6c47,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C6,true,"[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P""]","[""C1'""]","[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MECHANISM_BASED_ADDITION_TO_5_NITRO_DUMP_PYRIMIDINE_C6_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C1'"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P""]",true,"[""C2'"",""C3'"",""C4'"",""C5'"",""O3'"",""O4'"",""O5'"",""OP1"",""OP2"",""OP3"",""P"",""C1'"",""C2"",""C4"",""C5"",""C6"",""N1"",""N3"",""N5"",""O2"",""O4"",""O51"",""O52""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:2VJY:A:CYS:221-:SG:H:ALK:C2,COVAPIE_BULK_REVIEW_UNIT_5A97818B52C80D18,fa796e4013d0156aacbc3ff9215b2577ba685142f592128efecabbf542335e73,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:2VJY:B:CYS:221-:SG:M:ALK:C2,COVAPIE_BULK_REVIEW_UNIT_5A97818B52C80D18,fa796e4013d0156aacbc3ff9215b2577ba685142f592128efecabbf542335e73,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:2VJY:C:CYS:221-:SG:R:ALK:C2,COVAPIE_BULK_REVIEW_UNIT_5A97818B52C80D18,fa796e4013d0156aacbc3ff9215b2577ba685142f592128efecabbf542335e73,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:2VJY:D:CYS:221-:SG:W:ALK:C2,COVAPIE_BULK_REVIEW_UNIT_5A97818B52C80D18,fa796e4013d0156aacbc3ff9215b2577ba685142f592128efecabbf542335e73,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:2GZ3:A:CYS:128-:SG:F:AS2:CG,COVAPIE_BULK_REVIEW_UNIT_ECD4EA720B433528,dc55ffb78987c770f4e8aaaba9487ef1adc220a7f6524c6fdf0ffd6c3f7ef23b,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:2GZ3:B:CYS:128-:SG:H:AS2:CG,COVAPIE_BULK_REVIEW_UNIT_ECD4EA720B433528,dc55ffb78987c770f4e8aaaba9487ef1adc220a7f6524c6fdf0ffd6c3f7ef23b,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:2GZ3:C:CYS:128-:SG:J:AS2:CG,COVAPIE_BULK_REVIEW_UNIT_ECD4EA720B433528,dc55ffb78987c770f4e8aaaba9487ef1adc220a7f6524c6fdf0ffd6c3f7ef23b,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:2GZ3:D:CYS:128-:SG:L:AS2:CG,COVAPIE_BULK_REVIEW_UNIT_ECD4EA720B433528,dc55ffb78987c770f4e8aaaba9487ef1adc220a7f6524c6fdf0ffd6c3f7ef23b,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_TASK_DOMAIN_NEGATIVE,true,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,false,false,,,false,,false,,,,false,,false,false,,false,,,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,false,,false,,false,,false,,false,,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE,NOT_APPLICABLE_TASK_DOMAIN_NEGATIVE
COVAPIE_CYS_SG_EVENT_V1:2ZK1:A:CYS:285-:SG:C:PTG:C8,COVAPIE_BULK_REVIEW_UNIT_E29582A478EC4247,9a88e0ce5d82f5a9fa0998f9b675306e8addfcf0a34013aafc5fa9de72336163,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C8,true,"[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24""]","[""C16"",""C5""]","[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MICHAEL_ADDITION_TO_BUTADIENYL_CYCLOPENTENONE_BETA_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C16"",""C5"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24"",""C16"",""C5"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:2ZK1:B:CYS:285-:SG:D:PTG:C8,COVAPIE_BULK_REVIEW_UNIT_E29582A478EC4247,9a88e0ce5d82f5a9fa0998f9b675306e8addfcf0a34013aafc5fa9de72336163,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C8,true,"[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24""]","[""C16"",""C5""]","[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MICHAEL_ADDITION_TO_BUTADIENYL_CYCLOPENTENONE_BETA_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C16"",""C5"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24"",""C16"",""C5"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
COVAPIE_CYS_SG_EVENT_V1:2ZK2:A:CYS:285-:SG:D:PTG:C8,COVAPIE_BULK_REVIEW_UNIT_E29582A478EC4247,9a88e0ce5d82f5a9fa0998f9b675306e8addfcf0a34013aafc5fa9de72336163,ea4ec17fed58d2a7100173ada17a0956a5c37ef4690899f415a9b497c8508173,71e70349fd9f9db754e255dbcf1059734a0c3ce2e04e973b14b1e3edd2ab45e1,COMPLETED_POSITIVE_CHEMISTRY,true,RELEVANT_FOR_COVAPIE_POST_ONLY_V1,true,true,SG,C8,true,"[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24""]","[""C16"",""C5""]","[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,YES,true,true,INCLUDE,false,,CYS_SG_MICHAEL_ADDITION_TO_BUTADIENYL_CYCLOPENTENONE_BETA_CARBON_V1,false,false,,UNAVAILABLE_MISSING_APPROVED_FAMILY_AND_FROZEN_WARHEAD_TYPE_VOCABULARY,false,false,,UNAVAILABLE_EXPERIMENTAL_PRE_NOT_REQUIRED_FOR_POST_ONLY_V1,true,"[""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C16"",""C5"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24""]",true,"[""C1"",""C17"",""C18"",""C19"",""C2"",""C20"",""C21"",""C22"",""C3"",""C4"",""O23"",""O24"",""C16"",""C5"",""C10"",""C11"",""C13"",""C14"",""C15"",""C6"",""C7"",""C8"",""O12""]",AVAILABLE_EXACT_HUMAN_ROLE_PARTITION,AVAILABLE_POSITIVE_POST_ONLY_SUPERVISION
