case_id,case_group,field_name,expected_value,design_value,runtime_value,expected_design_exact_type,expected_runtime_exact_type,design_runtime_exact_type,three_way_parity_verified
UNIFIED_CORRUPT,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,passed,false,false,false,true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,blocks_transition,true,true,true,true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_RESULT_INVARIANT_INVALID""",true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,candidate_count,0,0,0,true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,source_lineage_verified,false,false,false,true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,transition_eligible,false,false,false,true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,action_permission_granted,false,false,false,true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,download_action_invoked,false,false,false,true,true,true,true
COMBINED_CORRUPT,stage_result_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_SCHEMA,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_SCHEMA,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_SCHEMA,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_SCHEMA,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_SCHEMA,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_SCHEMA,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_SCHEMA,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_SCHEMA,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_SCHEMA,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_SCHEMA,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_SCHEMA,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_SCHEMA,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_SCHEMA,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_SCHEMA,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_SCHEMA,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_SCHEMA,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_SCHEMA,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_SCHEMA,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_SCHEMA,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_STORAGE,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_STORAGE,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_STORAGE,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_STORAGE,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_STORAGE,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_STORAGE,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_STORAGE,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_STORAGE,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_STORAGE,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_STORAGE,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_STORAGE,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_STORAGE,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_STORAGE,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_STORAGE,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_STORAGE,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_STORAGE,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_STORAGE,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_STORAGE,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_STORAGE,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_SOURCE_KIND,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_SCOPE_UNKNOWN,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_DIAGNOSTICS,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_FAILING,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_FAILING,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_FAILING,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_FAILING,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_FAILING,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_FAILING,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_FAILING,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_FAILING,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_FAILING,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_FAILING,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_FAILING,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_FAILING,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_FAILING,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_FAILING,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_FAILING,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_FAILING,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_FAILING,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_FAILING,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_FAILING,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_PERMISSION_TYPE,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_DOWNLOAD_ACTION,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
DECISION_IO,decision_invariant,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
DECISION_IO,decision_invariant,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
DECISION_IO,decision_invariant,passed,false,false,false,true,true,true,true
DECISION_IO,decision_invariant,blocks_transition,true,true,true,true,true,true,true
DECISION_IO,decision_invariant,reason,"""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_CALL_SITE_DECISION_INVARIANT_INVALID""",true,true,true,true
DECISION_IO,decision_invariant,source_scope_id,"""""","""""","""""",true,true,true,true
DECISION_IO,decision_invariant,candidate_count,0,0,0,true,true,true,true
DECISION_IO,decision_invariant,admit_014_outcome,"""""","""""","""""",true,true,true,true
DECISION_IO,decision_invariant,candidate_combined_outcomes,[],[],[],true,true,true,true
DECISION_IO,decision_invariant,call_site_decision_outcome,"""""","""""","""""",true,true,true,true
DECISION_IO,decision_invariant,call_site_decision_reason,"""""","""""","""""",true,true,true,true
DECISION_IO,decision_invariant,invalid_candidate_indexes,[],[],[],true,true,true,true
DECISION_IO,decision_invariant,blocked_candidate_indexes,[],[],[],true,true,true,true
DECISION_IO,decision_invariant,failing_candidate_indexes,[],[],[],true,true,true,true
DECISION_IO,decision_invariant,source_lineage_verified,false,false,false,true,true,true,true
DECISION_IO,decision_invariant,transition_eligible,false,false,false,true,true,true,true
DECISION_IO,decision_invariant,action_permission_granted,false,false,false,true,true,true,true
DECISION_IO,decision_invariant,download_action_invoked,false,false,false,true,true,true,true
DECISION_IO,decision_invariant,bridge_io_used,false,false,false,true,true,true,true
WRONG_SCOPE,scope_io_transition,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
WRONG_SCOPE,scope_io_transition,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
WRONG_SCOPE,scope_io_transition,passed,false,false,false,true,true,true,true
WRONG_SCOPE,scope_io_transition,blocks_transition,true,true,true,true,true,true,true
WRONG_SCOPE,scope_io_transition,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_SCOPE_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_SCOPE_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_SCOPE_INVALID""",true,true,true,true
WRONG_SCOPE,scope_io_transition,source_scope_id,"""post_download_acceptance_permission""","""post_download_acceptance_permission""","""post_download_acceptance_permission""",true,true,true,true
WRONG_SCOPE,scope_io_transition,candidate_count,1,1,1,true,true,true,true
WRONG_SCOPE,scope_io_transition,admit_014_outcome,"""blocked""","""blocked""","""blocked""",true,true,true,true
WRONG_SCOPE,scope_io_transition,candidate_combined_outcomes,"[""blocked""]","[""blocked""]","[""blocked""]",true,true,true,true
WRONG_SCOPE,scope_io_transition,call_site_decision_outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
WRONG_SCOPE,scope_io_transition,call_site_decision_reason,"""BULK_DOWNLOAD_STAGE_SCOPE_INVALID""","""BULK_DOWNLOAD_STAGE_SCOPE_INVALID""","""BULK_DOWNLOAD_STAGE_SCOPE_INVALID""",true,true,true,true
WRONG_SCOPE,scope_io_transition,invalid_candidate_indexes,[],[],[],true,true,true,true
WRONG_SCOPE,scope_io_transition,blocked_candidate_indexes,[],[],[],true,true,true,true
WRONG_SCOPE,scope_io_transition,failing_candidate_indexes,[],[],[],true,true,true,true
WRONG_SCOPE,scope_io_transition,source_lineage_verified,false,false,false,true,true,true,true
WRONG_SCOPE,scope_io_transition,transition_eligible,false,false,false,true,true,true,true
WRONG_SCOPE,scope_io_transition,action_permission_granted,false,false,false,true,true,true,true
WRONG_SCOPE,scope_io_transition,download_action_invoked,false,false,false,true,true,true,true
WRONG_SCOPE,scope_io_transition,bridge_io_used,false,false,false,true,true,true,true
ORCHESTRATION_IO,scope_io_transition,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
ORCHESTRATION_IO,scope_io_transition,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
ORCHESTRATION_IO,scope_io_transition,passed,false,false,false,true,true,true,true
ORCHESTRATION_IO,scope_io_transition,blocks_transition,true,true,true,true,true,true,true
ORCHESTRATION_IO,scope_io_transition,reason,"""ACTION_PERMISSION_BRIDGE_STAGE_IO_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_IO_INVARIANT_INVALID""","""ACTION_PERMISSION_BRIDGE_STAGE_IO_INVARIANT_INVALID""",true,true,true,true
ORCHESTRATION_IO,scope_io_transition,source_scope_id,"""download_execution_permission""","""download_execution_permission""","""download_execution_permission""",true,true,true,true
ORCHESTRATION_IO,scope_io_transition,candidate_count,1,1,1,true,true,true,true
ORCHESTRATION_IO,scope_io_transition,admit_014_outcome,"""passed""","""passed""","""passed""",true,true,true,true
ORCHESTRATION_IO,scope_io_transition,candidate_combined_outcomes,"[""passed""]","[""passed""]","[""passed""]",true,true,true,true
ORCHESTRATION_IO,scope_io_transition,call_site_decision_outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
ORCHESTRATION_IO,scope_io_transition,call_site_decision_reason,"""BULK_DOWNLOAD_STAGE_IO_INVARIANT_INVALID""","""BULK_DOWNLOAD_STAGE_IO_INVARIANT_INVALID""","""BULK_DOWNLOAD_STAGE_IO_INVARIANT_INVALID""",true,true,true,true
ORCHESTRATION_IO,scope_io_transition,invalid_candidate_indexes,[],[],[],true,true,true,true
ORCHESTRATION_IO,scope_io_transition,blocked_candidate_indexes,[],[],[],true,true,true,true
ORCHESTRATION_IO,scope_io_transition,failing_candidate_indexes,[],[],[],true,true,true,true
ORCHESTRATION_IO,scope_io_transition,source_lineage_verified,false,false,false,true,true,true,true
ORCHESTRATION_IO,scope_io_transition,transition_eligible,false,false,false,true,true,true,true
ORCHESTRATION_IO,scope_io_transition,action_permission_granted,false,false,false,true,true,true,true
ORCHESTRATION_IO,scope_io_transition,download_action_invoked,false,false,false,true,true,true,true
ORCHESTRATION_IO,scope_io_transition,bridge_io_used,false,false,false,true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,schema_version,"""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""","""covapie_bulk_download_stage_orchestration_action_permission_bridge_decision_v1""",true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,outcome,"""invalid""","""invalid""","""invalid""",true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,passed,false,false,false,true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,blocks_transition,true,true,true,true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,reason,"""ACTION_PERMISSION_BRIDGE_SOURCE_ALREADY_TRANSITIONED""","""ACTION_PERMISSION_BRIDGE_SOURCE_ALREADY_TRANSITIONED""","""ACTION_PERMISSION_BRIDGE_SOURCE_ALREADY_TRANSITIONED""",true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,source_scope_id,"""download_execution_permission""","""download_execution_permission""","""download_execution_permission""",true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,candidate_count,1,1,1,true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,admit_014_outcome,"""passed""","""passed""","""passed""",true,true,true,true
SOURCE_TRANSITIONED,scope_io_transition,candidate_combined_outcomes,"[""passed""]","[""passed""]","[""passed""]",true,true,true,true
