case_group,case_id,decision_field,expected_value,design_value,runtime_value,expected_exact_type,design_exact_type,runtime_exact_type,design_parity_verified,runtime_parity_verified,three_way_parity_verified
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,outcome,invalid,invalid,invalid,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,passed,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,blocks_download,true,true,true,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,reason,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,source_kind,orchestration_error,orchestration_error,orchestration_error,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,source_scope_id,download_execution_permission,download_execution_permission,download_execution_permission,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,source_error_code,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,candidate_count,0,0,0,int,int,int,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_SCOPE_ID_INVALID,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,outcome,invalid,invalid,invalid,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,passed,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,blocks_download,true,true,true,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,reason,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,source_kind,orchestration_error,orchestration_error,orchestration_error,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,source_scope_id,download_execution_permission,download_execution_permission,download_execution_permission,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,source_error_code,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,candidate_count,0,0,0,int,int,int,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_VECTOR_INVALID,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,outcome,invalid,invalid,invalid,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,passed,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,blocks_download,true,true,true,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,reason,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,source_kind,orchestration_error,orchestration_error,orchestration_error,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,source_scope_id,download_execution_permission,download_execution_permission,download_execution_permission,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,source_error_code,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,candidate_count,0,0,0,int,int,int,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_CANDIDATE_INPUT_INVARIANT_INVALID,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,outcome,invalid,invalid,invalid,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,passed,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,blocks_download,true,true,true,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,reason,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,source_kind,orchestration_error,orchestration_error,orchestration_error,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,source_scope_id,download_execution_permission,download_execution_permission,download_execution_permission,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,source_error_code,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,candidate_count,0,0,0,int,int,int,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_BATCH_CONTEXT_INVALID,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,outcome,invalid,invalid,invalid,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,passed,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,blocks_download,true,true,true,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,reason,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,source_kind,orchestration_error,orchestration_error,orchestration_error,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,source_scope_id,download_execution_permission,download_execution_permission,download_execution_permission,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,source_error_code,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,candidate_count,0,0,0,int,int,int,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_STAGE_AUTHORIZATION_CONTEXT_INVALID,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,outcome,invalid,invalid,invalid,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,passed,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,blocks_download,true,true,true,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,reason,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,source_kind,orchestration_error,orchestration_error,orchestration_error,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,source_scope_id,download_execution_permission,download_execution_permission,download_execution_permission,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,source_error_code,STAGE_ORCHESTRATION_DISPATCH_ERROR,STAGE_ORCHESTRATION_DISPATCH_ERROR,STAGE_ORCHESTRATION_DISPATCH_ERROR,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,candidate_count,0,0,0,int,int,int,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_DISPATCH_ERROR,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,outcome,invalid,invalid,invalid,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,passed,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,blocks_download,true,true,true,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,reason,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,source_kind,orchestration_error,orchestration_error,orchestration_error,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,source_scope_id,download_execution_permission,download_execution_permission,download_execution_permission,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,source_error_code,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,candidate_count,0,0,0,int,int,int,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_RULE_RESULT_INVARIANT_INVALID,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,outcome,invalid,invalid,invalid,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,passed,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,blocks_download,true,true,true,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,reason,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,BULK_DOWNLOAD_ORCHESTRATION_ERROR_FAIL_CLOSED,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,source_kind,orchestration_error,orchestration_error,orchestration_error,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,source_scope_id,download_execution_permission,download_execution_permission,download_execution_permission,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,source_error_code,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,candidate_count,0,0,0,int,int,int,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
error_exact8_codes,STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,schema,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,schema,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,schema,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,schema,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,schema,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,schema,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,schema,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,schema,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,schema,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,schema,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,schema,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,schema,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,schema,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,schema,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,schema,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,unknown_scope,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,unknown_scope,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,unknown_scope,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,unknown_scope,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,unknown_scope,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,unknown_scope,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,unknown_scope,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,unknown_scope,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,unknown_scope,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,unknown_scope,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,unknown_scope,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,unknown_scope,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,unknown_scope,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,unknown_scope,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,unknown_scope,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_zero,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,candidate_count_zero,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,candidate_count_zero,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_zero,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_zero,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,candidate_count_zero,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,candidate_count_zero,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,candidate_count_zero,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,candidate_count_zero,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,candidate_count_zero,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_count_zero,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_count_zero,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_count_zero,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_zero,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_zero,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_bool_as_int,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,candidate_count_bool_as_int,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,candidate_count_bool_as_int,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_bool_as_int,blocks_download,true,true,true,bool,bool,bool,true,true,true
