value_order,source_relative_path,source_sha256,field_name,observed_value,inferred_exact_builtin_type,empty_value,null_like,lifecycle_status,general_grammar_frozen,provenance_equivalence_inferred,value_audit_passed
86,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000001;CYS_SG_SAMPLE_INDEX_000002;CYS_SG_SAMPLE_INDEX_000003,str,false,false,historical_observed_value,false,false,true
87,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000004,str,false,false,historical_observed_value,false,false,true
88,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000005,str,false,false,historical_observed_value,false,false,true
89,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000006;CYS_SG_SAMPLE_INDEX_000007;CYS_SG_SAMPLE_INDEX_000008;CYS_SG_SAMPLE_INDEX_000009;CYS_SG_SAMPLE_INDEX_000010,str,false,false,historical_observed_value,false,false,true
90,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000011,str,false,false,historical_observed_value,false,false,true
91,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,source_stage_composition,expansion,str,false,false,historical_observed_value,false,false,true
92,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,source_stage_composition,pilot,str,false,false,historical_observed_value,false,false,true
93,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,final_leakage_group_status,confirmed_nonindependent_group_within_current_11_sample_set,str,false,false,final_named_historical_artifact,false,false,true
94,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,final_leakage_group_status,provisional_independent_singleton_within_current_11_sample_set,str,false,false,provisional_status,false,false,true
95,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,singleton_group,False,bool,false,false,historical_observed_value,false,false,true
96,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,singleton_group,True,bool,false,false,historical_observed_value,false,false,true
97,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_split_assignment_id,COVAPIE_GROUP_SPLIT_000001,str,false,false,historical_observed_value,false,false,true
98,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_split_assignment_id,COVAPIE_GROUP_SPLIT_000002,str,false,false,historical_observed_value,false,false,true
99,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_split_assignment_id,COVAPIE_GROUP_SPLIT_000003,str,false,false,historical_observed_value,false,false,true
100,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_split_assignment_id,COVAPIE_GROUP_SPLIT_000004,str,false,false,historical_observed_value,false,false,true
101,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_split_assignment_id,COVAPIE_GROUP_SPLIT_000005,str,false,false,historical_observed_value,false,false,true
102,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000001,str,false,false,final_named_historical_artifact,false,false,true
103,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000002,str,false,false,final_named_historical_artifact,false,false,true
104,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000003,str,false,false,final_named_historical_artifact,false,false,true
105,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000004,str,false,false,final_named_historical_artifact,false,false,true
106,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000005,str,false,false,final_named_historical_artifact,false,false,true
107,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_order,1,int,false,false,historical_observed_value,false,false,true
108,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_order,2,int,false,false,historical_observed_value,false,false,true
109,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_order,3,int,false,false,historical_observed_value,false,false,true
110,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_order,4,int,false,false,historical_observed_value,false,false,true
111,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_order,5,int,false,false,historical_observed_value,false,false,true
112,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,member_count,1,int,false,false,historical_observed_value,false,false,true
113,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,member_count,3,int,false,false,historical_observed_value,false,false,true
114,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,member_count,5,int,false,false,historical_observed_value,false,false,true
115,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000001;CYS_SG_SAMPLE_INDEX_000002;CYS_SG_SAMPLE_INDEX_000003,str,false,false,historical_observed_value,false,false,true
116,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000004,str,false,false,historical_observed_value,false,false,true
117,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000005,str,false,false,historical_observed_value,false,false,true
118,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000006;CYS_SG_SAMPLE_INDEX_000007;CYS_SG_SAMPLE_INDEX_000008;CYS_SG_SAMPLE_INDEX_000009;CYS_SG_SAMPLE_INDEX_000010,str,false,false,historical_observed_value,false,false,true
119,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,member_sample_index_row_ids,CYS_SG_SAMPLE_INDEX_000011,str,false,false,historical_observed_value,false,false,true
120,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,source_stage_composition,expansion,str,false,false,historical_observed_value,false,false,true
121,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,source_stage_composition,pilot,str,false,false,historical_observed_value,false,false,true
122,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,final_leakage_group_status,confirmed_nonindependent_group_within_current_11_sample_set,str,false,false,final_named_historical_artifact,false,false,true
123,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,final_leakage_group_status,provisional_independent_singleton_within_current_11_sample_set,str,false,false,provisional_status,false,false,true
124,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,assigned_split,test,str,false,false,historical_observed_value,false,false,true
125,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,assigned_split,train,str,false,false,historical_observed_value,false,false,true
126,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,assigned_split,validation,str,false,false,historical_observed_value,false,false,true
127,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,split_policy,deterministic_final_leakage_group_exhaustive_ratio_fit_v1,str,false,false,historical_observed_value,false,false,true
128,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_leakage_group_split_assignment.csv,ed62fcf56ad87d8a49743517329c97aa98d3a781562fa403b4b43a9b9ea3ffc3,group_kept_intact,True,bool,false,false,historical_observed_value,false,false,true
129,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000001,str,false,false,historical_observed_value,false,false,true
130,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000002,str,false,false,historical_observed_value,false,false,true
131,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000003,str,false,false,historical_observed_value,false,false,true
132,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000004,str,false,false,historical_observed_value,false,false,true
133,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000005,str,false,false,historical_observed_value,false,false,true
134,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000006,str,false,false,historical_observed_value,false,false,true
135,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000007,str,false,false,historical_observed_value,false,false,true
136,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000008,str,false,false,historical_observed_value,false,false,true
137,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000009,str,false,false,historical_observed_value,false,false,true
138,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000010,str,false,false,historical_observed_value,false,false,true
139,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_split_assignment_id,COVAPIE_SAMPLE_SPLIT_000011,str,false,false,historical_observed_value,false,false,true
140,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000001,str,false,false,historical_observed_value,false,false,true
141,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000002,str,false,false,historical_observed_value,false,false,true
142,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000003,str,false,false,historical_observed_value,false,false,true
143,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000004,str,false,false,historical_observed_value,false,false,true
144,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000005,str,false,false,historical_observed_value,false,false,true
145,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000006,str,false,false,historical_observed_value,false,false,true
146,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000007,str,false,false,historical_observed_value,false,false,true
147,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000008,str,false,false,historical_observed_value,false,false,true
148,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000009,str,false,false,historical_observed_value,false,false,true
149,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000010,str,false,false,historical_observed_value,false,false,true
150,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000011,str,false,false,historical_observed_value,false,false,true
151,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000001,str,false,false,final_named_historical_artifact,false,false,true
152,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000002,str,false,false,final_named_historical_artifact,false,false,true
153,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000003,str,false,false,final_named_historical_artifact,false,false,true
154,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000004,str,false,false,final_named_historical_artifact,false,false,true
155,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000005,str,false,false,final_named_historical_artifact,false,false,true
156,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,final_leakage_group_member_count,1,int,false,false,final_named_historical_artifact,false,false,true
157,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,final_leakage_group_member_count,3,int,false,false,final_named_historical_artifact,false,false,true
158,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,final_leakage_group_member_count,5,int,false,false,final_named_historical_artifact,false,false,true
159,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,assigned_split,test,str,false,false,historical_observed_value,false,false,true
160,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,assigned_split,train,str,false,false,historical_observed_value,false,false,true
161,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,assigned_split,validation,str,false,false,historical_observed_value,false,false,true
162,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,split_unit_type,final_leakage_group_id,str,false,false,historical_observed_value,false,false,true
163,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000001,str,false,false,final_named_historical_artifact,false,false,true
164,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000002,str,false,false,final_named_historical_artifact,false,false,true
165,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000003,str,false,false,final_named_historical_artifact,false,false,true
166,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000004,str,false,false,final_named_historical_artifact,false,false,true
167,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000005,str,false,false,final_named_historical_artifact,false,false,true
168,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000006,str,false,false,final_named_historical_artifact,false,false,true
169,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000007,str,false,false,final_named_historical_artifact,false,false,true
170,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000008,str,false,false,final_named_historical_artifact,false,false,true
171,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000009,str,false,false,final_named_historical_artifact,false,false,true
172,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000010,str,false,false,final_named_historical_artifact,false,false,true
173,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_dataset_membership_id,COVAPIE_FINAL_DATASET_MEMBERSHIP_000011,str,false,false,final_named_historical_artifact,false,false,true
174,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000001,str,false,false,historical_observed_value,false,false,true
175,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000002,str,false,false,historical_observed_value,false,false,true
176,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000003,str,false,false,historical_observed_value,false,false,true
177,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000004,str,false,false,historical_observed_value,false,false,true
