occurrence_order,term,source_relative_path,source_sha256,source_kind,row_key_function_location,occurrence_role,semantic_classification,current_authoritative_status,usable_by_future_evaluator,audit_result
80,member_count,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:260,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
81,member_sample_index_row_ids,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:260,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
82,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:354,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
83,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:357,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
84,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:362,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
85,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:375,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
86,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:383,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
87,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:387,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
88,ligand_graph_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:390,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
89,ligand_scaffold_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:390,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
90,protein_accession_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:390,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
91,protein_exact_sequence_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:390,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
92,protein_sequence_cluster_90_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:390,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
93,protein_sequence_cluster_50_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:390,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
94,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:405,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
95,member_count,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:407,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
96,member_sample_index_row_ids,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:407,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
97,ligand_graph_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:416,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
98,ligand_scaffold_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:416,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
99,protein_accession_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:417,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
100,protein_exact_sequence_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:417,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
101,protein_sequence_cluster_90_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:417,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
102,protein_sequence_cluster_50_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:417,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
103,ligand_graph_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:440,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
104,ligand_scaffold_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:440,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
105,protein_accession_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:447,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
106,protein_exact_sequence_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:447,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
107,protein_sequence_cluster_90_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:447,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
108,protein_sequence_cluster_50_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:447,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
109,assignment_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:509,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
110,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:509,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
111,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:528,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
112,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:555,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
113,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:562,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
114,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:577,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
115,split_assignment,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:636,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
116,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:701,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
117,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:701,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
118,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:702,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
119,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:702,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
120,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:764,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
121,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:765,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
122,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:768,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
123,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
124,assignment_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
125,assignment policy,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
126,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
127,final_leakage_group_status,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
128,ligand_graph_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
129,ligand_scaffold_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
130,protein_accession_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
131,protein_exact_sequence_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
132,protein_sequence_cluster_90_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
133,protein_sequence_cluster_50_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:769,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
134,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:773,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
135,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:774,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
136,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:775,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
137,assignment_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:776,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
138,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:776,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
139,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:779,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
140,ligand_graph_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:794,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
141,ligand_scaffold_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:794,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
142,protein_accession_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:796,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
143,protein_exact_sequence_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:796,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
144,protein_sequence_cluster_90_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:796,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
145,protein_sequence_cluster_50_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:796,definition,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
146,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:801,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
147,final_leakage_group_status,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:804,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
148,assignment policy,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:805,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
149,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:811,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
150,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:814,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
151,group_order,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:814,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
152,member_count,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:814,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
153,member_sample_index_row_ids,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:814,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
154,final_leakage_group_status,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:814,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
155,source_stage_composition,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:814,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
156,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:818,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
157,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:819,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
158,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:819,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
159,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:820,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
160,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:822,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
161,member_sample_index_row_ids,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:822,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
162,group_order,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:826,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
163,member_count,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:830,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
164,source_stage_composition,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:835,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
165,final_leakage_group_status,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:842,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
166,final_leakage_group_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:846,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
167,member_sample_index_row_ids,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:846,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
168,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:896,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
169,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:899,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
170,sample_index_row_id,src/covalent_ext/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke.py,3e0f182e192d06be5fe4baa8cfdb2687ee23856ec5cbefbdac9c6bd2b6206212,production_source,line:950,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
