case_order,case_id,case_group,routing_condition,candidate_record_representation,batch_context_representation,evaluation_context_representation,download_result_context_representation,stage_authorization_context_representation,evaluation_lookup_count,download_lookup_count,candidate_key_access_count,lookup_order,formal_call_count,oracle_call_count,source_exact12_json,oracle_exact12_json,projected_exact13_json,identity_preserved,expected_dispatch_code,expected_reason,case_passed
11,STATUS_STR_SUBCLASS,download_result_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status=<str-subclass:'success'>|observed_http_status=200|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,DOWNLOAD_RESULT_STATUS_TYPE_INVALID,true
12,STATUS_UPPERCASE,download_result_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status='SUCCESS'|observed_http_status=200|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,DOWNLOAD_RESULT_STATUS_VALUE_INVALID,true
13,STATUS_EMPTY,download_result_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status=''|observed_http_status=200|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,DOWNLOAD_RESULT_STATUS_VALUE_INVALID,true
14,STATUS_UNKNOWN,download_result_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status='pending'|observed_http_status=200|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,DOWNLOAD_RESULT_STATUS_VALUE_INVALID,true
15,HTTP_BOOL,observed_http_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status='success'|observed_http_status=True|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[[""download_result_status"",""success""]],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,OBSERVED_HTTP_STATUS_TYPE_INVALID,true
16,HTTP_INT_SUBCLASS,observed_http_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status='success'|observed_http_status=<int-subclass:200>|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[[""download_result_status"",""success""]],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,OBSERVED_HTTP_STATUS_TYPE_INVALID,true
17,HTTP_FLOAT,observed_http_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status='success'|observed_http_status=200.0|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[[""download_result_status"",""success""]],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,OBSERVED_HTTP_STATUS_TYPE_INVALID,true
18,HTTP_STR,observed_http_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status='success'|observed_http_status='200'|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[[""download_result_status"",""success""]],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,OBSERVED_HTTP_STATUS_TYPE_INVALID,true
19,HTTP_LOW_99,observed_http_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status='success'|observed_http_status=99|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_RANGE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_RANGE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_RANGE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[[""download_result_status"",""success""]],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,OBSERVED_HTTP_STATUS_RANGE_INVALID,true
20,HTTP_HIGH_600,observed_http_status_validation,committed_Exact128_projection,{},None,expected_content_length_bytes=<MISSING>|expected_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'|explicit_integrity_verdict=<MISSING>,download_result_status='success'|observed_http_status=600|observed_content_length_bytes=10|observed_sha256='0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,3,4,0,download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256|expected_content_length_bytes|expected_sha256|explicit_integrity_verdict,1,1,"{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_RANGE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""admission_rule_id"":""ADMIT_013"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_RANGE_INVALID"",""canonical_download_result_record"":[],""canonical_integrity_authority_record"":[],""validated_download_result_fields"":[""download_result_status""],""validated_integrity_authority_fields"":[],""consumed_download_result_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_integrity_authority_fields"":[],""evaluator_io_used"":false}","{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""outcome"":""invalid"",""passed"":false,""blocks_candidate"":true,""reason"":""OBSERVED_HTTP_STATUS_RANGE_INVALID"",""normalized_values"":[],""validated_candidate_fields"":[[""download_result_status"",""success""]],""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_013_unified_adapter_v1""}",true,,OBSERVED_HTTP_STATUS_RANGE_INVALID,true
