occurrence_id,source_scope,source_path_namespace,source_path,line_start,line_end,ast_node_type,matched_semantic_pattern,expected_or_literal_mode,semantic_class,lifecycle_class,debt_disposition,is_git_tracked_source,is_external_covapie_state_source,mode_participates_in_admit_reject_decision,bytes_or_sha_also_checked,known_checkout_reconstruction_risk,recommended_v2_action,evidence_note
FMV2-2F78C2E8036BF799975A,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_formal_evaluator_interface_contract_v1.py,333,333,AssertTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-1AE992B9C04FDA1CEDB3,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_formal_evaluator_interface_preconditions_audit_v1.py,210,210,AssertTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,True,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-259D9C9221266F93B399,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_formal_evaluator_interface_preconditions_audit_v1.py,221,221,AssertTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,True,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-502A5F13EB3E327C9C34,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_formal_evaluator_interface_preconditions_audit_v1.py,232,232,AssertTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,True,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-9B4078DF9724AF1545B4,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_formal_evaluator_interface_preconditions_audit_v1.py,679,679,AssertTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-2E378AE50E2AA57B9E99,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,347,349,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-A3522A5294346759C8B7,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,373,373,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-DA36115E8BB9B3ACD660,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,386,388,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-4DB337D2E7BAB082F5EA,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,934,936,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-BEB426351BD9EAC202C2,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,942,944,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-DA9FEEDBB4F008D4A5CB,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,959,959,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-A5E0F67B97B39716ABA7,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,1274,1276,IfTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-99384B4FBDD5B0C6787F,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,1286,1288,IfTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-9E40A9FB7BA98563885B,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_rule_logic_interface_v1.py,1319,1319,IfTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-0840126DA4A11D607742,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,227,227,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-8AB09BB63A33F87A05A0,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,248,250,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-2DB703634E71990C076B,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,267,267,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-C8EE79037D7AB98756DA,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,286,288,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-DB38E70C1362D5322D69,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,311,313,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-CBCC8E79BCC0029A1D3B,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,321,324,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-4462629B8E1729A183AC,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,331,334,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-84FF32B71D10114C5455,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,376,377,IfTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-98F5669191C7A8CE5019,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,388,389,IfTest,git_executable_or_regular_blob_class,100644|100755,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-D2F87D456A0E82D7255D,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,415,416,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-7BE4184C2986648751AC,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,432,434,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-2FDDD08AFFBC60C565BD,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,460,462,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-7B486E3E7E9999181AC2,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,471,473,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-093B004DA23266328F5F,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,477,480,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-CDB61B56C039981499C3,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,489,491,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-E459CBE90F2D0EA05C59,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_013_unified_adapter_contract_v1.py,1063,1063,IfTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-7B26485131B8A57B3B87,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_download_authorization_contract_v1.py,284,284,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-2A1679D95EBC9872F4C5,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_download_authorization_contract_v1.py,298,298,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-B4E1D98D5DE2DF091E6B,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_download_authorization_contract_v1.py,308,308,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-E434C4134E6C4F8062AF,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_download_authorization_contract_v1.py,418,418,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-E40975A48AB719D02CE8,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_download_authorization_contract_v1.py,429,431,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-F6A12AA5BD6E50649CE1,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_contract_v1.py,386,387,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-A30EE0BF25E377AB1C54,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_contract_v1.py,402,404,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-C99274AC93399D617F64,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_contract_v1.py,414,414,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-A04CAB614EC1ACF34373,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_contract_v1.py,533,534,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-34283D8769F550F9CBF7,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_contract_v1.py,546,548,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-36C8CF315B0DB9C834F6,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_preconditions_audit_v1.py,281,281,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-263B0FA964A3A18DB4AC,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_preconditions_audit_v1.py,295,295,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-E52476AFE03C3AB5C376,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_preconditions_audit_v1.py,304,304,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-AF300A10C74D531A676B,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_preconditions_audit_v1.py,403,403,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-E80009019758C9AC961D,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_preconditions_audit_v1.py,414,414,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-E496F58CAABA6E528AC0,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_formal_evaluator_interface_preconditions_audit_v1.py,425,427,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-07D29900396F77FD28B4,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_rule_logic_interface_v1.py,587,587,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-FC0C013E20F152545E96,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_rule_logic_interface_v1.py,604,606,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-A388C63371DB4CB42329,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_rule_logic_interface_v1.py,618,618,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-08ECB1DB3285041FB37A,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_rule_logic_interface_v1.py,1082,1084,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-705A134C80677654FFBE,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_rule_logic_interface_v1.py,1096,1098,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-EB46506EED89C6EB72B3,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_rule_logic_interface_v1.py,1109,1111,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-9D9826E5418B566E949F,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,126,126,AssertTest,git_executable_or_regular_blob_class,,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-BBEDDC410314F4604B38,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,395,397,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-2B31699E15ECA7E20924,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,412,414,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-AD4F55FCAF4BA3F57A95,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,430,432,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-242D58D863B3599AF33B,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,458,461,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-6995FD4D2DDFD2C1B847,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,466,469,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-DD91EF73C378D1F62A90,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,489,491,IfTest,git_executable_or_regular_blob_class,100644|100755,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-79DE08DB7373A487045F,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,507,510,IfTest,git_executable_or_regular_blob_class,100644|100755,GIT_EXECUTABLE_BIT_OR_FILE_CLASS_CONTRACT,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve Git 100644/100755 class,Git 100644/100755 class; not runtime POSIX identity.
FMV2-128E22459C9BB36B26C4,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,593,594,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-A8204A9A5DDFE194D299,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,609,611,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
FMV2-2E9F83238CC6DB2FD900,REPOSITORY_CHECKER_PYTHON,repository_relative,scripts/check_covapie_bulk_download_admission_admit_014_unified_adapter_contract_v1.py,623,625,IfTest,regular_symlink_executable_or_writable_safety_check,,SECURITY_HYGIENE_MODE_CHECK,ACTIVE_CURRENT_DEPENDENCY,PRESERVE_AS_IS,True,False,False,False,False,preserve explicit safety gate,Filesystem type or dangerous-bit hygiene.
