truth_order,truth_group,case_id,input_summary,admission_rule_id,outcome,passed,blocks_candidate,reason,canonical_leakage_group_id,validated_candidate_fields,consumed_candidate_fields,consumed_context_items,evaluator_io_used,design_oracle_full_result,exact10_equal_field_count,formal_design_exact10_parity,expected_precedence,truth_passed
26,sha256,sha_none,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256=None, assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,12,true
27,sha256,sha_str_subclass,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,12,true
28,sha256,sha_uppercase,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,12,true
29,sha256,sha_short,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,12,true
30,sha256,sha_non_hex,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='gggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,12,true
31,sha256,sha_exact_valid,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,passed,true,false,,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":false,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""passed"",""passed"":true,""reason"":"""",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,21,true
32,assignment_id,assignment_id_wrong_type,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id=7, historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,13,true
33,assignment_id,assignment_id_empty,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,13,true
34,assignment_id,assignment_id_non_ascii,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_é', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,13,true
35,assignment_id,assignment_id_whitespace,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id=' ASSIGNMENT', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,13,true
36,assignment_id,assignment_id_valid_opaque,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,passed,true,false,,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":false,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""passed"",""passed"":true,""reason"":"""",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,21,true
37,historical_group,historical_group_wrong_type,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id=7, sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,14,true
38,historical_group,historical_group_malformed,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='ASSIGNMENT_RECORD_ALPHA', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,invalid,false,true,LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,14,true
39,historical_group,historical_group_canonical,"leakage_group_id=str:'COVAPIE_LEAKAGE_GROUP_000001';provenance=LeakageGroupAssignmentProvenanceContractV1:LeakageGroupAssignmentProvenanceContractV1(contract_version='covapie_leakage_group_assignment_provenance_contract_v1', canonical_candidate_field_name='leakage_group_id', historical_artifact_field_name='final_leakage_group_id', field_mapping_rule='exact_value_identity_after_provider_field_rename_only', assignment_policy='conservative_union_of_ligand_graph_scaffold_and_protein_accession_sequence_clusters_v1', assignment_policy_version='v1', assignment_stage_kind='pre_final_split_leakage_group_assignment', assignment_manifest_sha256='1111111111111111111111111111111111111111111111111111111111111111', assignment_artifact_sha256='2222222222222222222222222222222222222222222222222222222222222222', group_inventory_sha256='3333333333333333333333333333333333333333333333333333333333333333', sample_index_sha256='4444444444444444444444444444444444444444444444444444444444444444', assignment_id='ASSIGNMENT_RECORD_ALPHA', historical_leakage_group_id='COVAPIE_LEAKAGE_GROUP_000001', sample_index_row_id='SAMPLE_000001', member_sample_index_row_ids=('SAMPLE_000001',), member_count=1, assignment_passed=True, split_assignments_written=False, pre_split_assignment_status='leakage_group_assigned_before_final_split')",ADMIT_010,passed,true,false,,COVAPIE_LEAKAGE_GROUP_000001,"[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]","[""leakage_group_id""]","[""leakage_group_assignment_provenance_contract""]",false,"{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":false,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""passed"",""passed"":true,""reason"":"""",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",10,true,21,true
