case_order,case_id,case_group,assertion_kind,download_result_status_representation,observed_http_status_representation,observed_content_length_bytes_representation,observed_sha256_representation,allowed_download_result_statuses_representation,successful_http_status_contract_representation,content_length_contract_representation,sha256_format_contract_representation,expected_admission_rule_id,expected_outcome,expected_passed,expected_blocks_candidate,expected_reason,expected_canonical_download_result_record,expected_validated_download_result_fields,expected_consumed_download_result_fields,expected_consumed_context_items,expected_evaluator_io_used,observed_formal_result,formal_source,evaluator_io_used,truth_passed
21,FIELD52_STATUS_NON_STR,field52_status_invalid,formal_projection,1,200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,DOWNLOAD_RESULT_STATUS_TYPE_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'DOWNLOAD_RESULT_STATUS_TYPE_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
22,FIELD52_HTTP_BOOL,field52_http_invalid,formal_projection,'success',False,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_HTTP_STATUS_TYPE_INVALID,(),"(('download_result_status', 'success'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_HTTP_STATUS_TYPE_INVALID', (), (('download_result_status', 'success'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
23,FIELD52_HTTP_INT_SUBCLASS,field52_http_invalid,formal_projection,'success',<int-subclass:200>,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_HTTP_STATUS_TYPE_INVALID,(),"(('download_result_status', 'success'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_HTTP_STATUS_TYPE_INVALID', (), (('download_result_status', 'success'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
24,FIELD52_HTTP_STRING,field52_http_invalid,formal_projection,'success','200',1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_HTTP_STATUS_TYPE_INVALID,(),"(('download_result_status', 'success'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_HTTP_STATUS_TYPE_INVALID', (), (('download_result_status', 'success'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
25,FIELD52_HTTP_99,field52_http_invalid,formal_projection,'success',99,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_HTTP_STATUS_RANGE_INVALID,(),"(('download_result_status', 'success'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_HTTP_STATUS_RANGE_INVALID', (), (('download_result_status', 'success'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
26,FIELD52_HTTP_600,field52_http_invalid,formal_projection,'success',600,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_HTTP_STATUS_RANGE_INVALID,(),"(('download_result_status', 'success'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_HTTP_STATUS_RANGE_INVALID', (), (('download_result_status', 'success'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
27,FIELD52_CONTENT_BOOL,field52_content_invalid,formal_projection,'success',200,False,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_CONTENT_LENGTH_BYTES_TYPE_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_CONTENT_LENGTH_BYTES_TYPE_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
28,FIELD52_CONTENT_INT_SUBCLASS,field52_content_invalid,formal_projection,'success',200,<int-subclass:1>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_CONTENT_LENGTH_BYTES_TYPE_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_CONTENT_LENGTH_BYTES_TYPE_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
29,FIELD52_CONTENT_STRING,field52_content_invalid,formal_projection,'success',200,'1','0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_CONTENT_LENGTH_BYTES_TYPE_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_CONTENT_LENGTH_BYTES_TYPE_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
30,FIELD52_CONTENT_NEGATIVE,field52_content_invalid,formal_projection,'success',200,-1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_CONTENT_LENGTH_BYTES_RANGE_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_CONTENT_LENGTH_BYTES_RANGE_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
31,FIELD52_SHA_NONE_PRESENT,field52_sha_invalid,formal_projection,'success',200,1,None,"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_TYPE_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_TYPE_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
32,FIELD52_SHA_BYTES,field52_sha_invalid,formal_projection,'success',200,1,b'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_TYPE_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_TYPE_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
33,FIELD52_SHA_STR_SUBCLASS,field52_sha_invalid,formal_projection,'success',200,1,<str-subclass:'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'>,"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_TYPE_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_TYPE_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
34,FIELD52_SHA_EMPTY,field52_sha_invalid,formal_projection,'success',200,1,'',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
35,FIELD52_SHA_63,field52_sha_invalid,formal_projection,'success',200,1,'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
36,FIELD52_SHA_65,field52_sha_invalid,formal_projection,'success',200,1,'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
37,FIELD52_SHA_UPPERCASE,field52_sha_invalid,formal_projection,'success',200,1,'0123456789ABCDEF0123456789ABCDEF0123456789ABCDEF0123456789ABCDEF',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
38,FIELD52_SHA_MIXED_CASE,field52_sha_invalid,formal_projection,'success',200,1,'A123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
39,FIELD52_SHA_NONHEX,field52_sha_invalid,formal_projection,'success',200,1,'g123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
40,FIELD52_SHA_WHITESPACE,field52_sha_invalid,formal_projection,'success',200,1,' 0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcde',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
41,FIELD52_SHA_0X_PREFIX,field52_sha_invalid,formal_projection,'success',200,1,'0x0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcd',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
42,FIELD52_SHA_SHA256_PREFIX,field52_sha_invalid,formal_projection,'success',200,1,'sha256:0123456789abcdef0123456789abcdef0123456789abcdef012345678',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_SHA256_FORMAT_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_SHA256_FORMAT_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
43,FIELD52_MULTI_EARLIER_INVALID_LATER_MISSING,field52_multi_invalid_precedence,formal_projection,'unknown',200,1,<MISSING>,"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,blocked,false,true,OBSERVED_SHA256_MISSING,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'blocked', False, True, 'OBSERVED_SHA256_MISSING', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
44,FIELD52_MULTI_MISSING_PRECEDENCE,field52_multi_invalid_precedence,formal_projection,<MISSING>,200,<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,blocked,false,true,DOWNLOAD_RESULT_STATUS_MISSING,(),(),"('download_result_status',)",(),false,"('ADMIT_012', 'blocked', False, True, 'DOWNLOAD_RESULT_STATUS_MISSING', (), (), ('download_result_status',), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
