matrix_order,matrix_group,case_id,routing_condition,envelope_representation,candidate_key_access_count,adapter_stage_key_access_count,formal_call_count,oracle_call_count,formal_stage_key_access_count,oracle_stage_key_access_count,identity_preserved,expected_dispatch_code,expected_reason,expected_result_json,observed_dispatch_code,observed_reason,observed_result_json,observed_call_order,observed_identity_preserved,observed_candidate_key_access_count,observed_adapter_stage_key_access_count,observed_formal_call_count,observed_oracle_call_count,observed_formal_stage_key_access_count,observed_oracle_stage_key_access_count,case_passed
25,calls,nonrepeatable_mismatch,formal/oracle mismatch fails closed,stateful Mapping,0,0,1,1,1,1,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",formal|oracle,true,0,0,1,1,1,1,true
26,source_failure,source_wrong_type,exact formal result type required,formal=object,0,0,1,0,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID""}",formal,true,0,0,1,0,0,0,true
27,source_failure,source_subclass,formal result subclass rejected,formal=subclass,0,0,1,0,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID""}",formal,true,0,0,1,0,0,0,true
28,source_failure,source_storage_order,Exact9 storage order required,formal=reordered,0,0,1,0,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",formal,true,0,0,1,0,0,0,true
29,source_failure,source_type_drift,Exact9 top-level types required,formal=type drift,0,0,1,0,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",formal,true,0,0,1,0,0,0,true
30,source_failure,source_invariant,Exact9 constructor invariants required,formal=contradiction,0,0,1,0,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",formal,true,0,0,1,0,0,0,true
31,oracle_failure,oracle_wrong_type,exact oracle result type required,oracle=object,0,0,1,1,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",formal|oracle,true,0,0,1,1,0,0,true
32,oracle_failure,oracle_storage,oracle Exact9 storage/order required,oracle=reordered,0,0,1,1,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",formal|oracle,true,0,0,1,1,0,0,true
33,oracle_failure,oracle_mismatch,all Exact9 types and values must match,oracle=value drift,0,0,1,1,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",formal|oracle,true,0,0,1,1,0,0,true
34,oracle_failure,oracle_exception,oracle exception fails closed,oracle=raises,0,0,1,1,0,0,true,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,"{""code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""admission_rule_id"":""ADMIT_014"",""known_rule"":true,""callable_discovered"":true,""adapter_ready"":false,""reason"":""ADMIT_014_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",formal|oracle,true,0,0,1,1,0,0,true
35,projection,candidate_fields_empty,stage fields never become candidate fields,valid source,0,0,1,1,1,1,true,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",formal|oracle,true,0,0,1,1,1,1,true
36,projection,consumed_context,consumed stage field maps to context item,valid source,0,0,1,1,1,1,true,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",formal|oracle,true,0,0,1,1,1,1,true
37,projection,false_lowercase,False projects to exact lowercase false,stage={target:False},0,0,1,1,1,1,true,,BULK_DOWNLOAD_NOT_AUTHORIZED,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""BULK_DOWNLOAD_NOT_AUTHORIZED"",""normalized_values"":[[""current_stage_download_authorized"",""false""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",,BULK_DOWNLOAD_NOT_AUTHORIZED,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""blocked"",""passed"":false,""blocks_candidate"":true,""reason"":""BULK_DOWNLOAD_NOT_AUTHORIZED"",""normalized_values"":[[""current_stage_download_authorized"",""false""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",formal|oracle,true,0,0,1,1,1,1,true
38,projection,true_lowercase,True projects to exact lowercase true,stage={target:True},0,0,1,1,1,1,true,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",formal|oracle,true,0,0,1,1,1,1,true
39,registry,current_exact13,current registry remains ADMIT_001..013,ADMIT_001..013,0,0,1,1,1,1,true,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",formal|oracle,true,0,0,1,1,1,1,true
40,registry,future_exact14,future order appends ADMIT_014 only,ADMIT_001..014,0,0,1,1,1,1,true,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",formal|oracle,true,0,0,1,1,1,1,true
41,registry,known_unregistered,ADMIT_015 remains known-not-registered,ADMIT_015,0,0,1,1,1,1,true,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",formal|oracle,true,0,0,1,1,1,1,true
42,registry,handler_identity,first thirteen handler identities preserved,identity_preserved,0,0,1,1,1,1,true,,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",,,"{""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""admission_rule_id"":""ADMIT_014"",""admission_rule_name"":""current_gate_grants_no_download_permission"",""outcome"":""passed"",""passed"":true,""blocks_candidate"":false,""reason"":"""",""normalized_values"":[[""current_stage_download_authorized"",""true""]],""validated_candidate_fields"":[],""consumed_candidate_fields"":[],""consumed_context_items"":[""current_stage_download_authorized""],""evaluator_io_used"":false,""adapter_id"":""covapie_admit_014_unified_adapter_v1""}",formal|oracle,true,0,0,1,1,1,1,true
