occurrence_order,source_relative_path,source_sha256,source_kind,symbol_or_row_id,matched_term,field_role,rule_scope,semantic_statement,authoritative_for_admit009_formal_semantics,occurrence_passed
70,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_contract_csv,line_1,ligand_graph_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
71,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_contract_csv,line_1,ligand_scaffold_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
72,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_contract_csv,line_1,sample_index_row_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
73,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_contract_csv,line_1,assignment_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
74,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_contract_csv,line_1,protein_exact_sequence_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
75,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_1,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
76,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_1,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
77,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_1,sample_index_row_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
78,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_1,assignment_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
79,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_2,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
80,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_2,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
81,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_3,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
82,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_3,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
83,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_4,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
84,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_4,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
85,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_5,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
86,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_5,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
87,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_6,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
88,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_6,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
89,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_7,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
90,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_7,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
91,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_8,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
92,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_8,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
93,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_9,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
94,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_9,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
95,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_10,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
96,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_10,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
97,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_11,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
98,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_11,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
99,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_12,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
100,data/derived/covalent_small/covapie_unified_leakage_split_materialization_smoke_v0/covapie_sample_split_assignment.csv,29ffff244e33e3ec93f2c2b3e5e42a09ce73d7f55019f833e97659301f6a388c,committed_contract_csv,line_12,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
101,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,committed_contract_csv,line_1,leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
102,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,committed_contract_csv,line_1,final_leakage_group_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
103,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,committed_contract_csv,line_1,sample_index_row_id,distinct identity or grouping evidence,"candidate, ligand, protein, leakage, split, or materialization",the observed identifier is not thereby a duplicate key or exact-duplicate equivalence,false,true
