sample_index_row_id,sample_preparation_input_id,pdb_id,ligand_identity,domain,source_table_path,source_table_sha256,source_atom_row_index_0based,source_atom_site_or_row_identity,type_symbol,symbol_class,projection_disposition,projection_reason,retained_for_checkpoint_model,projected_heavy_atom_row_index_0based,checkpoint_channel_index,excluded_before_centering,excluded_before_node_count,excluded_before_batch_membership,excluded_before_mask_projection,excluded_before_pair_index_projection,sample_rejected,verified
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,114,atom_site_id=6647,N,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,63,1,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,115,atom_site_id=6656,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,116,atom_site_id=6678,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,117,atom_site_id=6897,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,64,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,118,atom_site_id=6898,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,65,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,119,atom_site_id=6899,O,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,66,2,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,120,atom_site_id=6900,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,67,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,121,atom_site_id=6901,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,68,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,122,atom_site_id=6902,S,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,69,3,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,123,atom_site_id=6903,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,70,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,124,atom_site_id=6905,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,125,atom_site_id=6906,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,126,atom_site_id=6907,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,127,atom_site_id=6909,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,128,atom_site_id=6910,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,129,atom_site_id=6911,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,130,atom_site_id=6912,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,131,atom_site_id=6913,N,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,71,1,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,132,atom_site_id=6914,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,72,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,133,atom_site_id=6915,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,73,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,134,atom_site_id=6916,O,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,74,2,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,135,atom_site_id=6917,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,75,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,136,atom_site_id=6918,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,76,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,137,atom_site_id=6919,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,77,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,138,atom_site_id=6920,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,139,atom_site_id=6921,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,140,atom_site_id=6922,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,141,atom_site_id=6923,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,142,atom_site_id=6924,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,143,atom_site_id=6925,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,144,atom_site_id=6926,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,145,atom_site_id=6927,N,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,78,1,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,146,atom_site_id=6928,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,79,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,147,atom_site_id=6929,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,80,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,148,atom_site_id=6930,O,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,81,2,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,149,atom_site_id=6931,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,82,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,150,atom_site_id=6932,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,83,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,151,atom_site_id=6933,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,84,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,152,atom_site_id=6934,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,153,atom_site_id=6935,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,154,atom_site_id=6936,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,155,atom_site_id=6937,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,156,atom_site_id=6938,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,157,atom_site_id=6939,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,158,atom_site_id=6940,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,159,atom_site_id=6941,N,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,85,1,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,160,atom_site_id=6942,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,86,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,161,atom_site_id=6943,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,87,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,162,atom_site_id=6944,O,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,88,2,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,163,atom_site_id=6945,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,89,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,164,atom_site_id=6946,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,90,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,165,atom_site_id=6947,C,supported_checkpoint_heavy_atom,retain_checkpoint_10d,supported_nonhydrogen_retained_in_checkpoint_10d,true,91,0,false,false,false,false,false,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,166,atom_site_id=6948,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
CYS_SG_SAMPLE_INDEX_000002,CYS_SG_SAMPLE_PREP_INPUT_000002,6BV8,JUG,protein_or_pocket_atom,data/derived/covalent_small/covapie_sample_preparation_execution_smoke_v0/samples/6BV8_JUG/pocket_atom_table.csv,da421e99a42825bac551884475741bec3bbc15feac2ea7ed7dcbd4e53fcd98a5,167,atom_site_id=6949,H,explicit_hydrogen,exclude_explicit_hydrogen,explicit_hydrogen_excluded_before_model_bound_projection,false,,,true,true,true,true,true,false,true
