canonical_event_id,review_unit_id,pdb_id,ligand_component_id,human_workflow_status,human_training_domain_relevance_decision,rule_id,gate_event_status,gate_event_reason,unit_final_task_domain_route,unit_final_route_reason,human_precedence_applied,effective_auto_negative,downstream_positive_chemistry_review_required
COVAPIE_CYS_SG_EVENT_V1:1F4C:A:CYS:146-:SG:F:TP2:S1,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,1F4C,TP2,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F4C:B:CYS:146-:SG:I:TP2:S1,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,1F4C,TP2,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F4C:B:CYS:146-:SG:I:TP2:S1,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,1F4C,TP2,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F4D:A:CYS:143-:SG:E:TP2:S1,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,1F4D,TP2,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F4D:A:CYS:143-:SG:E:TP2:S1,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,1F4D,TP2,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F4D:B:CYS:143-:SG:I:TP2:S1,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,1F4D,TP2,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F4D:B:CYS:143-:SG:I:TP2:S1,COVAPIE_BULK_REVIEW_UNIT_C750E9F706F9E0AF,1F4D,TP2,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F8M:A:CYS:191-:SG:F:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,1F8M,PYR,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F8M:A:CYS:191-:SG:F:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,1F8M,PYR,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F8M:B:CYS:191-:SG:H:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,1F8M,PYR,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F8M:B:CYS:191-:SG:H:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,1F8M,PYR,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F8M:C:CYS:191-:SG:J:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,1F8M,PYR,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F8M:C:CYS:191-:SG:J:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,1F8M,PYR,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F8M:D:CYS:191-:SG:L:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,1F8M,PYR,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1F8M:D:CYS:191-:SG:L:PYR:CB,COVAPIE_BULK_REVIEW_UNIT_EB7468B0711B37A4,1F8M,PYR,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:A:CYS:163-:SG:E:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,1FJ8,CER,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:A:CYS:163-:SG:E:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,1FJ8,CER,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:B:CYS:163-:SG:F:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,1FJ8,CER,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:B:CYS:163-:SG:F:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,1FJ8,CER,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:C:CYS:163-:SG:G:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,1FJ8,CER,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:C:CYS:163-:SG:G:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,1FJ8,CER,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:D:CYS:163-:SG:H:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,1FJ8,CER,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FJ8:D:CYS:163-:SG:H:CER:C2,COVAPIE_BULK_REVIEW_UNIT_946339D19F961B4A,1FJ8,CER,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1FVG:A:CYS:218-:SG:B:DTT:S4,COVAPIE_BULK_REVIEW_UNIT_2EBCD325E1CD2081,1FVG,DTT,COMPLETED,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_NOT_RELEVANT_FINAL,CURRENT_HUMAN_NOT_RELEVANT_DECISION_HAS_SECOND_PRECEDENCE,true,false,false
COVAPIE_CYS_SG_EVENT_V1:1FVG:A:CYS:218-:SG:B:DTT:S4,COVAPIE_BULK_REVIEW_UNIT_2EBCD325E1CD2081,1FVG,DTT,COMPLETED,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,HUMAN_NOT_RELEVANT_FINAL,CURRENT_HUMAN_NOT_RELEVANT_DECISION_HAS_SECOND_PRECEDENCE,true,false,false
COVAPIE_CYS_SG_EVENT_V1:1FVG:A:CYS:72-:SG:B:DTT:S1,COVAPIE_BULK_REVIEW_UNIT_A3782D89BDEF47C1,1FVG,DTT,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1FVG:A:CYS:72-:SG:B:DTT:S1,COVAPIE_BULK_REVIEW_UNIT_A3782D89BDEF47C1,1FVG,DTT,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1GSN:A:CYS:58-:SG:D:GSH:SG2,COVAPIE_BULK_REVIEW_UNIT_53F40FB515D7D1DF,1GSN,GSH,COMPLETED,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_NOT_RELEVANT_FINAL,CURRENT_HUMAN_NOT_RELEVANT_DECISION_HAS_SECOND_PRECEDENCE,true,false,false
COVAPIE_CYS_SG_EVENT_V1:1GSN:A:CYS:58-:SG:D:GSH:SG2,COVAPIE_BULK_REVIEW_UNIT_53F40FB515D7D1DF,1GSN,GSH,COMPLETED,NOT_RELEVANT_TO_COVAPIE_SMALL_MOLECULE_TASK,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_NOT_RELEVANT_FINAL,CURRENT_HUMAN_NOT_RELEVANT_DECISION_HAS_SECOND_PRECEDENCE,true,false,false
COVAPIE_CYS_SG_EVENT_V1:1HVY:A:CYS:195-:SG:F:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1HVY,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1HVY:A:CYS:195-:SG:F:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1HVY,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1HVY:B:CYS:195-:SG:I:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1HVY,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1HVY:B:CYS:195-:SG:I:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1HVY,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1HVY:C:CYS:195-:SG:L:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1HVY,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1HVY:C:CYS:195-:SG:L:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1HVY,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1HVY:D:CYS:195-:SG:O:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1HVY,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1HVY:D:CYS:195-:SG:O:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1HVY,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JR1:A:CYS:331-:SG:D:IMP:C2,COVAPIE_BULK_REVIEW_UNIT_AAFC22DB88292B60,1JR1,IMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
