occurrence_order,source_relative_path,source_sha256,source_kind,symbol_or_row_id,matched_term,field_role,rule_scope,semantic_statement,contains_concrete_value,concrete_value,authoritative_for_runtime_semantics,occurrence_passed
84,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:20,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
85,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:21,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
86,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:22,explicit_curated_covalent_annotation,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_curated_covalent_annotation,true,true
87,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:24,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
88,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:25,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
89,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:30,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
90,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:31,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
91,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:32,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
92,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:33,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
93,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:34,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
94,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:50,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
95,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:54,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
96,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:55,explicit_curated_covalent_annotation,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_curated_covalent_annotation,true,true
97,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:56,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
98,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:64,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
99,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:65,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
100,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:66,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
101,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:68,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
102,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:69,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
103,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:73,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
104,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:74,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
105,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:75,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
106,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:76,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
107,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:94,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
108,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:97,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
109,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:98,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
110,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:99,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
111,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:100,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
112,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:101,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
113,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_contract_manifest.json,91b98e2a10a20a8f8b07708ec77af947c29e94c33ce73bcf7528f1d8a8abbf20,manifest,line:202,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
114,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_registry.csv,7a4c3e2b7be8a097be521d98cd3a9d8003c766cc95a1d41a4b68198f6e6729a7,normative_contract,line:1,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
115,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_registry.csv,7a4c3e2b7be8a097be521d98cd3a9d8003c766cc95a1d41a4b68198f6e6729a7,normative_contract,enum_order=1,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
116,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_registry.csv,7a4c3e2b7be8a097be521d98cd3a9d8003c766cc95a1d41a4b68198f6e6729a7,normative_contract,enum_order=2,explicit_curated_covalent_annotation,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_curated_covalent_annotation,true,true
117,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_registry.csv,7a4c3e2b7be8a097be521d98cd3a9d8003c766cc95a1d41a4b68198f6e6729a7,normative_contract,enum_order=3,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
118,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_001_canonical_structure_bond,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
119,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_002_canonical_curated_annotation,explicit_curated_covalent_annotation,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_curated_covalent_annotation,true,true
120,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_003_canonical_distance_only,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,reason_contract,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,true,true
121,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_003_canonical_distance_only,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
122,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_007_type_str_subclass,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
123,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_008_type_list,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
124,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_009_type_mapping,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
125,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_012_leading_whitespace,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
126,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_013_trailing_whitespace,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
127,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_026_context_exact_tuple,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
128,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_027_context_none,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
129,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_028_context_list,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
130,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_029_context_set,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
131,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_030_context_frozenset,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
132,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_031_context_wrong_order,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
133,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_032_context_missing_member,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
134,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_033_context_duplicate,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
135,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_034_context_distance_only,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
136,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_035_context_unknown,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
137,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_036_context_str_subclass,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
138,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_validation_truth_matrix.csv,d332ca526fd0ec05be5ab2edee87daa6d93adcd51515bacec1f1caee814f7507,normative_truth_matrix,case_id=CASE_037_context_extra_member,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
139,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=1,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
140,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=1,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
141,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=1,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
142,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=1,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
143,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=1,explicit_curated_covalent_annotation,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_curated_covalent_annotation,true,true
144,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=2,covalent_event_evidence_source,candidate_scalar,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
145,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=2,allowed_covalent_evidence_classes,evaluation_context,shared,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
146,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=2,distance_only_inference,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
147,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=2,explicit_structure_bond_record,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
148,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=2,explicit_curated_covalent_annotation,evidence_enum_member,shared,current normative enum validation reason outcome or independent-oracle contract,true,explicit_curated_covalent_annotation,true,true
149,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=3,ADMIT_007,rule_identity,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
150,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=3,distance_only_inference_forbidden,rule_identity,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
151,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=3,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,reason_contract,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,DISTANCE_ONLY_INFERENCE_NOT_ADMISSIBLE,true,true
152,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=3,covalent_event_evidence_source,candidate_scalar,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
