case_order,case_id,case_group,scope_id_representation,vector_type,observed_rule_ids,observed_states,expected_outcome,observed_outcome,expected_passed,observed_passed,expected_blocks_action,observed_blocks_action,expected_reason,observed_reason,required_rule_ids,failing_rule_ids,design_io_used,current_permission,authorized_execution_count,case_passed
38,post_download_acceptance_permission__ADMIT_003__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_003,false,false,0,true
39,post_download_acceptance_permission__ADMIT_004__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_004,false,false,0,true
40,post_download_acceptance_permission__ADMIT_004__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_004,false,false,0,true
41,post_download_acceptance_permission__ADMIT_005__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_005,false,false,0,true
42,post_download_acceptance_permission__ADMIT_005__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_005,false,false,0,true
43,post_download_acceptance_permission__ADMIT_006__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_006,false,false,0,true
44,post_download_acceptance_permission__ADMIT_006__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_006,false,false,0,true
45,post_download_acceptance_permission__ADMIT_007__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_007,false,false,0,true
46,post_download_acceptance_permission__ADMIT_007__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_007,false,false,0,true
47,post_download_acceptance_permission__ADMIT_008__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_008,false,false,0,true
48,post_download_acceptance_permission__ADMIT_008__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_008,false,false,0,true
49,post_download_acceptance_permission__ADMIT_009__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_009,false,false,0,true
50,post_download_acceptance_permission__ADMIT_009__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_009,false,false,0,true
51,post_download_acceptance_permission__ADMIT_011__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_011,false,false,0,true
52,post_download_acceptance_permission__ADMIT_011__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_011,false,false,0,true
53,post_download_acceptance_permission__ADMIT_012__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_012,false,false,0,true
54,post_download_acceptance_permission__ADMIT_012__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_012,false,false,0,true
55,post_download_acceptance_permission__ADMIT_013__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_013,false,false,0,true
56,post_download_acceptance_permission__ADMIT_013__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_013,false,false,0,true
57,post_download_acceptance_permission__ADMIT_014__blocked,every_required_rule_blocked,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_014,false,false,0,true
58,post_download_acceptance_permission__ADMIT_014__invalid,every_required_rule_invalid,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_014,false,false,0,true
59,post_download_acceptance_permission__missing_first,missing_required,post_download_acceptance_permission,tuple,ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,false,false,0,true
60,post_download_acceptance_permission__missing_middle,missing_required,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,false,false,0,true
61,post_download_acceptance_permission__missing_last,missing_required,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,false,false,0,true
62,post_download_acceptance_permission__duplicate,duplicate_rule_id,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_001,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,false,false,0,true
63,post_download_acceptance_permission__reorder,reordered_rule_ids,post_download_acceptance_permission,tuple,ADMIT_002|ADMIT_001|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,false,false,0,true
64,post_download_acceptance_permission__extra,extra_rule_id,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_010,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,false,false,0,true
65,post_download_acceptance_permission__invalid_over_blocked,invalid_blocked_precedence,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,blocked|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002,false,false,0,true
66,post_download_acceptance_permission__admit014_non_override,admit014_pass_non_override,post_download_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001,false,false,0,true
67,pre_final_split_acceptance_permission__all_pass,canonical_all_pass,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,passed,passed,true,true,false,false,,,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,false,false,0,true
68,pre_final_split_acceptance_permission__ADMIT_001__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001,false,false,0,true
69,pre_final_split_acceptance_permission__ADMIT_001__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001,false,false,0,true
70,pre_final_split_acceptance_permission__ADMIT_002__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_002,false,false,0,true
