ligand_atom_topology_row_id,review_row_id,pdb_id,expected_step8_sample_name,source_pre_reaction_sdf_path,source_pre_reaction_sdf_sha256,rdkit_atom_idx,atom_map_or_original_atom_id,atom_symbol,formal_charge,aromatic,hybridization,degree,explicit_valence,implicit_valence,is_covalent_ligand_endpoint_atom,warhead_group_status,linker_group_status,scaffold_group_status,export_source_stage,training_use_status
HR_0004_ATOM_0006,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,6,6,C,0,False,UNSPECIFIED,2,3,0,False,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0007,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,7,7,C,0,False,UNSPECIFIED,1,2,0,True,true,false,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0008,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,8,8,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0009,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,9,9,C,0,False,UNSPECIFIED,2,2,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0010,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,10,10,N,0,False,UNSPECIFIED,3,3,0,False,false,true,false,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0011,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,11,11,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0012,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,12,12,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0013,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,13,13,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0014,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,14,14,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0015,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,15,15,N,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0016,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,16,16,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0017,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,17,17,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0018,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,18,18,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0019,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,19,19,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0020,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,20,20,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0021,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,21,21,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0022,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,22,22,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0023,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,23,23,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0024,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,24,24,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0025,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,25,25,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0026,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,26,26,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0027,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,27,27,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0028,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,28,28,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0029,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,29,29,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0030,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,30,30,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0031,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,31,31,F,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0032,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,32,32,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0033,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,33,33,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0034,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,34,34,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0035,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,35,35,F,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0036,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,36,36,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0037,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,37,37,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0038,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,38,38,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0039,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,39,39,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_ATOM_0040,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,40,40,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
