ligand_bond_topology_row_id,review_row_id,pdb_id,expected_step8_sample_name,source_pre_reaction_sdf_path,source_pre_reaction_sdf_sha256,rdkit_bond_idx,begin_rdkit_atom_idx,end_rdkit_atom_idx,begin_atom_symbol,end_atom_symbol,bond_type,bond_order_numeric,is_aromatic,is_conjugated,is_in_ring,stereo,touches_covalent_ligand_endpoint,is_warhead_bond,is_linker_bond,is_scaffold_bond,export_source_stage,training_use_status
HR_0003_BOND_0032,HR_0003,5F2E,KRAS_G12C_5F2E_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_5F2E_pre_reaction.sdf,4015047b42b77f1f8e785c10eb073fb01d60198245d5e76b1db7db73781eeb9b,32,27,28,C,O,DOUBLE,2.0,False,False,False,STEREONONE,False,True,False,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0000,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,0,0,1,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,True,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0001,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,1,1,2,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0002,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,2,1,10,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0003,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,3,2,3,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0004,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,4,3,4,N,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0005,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,5,3,8,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0006,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,6,4,5,C,O,DOUBLE,2.0,False,False,False,STEREONONE,False,True,False,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0007,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,7,4,6,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,True,False,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0008,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,8,6,7,C,C,DOUBLE,2.0,False,False,False,STEREONONE,True,True,False,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0009,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,9,8,9,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0010,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,10,9,10,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,True,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0011,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,11,10,11,N,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,False,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0012,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,12,11,12,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0013,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,13,11,28,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0014,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,14,12,13,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0015,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,15,13,14,C,O,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0016,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,16,13,15,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0017,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,17,15,16,N,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0018,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,18,15,26,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0019,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,19,16,17,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0020,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,20,16,22,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0021,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,21,17,18,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0022,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,22,17,19,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0023,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,23,19,20,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0024,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,24,20,21,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0025,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,25,21,22,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0026,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,26,22,23,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0027,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,27,23,24,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0028,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,28,23,25,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0029,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,29,26,27,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0030,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,30,26,28,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0031,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,31,27,32,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0032,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,32,28,29,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0033,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,33,29,30,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0034,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,34,30,31,C,F,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0035,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,35,30,32,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0036,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,36,32,33,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0037,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,37,33,34,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0038,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,38,33,39,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0039,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,39,34,35,C,F,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0040,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,40,34,36,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0041,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,41,36,37,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0042,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,42,37,38,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0043,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,43,38,39,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
HR_0004_BOND_0044,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,44,39,40,C,O,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step8_readonly_topology_evidence_export_smoke,not_training_input_yet
